Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.000158,14.27923,[7 2] ; [ 1 16],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],1
p1,1,0.343809,0.896176,[ 2 23] ; [ 6 31],[ 3.22580645 21.77419355] ; [ 4.77419355 32.22580645],0
s7,1,0.363636,0.825296,[ 7 16] ; [ 7 28],[ 5.55172414 17.44827586] ; [ 8.44827586 26.55172414],0
b1,1,0.372617,0.794917,[17  8] ; [21 16],[15.32258065  9.67741935] ; [22.67741935 14.32258065],0
b2,1,0.39084,0.736327,[4 9] ; [13 16],[5.26190476 7.73809524] ; [11.73809524 17.26190476],0
b3,1,0.39084,0.736327,[4 9] ; [13 16],[5.26190476 7.73809524] ; [11.73809524 17.26190476],0
s6,1,0.429614,0.623867,[ 4 21] ; [ 9 28],[ 5.24193548 19.75806452] ; [ 7.75806452 29.24193548],0
s2,1,0.467463,0.527967,[ 3 22] ; [ 7 30],[ 4.03225806 20.96774194] ; [ 5.96774194 31.03225806],0
s5,1,0.477891,0.503671,[ 2 23] ; [ 5 31],[ 2.86885246 22.13114754] ; [ 4.13114754 31.86885246],0
b4,1,0.497847,0.459524,[12 13] ; [21 16],[13.30645161 11.69354839] ; [19.69354839 17.30645161],0
a3,1,0.509554,0.434983,[16  9] ; [20 16],[14.75409836 10.24590164] ; [21.24590164 14.75409836],0
v2,1,0.52605,0.402015,[ 5 20] ; [ 5 31],[ 4.09836066 20.90163934] ; [ 5.90163934 30.09836066],0
n6,1,0.576492,0.31194,[10 15] ; [17 19],[11.06557377 13.93442623] ; [15.93442623 20.06557377],0
p6,1,0.578002,0.309476,[ 4 21] ; [ 4 32],[ 3.27868852 21.72131148] ; [ 4.72131148 31.27868852],0
s4,1,0.582589,0.302068,[ 4 21] ; [ 8 29],[ 4.83870968 20.16129032] ; [ 7.16129032 29.83870968],0
r1,1,0.604389,0.268427,[ 9 16] ; [11 26],[ 8.06451613 16.93548387] ; [11.93548387 25.06451613],0
s1,1,0.61113,0.258533,[ 3 22] ; [ 3 34],[ 2.41935484 22.58064516] ; [ 3.58064516 33.41935484],0
a7,1,0.627528,0.235428,[11 14] ; [14 23],[10.08064516 14.91935484] ; [14.91935484 22.08064516],0
v3,1,0.629722,0.232438,[ 6 19] ; [ 7 30],[ 5.24193548 19.75806452] ; [ 7.75806452 29.24193548],0
d3,1,0.639837,0.218955,[13 12] ; [17 20],[12.09677419 12.90322581] ; [17.90322581 19.09677419],0
p3,1,0.647877,0.208587,[ 5 20] ; [ 9 27],[ 5.73770492 19.26229508] ; [ 8.26229508 27.73770492],0
p5,1,0.725315,0.123457,[ 2 22] ; [ 4 32],[ 2.4 21.6] ; [ 3.6 32.4],0
n2,1,0.773753,0.082639,[7 7] ; [ 9 11],[6.58823529 7.41176471] ; [ 9.41176471 10.58823529],0
p12,1,0.776712,0.080432,[ 1 24] ; [ 1 36],[ 0.80645161 24.19354839] ; [ 1.19354839 35.80645161],0
u1,1,0.800286,0.063998,[ 1 24] ; [ 2 35],[ 1.20967742 23.79032258] ; [ 1.79032258 35.20967742],0
a2,1,0.861562,0.03041,[ 3 22] ; [ 5 32],[ 3.22580645 21.77419355] ; [ 4.77419355 32.22580645],0
n3,1,0.867686,0.027755,[6 8] ; [ 8 12],[5.76470588 8.23529412] ; [ 8.23529412 11.76470588],0
b5,1,0.873662,0.025284,[12 13] ; [17 20],[11.69354839 13.30645161] ; [17.30645161 19.69354839],0
s8,1,0.8846,0.021066,[ 3 22] ; [ 4 33],[ 2.82258065 22.17741935] ; [ 4.17741935 32.82258065],0
