Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.00033,12.89099,[6 2] ; [ 1 16],[2.24 5.76] ; [ 4.76 12.24],1
n3,1,0.60524,0.267165,[7 6] ; [ 8 10],[6.29032258 6.70967742] ; [8.70967742 9.29032258],0
b4,1,0.621096,0.24433,[13 11] ; [23 15],[13.93548387 10.06451613] ; [22.06451613 15.93548387],0
b1,1,0.625892,0.237673,[16  8] ; [23 15],[15.09677419  8.90322581] ; [23.90322581 14.09677419],0
s4,1,0.67027,0.181287,[ 4 20] ; [ 8 30],[ 4.64516129 19.35483871] ; [ 7.35483871 30.64516129],0
b5,1,0.6858,0.163669,[12 12] ; [17 21],[11.22580645 12.77419355] ; [17.77419355 20.22580645],0
u2,1,0.68591,0.163549,[3 5] ; [ 5 12],[2.56 5.44] ; [ 5.44 11.56],0
p9,1,0.726347,0.122493,[10 13] ; [14 22],[ 9.3559322 13.6440678] ; [14.6440678 21.3559322],0
u1,1,0.738965,0.111038,[ 1 23] ; [ 1 37],[ 0.77419355 23.22580645] ; [ 1.22580645 36.77419355],0
p12,1,0.738965,0.111038,[ 1 23] ; [ 1 37],[ 0.77419355 23.22580645] ; [ 1.22580645 36.77419355],0
n1,1,0.739048,0.110965,[5 8] ; [ 8 10],[5.4516129 7.5483871] ; [ 7.5483871 10.4516129],0
s1,1,0.810959,0.057211,[ 3 21] ; [ 4 34],[ 2.70967742 21.29032258] ; [ 4.29032258 33.70967742],0
v2,1,0.854212,0.033763,[ 5 19] ; [ 7 30],[ 4.72131148 19.27868852] ; [ 7.27868852 29.72131148],0
p3,1,0.860436,0.030912,[ 6 18] ; [10 27],[ 6.29508197 17.70491803] ; [ 9.70491803 27.29508197],0
p6,1,0.908797,0.013123,[ 3 21] ; [ 5 32],[ 3.14754098 20.85245902] ; [ 4.85245902 32.14754098],0
d5,1,0.932655,0.007141,[13 11] ; [21 17],[13.16129032 10.83870968] ; [20.83870968 17.16129032],0
p5,1,0.93619,0.00641,[ 2 21] ; [ 3 34],[ 1.91666667 21.08333333] ; [ 3.08333333 33.91666667],0
v3,1,0.983516,0.000427,[ 5 19] ; [ 8 30],[ 5.03225806 18.96774194] ; [ 7.96774194 30.03225806],0
