Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000196,13.87179,[ 7 10] ; [81 17],[13.00869565  3.99130435] ; [74.99130435 23.00869565],1
d1,1,0.310294,1.029426,[8 9] ; [59 39],[9.90434783 7.09565217] ; [57.09565217 40.90434783],0
p6,1,0.321865,0.981353,[8 7] ; [39 59],[6.23893805 8.76106195] ; [40.76106195 57.23893805],0
v1,1,0.323002,0.976752,[ 7 10] ; [52 44],[8.87610619 8.12389381] ; [50.12389381 45.87610619],0
d2,1,0.325452,0.966909,[ 7 10] ; [53 45],[8.86956522 8.13043478] ; [51.13043478 46.86956522],0
p8,1,0.325519,0.966643,[12  5] ; [55 40],[10.16964286  6.83035714] ; [56.83035714 38.16964286],0
s3,1,0.356057,0.851752,[ 7 10] ; [29 68],[ 5.36842105 11.63157895] ; [30.63157895 66.36842105],0
b1,1,0.373774,0.791078,[ 5 12] ; [40 58],[ 6.65217391 10.34782609] ; [38.34782609 59.65217391],0
a3,1,0.401343,0.704299,[11  6] ; [73 25],[12.4173913  4.5826087] ; [71.5826087 26.4173913],0
a7,1,0.456693,0.553988,[11  6] ; [72 26],[12.26956522  4.73043478] ; [70.73043478 27.26956522],0
b4,1,0.468094,0.526472,[9 8] ; [61 37],[10.34782609  6.65217391] ; [59.65217391 38.34782609],0
v2,1,0.482727,0.492696,[8 9] ; [54 42],[9.32743363 7.67256637] ; [52.67256637 43.32743363],0
s6,1,0.511621,0.430751,[10  7] ; [65 32],[11.18421053  5.81578947] ; [63.81578947 33.18421053],0
p12,1,0.530094,0.39421,[ 2 15] ; [ 7 89],[ 1.3539823 15.6460177] ; [ 7.6460177 88.3539823],0
a6,1,0.548774,0.359519,[10  7] ; [65 33],[11.08695652  5.91304348] ; [63.91304348 34.08695652],0
b3,1,0.588196,0.293171,[4 7] ; [32 39],[4.82926829 6.17073171] ; [31.17073171 39.82926829],0
b2,1,0.588196,0.293171,[4 7] ; [32 39],[4.82926829 6.17073171] ; [31.17073171 39.82926829],0
p2,1,0.61741,0.249525,[13  4] ; [80 18],[13.74782609  3.25217391] ; [79.25217391 18.74782609],0
p11,1,0.632748,0.228353,[15  2] ; [82 16],[14.33913043  2.66086957] ; [82.66086957 15.33913043],0
u3,1,0.655758,0.198718,[3 3] ; [15 10],[3.48387097 2.51612903] ; [14.51612903 10.48387097],0
n2,1,0.760188,0.093168,[5 2] ; [15  8],[4.66666667 2.33333333] ; [15.33333333  7.66666667],0
u2,1,0.796052,0.066801,[4 2] ; [18  7],[4.25806452 1.74193548] ; [17.74193548  7.25806452],0
s4,1,0.84594,0.037753,[ 2 15] ; [10 88],[ 1.77391304 15.22608696] ; [10.22608696 87.77391304],0
s7,1,0.875769,0.024441,[9 7] ; [56 40],[9.28571429 6.71428571] ; [55.71428571 40.28571429],0
n6,1,0.892344,0.018317,[14  3] ; [82 16],[14.19130435  2.80869565] ; [81.80869565 16.19130435],0
p5,1,0.892344,0.018317,[ 3 14] ; [16 82],[ 2.80869565 14.19130435] ; [16.19130435 81.80869565],0
r3,1,0.893753,0.017837,[16  1] ; [93  5],[16.11304348  0.88695652] ; [92.88695652  5.11304348],0
v3,1,0.925552,0.008731,[8 9] ; [44 52],[7.82300885 9.17699115] ; [44.17699115 51.82300885],0
p3,1,0.945305,0.004706,[9 8] ; [51 47],[8.86956522 8.13043478] ; [51.13043478 46.86956522],0
n1,1,0.946969,0.004424,[2 4] ; [ 8 15],[2.06896552 3.93103448] ; [ 7.93103448 15.06896552],0
p7,1,0.947375,0.004357,[12  5] ; [67 29],[11.88495575  5.11504425] ; [67.11504425 28.88495575],0
p4,1,0.977754,0.000778,[10  7] ; [58 40],[10.05217391  6.94782609] ; [57.94782609 40.05217391],0
