Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,27.571665,[47  1] ; [20 20],[36.54545455 11.45454545] ; [30.45454545  9.54545455],1
r1,1,0.322748,0.977778,[38 10] ; [28 12],[36. 12.] ; [30. 10.],0
v4,1,0.382031,0.764157,[44  5] ; [37  2],[45.10227273  3.89772727] ; [35.89772727  3.10227273],0
p7,1,0.406241,0.689775,[27 19] ; [25 12],[28.81927711 17.18072289] ; [23.18072289 13.81927711],0
p12,1,0.427863,0.628617,[ 1 48] ; [ 2 37],[ 1.67045455 47.32954545] ; [ 1.32954545 37.67045455],0
r4,1,0.447494,0.576991,[40  9] ; [30 10],[38.53932584 10.46067416] ; [31.46067416  8.53932584],0
b1,1,0.449263,0.57251,[23 26] ; [22 18],[24.7752809 24.2247191] ; [20.2247191 19.7752809],0
r3,1,0.467327,0.52829,[47  2] ; [36  3],[46.21590909  2.78409091] ; [36.78409091  2.21590909],0
s5,1,0.5687,0.324862,[16 30] ; [11 27],[14.78571429 31.21428571] ; [12.21428571 25.78571429],0
a6,1,0.590392,0.289733,[31 17] ; [28 12],[32.18181818 15.81818182] ; [26.81818182 13.18181818],0
p3,1,0.642155,0.215935,[22 27] ; [16 24],[20.92134831 28.07865169] ; [17.07865169 22.92134831],0
n1,1,0.647434,0.20915,[ 7 10] ; [ 5 10],[ 6.375 10.625] ; [5.625 9.375],0
u3,1,0.662597,0.190385,[10  3] ; [14  6],[9.45454545 3.54545455] ; [14.54545455  5.45454545],0
v3,1,0.665165,0.18731,[12 31] ; [ 9 29],[11.14814815 31.85185185] ; [ 9.85185185 28.14814815],0
p9,1,0.675916,0.17476,[38 11] ; [28 10],[37.17241379 11.82758621] ; [28.82758621  9.17241379],0
s7,1,0.713949,0.134364,[23 24] ; [18 22],[22.14942529 24.85057471] ; [18.85057471 21.14942529],0
s3,1,0.735652,0.113985,[34 14] ; [27 13],[33.27272727 14.72727273] ; [27.72727273 12.27272727],0
n2,1,0.737342,0.112476,[14  3] ; [13  2],[14.34375  2.65625] ; [12.65625  2.34375],0
n4,1,0.741073,0.109186,[24 25] ; [21 19],[24.7752809 24.2247191] ; [20.2247191 19.7752809],0
p2,1,0.779119,0.078662,[38 11] ; [32  8],[38.53932584 10.46067416] ; [31.46067416  8.53932584],0
p11,1,0.783761,0.075307,[32 17] ; [25 15],[31.38202247 17.61797753] ; [25.61797753 14.38202247],0
n3,1,0.811235,0.057041,[12  5] ; [10  5],[11.6875  5.3125] ; [10.3125  4.6875],0
v1,1,0.828516,0.046918,[24 23] ; [19 20],[23.5 23.5] ; [19.5 19.5],0
s4,1,0.995423,3.3e-05,[11 38] ; [ 9 31],[11.01123596 37.98876404] ; [ 8.98876404 31.01123596],0
