Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000239,13.49483,[ 19 152] ; [34 88],[ 30.93174061 140.06825939] ; [22.06825939 99.93174061],1
v4,1,0.589574,0.29101,[162  11] ; [117   6],[163.06418919   9.93581081] ; [115.93581081   7.06418919],0
s4,1,0.625457,0.238272,[ 36 134] ; [29 94],[ 37.71331058 132.28668942] ; [27.28668942 95.71331058],0
r3,1,0.629166,0.233193,[158  14] ; [111  12],[156.84067797  15.15932203] ; [112.15932203  10.84067797],0
d3,1,0.700799,0.147642,[114  57] ; [80 44],[112.45423729  58.54576271] ; [81.54576271 42.45423729],0
n6,1,0.716649,0.131726,[145  28] ; [105  18],[146.11486486  26.88513514] ; [103.88513514  19.11486486],0
p1,1,0.723571,0.125097,[ 16 157] ; [ 13 111],[ 16.89225589 156.10774411] ; [ 12.10774411 111.89225589],0
d4,1,0.734052,0.115424,[135  38] ; [98 25],[136.17905405  36.82094595] ; [96.82094595 26.17905405],0
a8,1,0.75113,0.100584,[ 18 145] ; [ 14 100],[ 18.83032491 144.16967509] ; [ 13.16967509 100.83032491],0
u2,1,0.779938,0.078064,[39 26] ; [22 13],[39.65 25.35] ; [21.35 13.65],0
p11,1,0.815873,0.054222,[140  33] ; [99 25],[139.21548822  33.78451178] ; [99.78451178 24.21548822],0
s1,1,0.828413,0.046975,[  8 165] ; [  5 117],[  7.62372881 165.37627119] ; [  5.37627119 116.62372881],0
p2,1,0.927494,0.008281,[149  23] ; [107  16],[149.26101695  22.73898305] ; [106.73898305  16.26101695],0
b4,1,0.947789,0.004288,[97 76] ; [70 54],[97.27609428 75.72390572] ; [69.72390572 54.27609428],0
