Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6.8e-05,15.864747,[25 57] ; [14  3],[32.3030303 49.6969697] ; [ 6.6969697 10.3030303],1
p12,1,0.213628,1.546669,[ 1 81] ; [ 1 16],[ 1.65656566 80.34343434] ; [ 0.34343434 16.65656566],0
p3,1,0.242677,1.364978,[18 64] ; [ 6 11],[19.87878788 62.12121212] ; [ 4.12121212 12.87878788],0
u2,1,0.259286,1.272563,[15 17] ; [1 4],[13.83783784 18.16216216] ; [2.16216216 2.83783784],0
b1,1,0.26913,1.221178,[41 41] ; [11  6],[43.07070707 38.92929293] ; [8.92929293 8.07070707],0
v3,1,0.279908,1.167535,[18 61] ; [ 6 11],[19.75 59.25] ; [ 4.25 12.75],0
a4,1,0.280383,1.165233,[31 49] ; [9 8],[32.98969072 47.01030928] ; [7.01030928 9.98969072],0
d4,1,0.330324,0.947629,[52 29] ; [13  4],[53.7244898 27.2755102] ; [11.2755102  5.7244898],0
p10,1,0.331709,0.942214,[30 51] ; [8 8],[31.73195876 49.26804124] ; [6.26804124 9.73195876],0
d3,1,0.423522,0.640523,[39 42] ; [10  7],[40.5 40.5] ; [8.5 8.5],0
r2,1,0.427659,0.629172,[64 16] ; [15  2],[65.15463918 14.84536082] ; [13.84536082  3.15463918],0
p11,1,0.438537,0.600108,[35 47] ; [9 8],[36.44444444 45.55555556] ; [7.55555556 9.44444444],0
p8,1,0.459006,0.548318,[13 68] ; [ 4 13],[14.05102041 66.94897959] ; [ 2.94897959 14.05102041],0
b2,1,0.485667,0.486111,[23 37] ; [5 5],[24. 36.] ; [4. 6.],0
b3,1,0.485667,0.486111,[23 37] ; [5 5],[24. 36.] ; [4. 6.],0
u3,1,0.497727,0.459779,[14 18] ; [3 2],[14.7027027 17.2972973] ; [2.2972973 2.7027027],0
p7,1,0.501544,0.451668,[20 59] ; [ 3 14],[18.92708333 60.07291667] ; [ 4.07291667 12.92708333],0
a3,1,0.528278,0.397703,[50 30] ; [12  5],[51.13402062 28.86597938] ; [10.86597938  6.13402062],0
a8,1,0.604156,0.268773,[ 8 73] ; [ 1 16],[ 7.43877551 73.56122449] ; [ 1.56122449 15.43877551],0
d5,1,0.610364,0.259645,[47 34] ; [11  6],[47.93877551 33.06122449] ; [10.06122449  6.93877551],0
p9,1,0.676363,0.174249,[35 44] ; [8 8],[35.75789474 43.24210526] ; [7.24210526 8.75789474],0
b4,1,0.6971,0.151506,[44 38] ; [10  7],[44.72727273 37.27272727] ; [9.27272727 7.72727273],0
n4,1,0.721767,0.126806,[52 30] ; [10  7],[51.35353535 30.64646465] ; [10.64646465  6.35353535],0
d1,1,0.740437,0.109743,[35 47] ; [8 9],[35.61616162 46.38383838] ; [7.38383838 9.61616162],0
n5,1,0.7984,0.065238,[55 26] ; [11  6],[54.55102041 26.44897959] ; [11.44897959  5.55102041],0
a1,1,0.802494,0.06256,[ 8 74] ; [ 2 15],[ 8.28282828 73.71717172] ; [ 1.71717172 15.28282828],0
a6,1,0.80502,0.060938,[45 36] ; [10  7],[45.45918367 35.54081633] ; [9.54081633 7.45918367],0
u1,1,0.854552,0.033604,[11 71] ; [ 2 15],[10.76767677 71.23232323] ; [ 2.23232323 14.76767677],0
a2,1,0.858942,0.031585,[16 66] ; [ 3 14],[15.73737374 66.26262626] ; [ 3.26262626 13.73737374],0
a7,1,0.88395,0.021306,[45 37] ; [9 8],[44.72727273 37.27272727] ; [9.27272727 7.72727273],0
n1,1,0.899628,0.015909,[19 17] ; [3 3],[18.85714286 17.14285714] ; [3.14285714 2.85714286],0
n3,1,0.98321,0.000443,[19 14] ; [4 3],[18.975 14.025] ; [4.025 2.975],0
