Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,5e-05,16.440761,[38 29] ; [ 75 175],[23.88328076 43.11671924] ; [ 89.11671924 160.88328076],1
a3,1,0.437045,0.60403,[46 22] ; [184  70],[48.57142857 19.42857143] ; [181.42857143  72.57142857],0
a8,1,0.447432,0.57715,[ 8 57] ; [ 21 209],[ 6.38983051 58.61016949] ; [ 22.61016949 207.38983051],0
p12,1,0.462807,0.539098,[ 5 62] ; [ 13 240],[ 3.76875 63.23125] ; [ 14.23125 238.76875],0
u2,1,0.544598,0.367085,[12 10] ; [33 37],[10.76086957 11.23913043] ; [34.23913043 35.76086957],0
u3,1,0.57092,0.321146,[13  9] ; [36 33],[11.84615385 10.15384615] ; [37.15384615 31.84615385],0
s1,1,0.59635,0.280537,[ 2 63] ; [  5 246],[ 1.43987342 63.56012658] ; [  5.56012658 245.43987342],0
u4,1,0.602496,0.271247,[ 1 67] ; [  2 252],[ 0.63354037 67.36645963] ; [  2.36645963 251.63354037],0
n2,1,0.607478,0.263863,[9 5] ; [47 19],[9.8 4.2] ; [46.2 19.8],0
b5,1,0.607719,0.263509,[39 29] ; [155 100],[40.84210526 27.15789474] ; [153.15789474 101.84210526],0
s4,1,0.623178,0.241426,[10 58] ; [ 31 218],[ 8.79495268 59.20504732] ; [ 32.20504732 216.79495268],0
u1,1,0.636364,0.223529,[12 56] ; [ 39 216],[10.73684211 57.26315789] ; [ 40.26315789 214.73684211],0
a4,1,0.645807,0.211228,[32 36] ; [127 126],[33.68224299 34.31775701] ; [125.31775701 127.68224299],0
a7,1,0.676067,0.174587,[50 18] ; [193  61],[51.31677019 16.68322981] ; [191.68322981  62.31677019],0
n6,1,0.698407,0.150134,[52 16] ; [199  54],[53.17133956 14.82866044] ; [197.82866044  55.17133956],0
n5,1,0.788825,0.071736,[48 19] ; [177  76],[47.109375 19.890625] ; [177.890625  75.109375],0
v2,1,0.869169,0.027131,[35 30] ; [127 114],[34.41176471 30.58823529] ; [127.58823529 113.41176471],0
a2,1,0.921733,0.009653,[18 50] ; [ 66 189],[17.68421053 50.31578947] ; [ 66.31578947 188.68421053],0
d3,1,0.962719,0.002185,[47 21] ; [177  78],[47.15789474 20.84210526] ; [176.84210526  78.15789474],0
n1,1,0.972782,0.001164,[4 9] ; [20 44],[4.05194805 8.94805195] ; [19.94805195 44.05194805],0
