Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.550885,[ 1 13] ; [59 19],[9.13043478 4.86956522] ; [50.86956522 27.13043478],1
s6,1,0.485332,0.486858,[10  3] ; [61 11],[10.85882353  2.14117647] ; [60.14117647 11.85882353],0
n1,1,0.527089,0.4,[2 1] ; [7 8],[1.5 1.5] ; [7.5 7.5],0
s3,1,0.534545,0.385743,[8 6] ; [50 26],[9.02222222 4.97777778] ; [48.97777778 27.02222222],0
r1,1,0.646427,0.210435,[12  2] ; [62 15],[11.38461538  2.61538462] ; [62.61538462 14.38461538],0
n4,1,0.655602,0.19891,[12  2] ; [70  8],[12.47826087  1.52173913] ; [69.52173913  8.47826087],0
r4,1,0.718041,0.130377,[13  1] ; [70  8],[12.63043478  1.36956522] ; [70.36956522  7.63043478],0
v2,1,0.723568,0.1251,[8 6] ; [46 28],[8.59090909 5.40909091] ; [45.40909091 28.59090909],0
s5,1,0.771812,0.084103,[8 5] ; [46 24],[8.45783133 4.54216867] ; [45.54216867 24.45783133],0
r3,1,0.777826,0.079611,[13  1] ; [72  4],[13.22222222  0.77777778] ; [71.77777778  4.22222222],0
r2,1,0.812827,0.056065,[13  1] ; [70  7],[12.76923077  1.23076923] ; [70.23076923  6.76923077],0
n2,1,0.813945,0.055385,[2 1] ; [11  4],[2.16666667 0.83333333] ; [10.83333333  4.16666667],0
p7,1,0.901404,0.015348,[12  2] ; [65 12],[11.84615385  2.15384615] ; [65.15384615 11.84615385],0
b2,1,0.907309,0.013557,[5 6] ; [27 30],[5.17647059 5.82352941] ; [26.82352941 30.17647059],0
b3,1,0.907309,0.013557,[5 6] ; [27 30],[5.17647059 5.82352941] ; [26.82352941 30.17647059],0
s1,1,0.91858,0.010449,[ 1 13] ; [ 5 73],[ 0.91304348 13.08695652] ; [ 5.08695652 72.91304348],0
n6,1,0.928241,0.008111,[13  1] ; [72  5],[13.07692308  0.92307692] ; [71.92307692  5.07692308],0
n5,1,0.943082,0.005097,[13  1] ; [72  6],[12.93478261  1.06521739] ; [72.06521739  5.93478261],0
b4,1,0.959394,0.002592,[8 6] ; [44 34],[7.91304348 6.08695652] ; [44.08695652 33.91304348],0
s4,1,0.970446,0.001373,[ 2 12] ; [11 64],[ 2.04494382 11.95505618] ; [10.95505618 64.04494382],0
p12,1,0.97764,0.000786,[ 4 10] ; [22 56],[ 3.95652174 10.04347826] ; [22.04347826 55.95652174],0
