Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.848027,[68  2] ; [6 5],[63.95061728  6.04938272] ; [10.04938272  0.95061728],1
n2,1,0.759209,0.093954,[15  5] ; [2 1],[14.7826087  5.2173913] ; [2.2173913 0.7826087],0
p6,1,0.767515,0.087395,[16 53] ; [3 8],[16.3875 52.6125] ; [2.6125 8.3875],0
p11,1,0.779237,0.078575,[35 35] ; [6 5],[35.43209877 34.56790123] ; [5.56790123 5.43209877],0
d2,1,0.779237,0.078575,[35 35] ; [5 6],[34.56790123 35.43209877] ; [5.43209877 5.56790123],0
p1,1,0.818604,0.052597,[ 5 65] ; [ 1 10],[ 5.18518519 64.81481481] ; [ 0.81481481 10.18518519],0
a1,1,0.818604,0.052597,[ 5 65] ; [ 1 10],[ 5.18518519 64.81481481] ; [ 0.81481481 10.18518519],0
p5,1,0.818604,0.052597,[ 5 65] ; [ 1 10],[ 5.18518519 64.81481481] ; [ 0.81481481 10.18518519],0
s1,1,0.829218,0.046529,[ 5 64] ; [ 1 10],[ 5.175 63.825] ; [ 0.825 10.175],0
p7,1,0.849804,0.03586,[35 33] ; [6 5],[35.29113924 32.70886076] ; [5.70886076 5.29113924],0
n1,1,0.906537,0.013784,[ 7 12] ; [1 2],[ 6.90909091 12.09090909] ; [1.09090909 1.90909091],0
v3,1,0.933195,0.007027,[26 43] ; [4 7],[25.875 43.125] ; [4.125 6.875],0
p3,1,0.960321,0.002475,[26 44] ; [4 7],[25.92592593 44.07407407] ; [4.07407407 6.92592593],0
b5,1,0.96669,0.001744,[45 25] ; [7 4],[44.9382716 25.0617284] ; [7.0617284 3.9382716],0
