Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000123,14.74359,[40 10] ; [29 36],[30. 20.] ; [39. 26.],1
p12,1,0.432616,0.615789,[ 2 50] ; [ 1 64],[ 1.33333333 50.66666667] ; [ 1.66666667 63.33333333],0
r2,1,0.433408,0.613673,[43  8] ; [58  7],[44.40517241  6.59482759] ; [56.59482759  8.40517241],0
r4,1,0.467763,0.527256,[43  9] ; [51 15],[41.42372881 10.57627119] ; [52.57627119 13.42372881],0
v3,1,0.470515,0.520765,[14 35] ; [14 48],[12.36036036 36.63963964] ; [15.63963964 46.36036036],0
n4,1,0.512334,0.429297,[26 26] ; [37 29],[27.76271186 24.23728814] ; [35.23728814 30.76271186],0
b5,1,0.523884,0.40624,[36 16] ; [42 24],[34.37288136 17.62711864] ; [43.62711864 22.37288136],0
d1,1,0.539957,0.37562,[25 27] ; [28 38],[23.3559322 28.6440678] ; [29.6440678 36.3559322],0
d2,1,0.559091,0.341281,[17 35] ; [25 41],[18.50847458 33.49152542] ; [23.49152542 42.50847458],0
n3,1,0.580926,0.304741,[8 2] ; [17  7],[7.35294118 2.64705882] ; [17.64705882  6.35294118],0
b3,1,0.669064,0.182699,[ 8 24] ; [ 7 27],[ 7.27272727 24.72727273] ; [ 7.72727273 26.27272727],0
b2,1,0.669064,0.182699,[ 8 24] ; [ 7 27],[ 7.27272727 24.72727273] ; [ 7.72727273 26.27272727],0
v4,1,0.686079,0.163363,[48  3] ; [59  5],[47.45217391  3.54782609] ; [59.54782609  4.45217391],0
a6,1,0.687329,0.161992,[38 14] ; [46 20],[37.01694915 14.98305085] ; [46.98305085 19.01694915],0
s1,1,0.70698,0.141312,[ 1 50] ; [ 2 63],[ 1.31896552 49.68103448] ; [ 1.68103448 63.31896552],0
p5,1,0.763855,0.090253,[ 3 49] ; [ 3 63],[ 2.6440678 49.3559322] ; [ 3.3559322 62.6440678],0
a5,1,0.787445,0.0727,[32 20] ; [39 27],[31.28813559 20.71186441] ; [39.71186441 26.28813559],0
b1,1,0.801235,0.063377,[28 24] ; [34 32],[27.3220339 24.6779661] ; [34.6779661 31.3220339],0
s2,1,0.813566,0.055615,[19 32] ; [26 40],[19.61538462 31.38461538] ; [25.38461538 40.61538462],0
u2,1,0.815032,0.054728,[16  7] ; [16  6],[16.35555556  6.64444444] ; [15.64444444  6.35555556],0
u3,1,0.832988,0.044466,[15  7] ; [15  8],[14.66666667  7.33333333] ; [15.33333333  7.66666667],0
s4,1,0.884512,0.021098,[10 42] ; [12 54],[ 9.69491525 42.30508475] ; [12.30508475 53.69491525],0
d3,1,0.895333,0.017308,[35 17] ; [43 22],[34.66666667 17.33333333] ; [43.33333333 21.66666667],0
n5,1,0.933393,0.006985,[22 30] ; [28 37],[22.22222222 29.77777778] ; [27.77777778 37.22222222],0
s3,1,0.945929,0.0046,[27 24] ; [34 31],[26.81896552 24.18103448] ; [34.18103448 30.81896552],0
a7,1,0.956453,0.002982,[36 16] ; [46 20],[36.13559322 15.86440678] ; [45.86440678 20.13559322],0
a2,1,0.972108,0.001222,[ 8 44] ; [10 56],[ 7.93220339 44.06779661] ; [10.06779661 55.93220339],0
