Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-06,21.669136,[23 19] ; [ 54 204],[10.78 31.22] ; [ 66.22 191.78],1
d5,1,0.439263,0.598207,[35  7] ; [203  57],[33.09933775  8.90066225] ; [204.90066225  55.09933775],0
v1,1,0.440576,0.594781,[25 17] ; [136 120],[22.69127517 19.30872483] ; [138.30872483 117.69127517],0
r4,1,0.444206,0.585395,[36  6] ; [210  50],[34.21192053  7.78807947] ; [211.78807947  48.21192053],0
a4,1,0.453434,0.562054,[21 21] ; [113 145],[18.76 23.24] ; [115.24 142.76],0
s5,1,0.518475,0.416926,[11 30] ; [ 57 199],[ 9.38720539 31.61279461] ; [ 58.61279461 197.38720539],0
a2,1,0.57814,0.309251,[11 31] ; [ 58 202],[ 9.59602649 32.40397351] ; [ 59.40397351 200.59602649],0
v4,1,0.608212,0.262787,[39  3] ; [235  25],[38.10596026  3.89403974] ; [235.89403974  24.10596026],0
d2,1,0.622599,0.242232,[21 21] ; [118 139],[19.52508361 22.47491639] ; [119.47491639 137.52508361],0
n2,1,0.633738,0.227026,[9 3] ; [47 22],[8.2962963 3.7037037] ; [47.7037037 21.2962963],0
s4,1,0.646527,0.210306,[ 5 35] ; [ 26 231],[ 4.17508418 35.82491582] ; [ 26.82491582 230.17508418],0
a6,1,0.700911,0.147525,[28 14] ; [181  79],[29.06622517 12.93377483] ; [179.93377483  80.06622517],0
a1,1,0.727172,0.121724,[ 3 39] ; [ 15 245],[ 2.50331126 39.49668874] ; [ 15.49668874 244.50331126],0
r2,1,0.735725,0.11392,[38  4] ; [228  29],[37.36454849  4.63545151] ; [228.63545151  28.36454849],0
u3,1,0.737616,0.112233,[4 6] ; [41 49],[4.5 5.5] ; [40.5 49.5],0
p4,1,0.74169,0.108647,[25 17] ; [146 111],[24.02006689 17.97993311] ; [146.97993311 110.02006689],0
r1,1,0.793566,0.068478,[30 12] ; [190  69],[30.69767442 11.30232558] ; [189.30232558  69.69767442],0
p9,1,0.812759,0.056106,[35  7] ; [207  46],[34.45423729  7.54576271] ; [207.54576271  45.45423729],0
a8,1,0.825677,0.04851,[ 5 32] ; [ 28 201],[ 4.59022556 32.40977444] ; [ 28.40977444 200.59022556],0
b4,1,0.939965,0.005672,[23 19] ; [144 116],[23.22516556 18.77483444] ; [143.77483444 116.22516556],0
u2,1,0.945691,0.00464,[5 5] ; [45 43],[5.10204082 4.89795918] ; [44.89795918 43.10204082],0
a5,1,0.996001,2.5e-05,[31 11] ; [192  68],[31.01324503 10.98675497] ; [191.98675497  68.01324503],0
