Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.012529,6.23438,[19  8] ; [ 5 11],[15.06976744 11.93023256] ; [8.93023256 7.06976744],0
d2,1,0.404921,0.693663,[10 17] ; [8 8],[11.30232558 15.69767442] ; [6.69767442 9.30232558],0
u3,1,0.445009,0.583333,[6 6] ; [3 6],[5.14285714 6.85714286] ; [3.85714286 5.14285714],0
a3,1,0.454107,0.560381,[15 12] ; [7 9],[13.81395349 13.18604651] ; [8.18604651 7.81395349],0
s6,1,0.454107,0.560381,[12 15] ; [9 7],[13.18604651 13.81395349] ; [7.81395349 8.18604651],0
v1,1,0.533712,0.387319,[11 16] ; [ 5 11],[10.04651163 16.95348837] ; [ 5.95348837 10.04651163],0
n5,1,0.533712,0.387319,[16 11] ; [11  5],[16.95348837 10.04651163] ; [10.04651163  5.95348837],0
p6,1,0.558526,0.342263,[ 6 20] ; [ 5 11],[ 6.80952381 19.19047619] ; [ 4.19047619 11.80952381],0
p2,1,0.565206,0.330769,[18  9] ; [12  4],[18.8372093  8.1627907] ; [11.1627907  4.8372093],0
v3,1,0.594474,0.283411,[ 8 19] ; [ 6 10],[ 8.79069767 18.20930233] ; [ 5.20930233 10.79069767],0
r4,1,0.594474,0.283411,[ 8 19] ; [ 6 10],[ 8.79069767 18.20930233] ; [ 5.20930233 10.79069767],0
p11,1,0.594474,0.283411,[19  8] ; [10  6],[18.20930233  8.79069767] ; [10.79069767  5.20930233],0
p12,1,0.595796,0.281384,[ 3 24] ; [ 1 15],[ 2.51162791 24.48837209] ; [ 1.48837209 14.51162791],0
s7,1,0.623627,0.240803,[ 7 16] ; [5 8],[ 7.66666667 15.33333333] ; [4.33333333 8.66666667],0
p10,1,0.626689,0.236578,[15 11] ; [8 8],[14.23809524 11.76190476] ; [8.76190476 7.23809524],0
p4,1,0.655469,0.199074,[15 12] ; [10  6],[15.69767442 11.30232558] ; [9.30232558 6.69767442],0
u2,1,0.675706,0.175,[9 3] ; [6 3],[8.57142857 3.42857143] ; [6.42857143 2.57142857],0
b3,1,0.684498,0.165106,[ 5 11] ; [5 8],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
b2,1,0.684498,0.165106,[ 5 11] ; [5 8],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
s1,1,0.701537,0.146878,[ 1 26] ; [ 1 15],[ 1.25581395 25.74418605] ; [ 0.74418605 15.25581395],0
n2,1,0.714393,0.133929,[5 5] ; [3 2],[5.33333333 4.66666667] ; [2.66666667 2.33333333],0
d4,1,0.735466,0.114152,[23  4] ; [13  3],[22.60465116  4.39534884] ; [13.39534884  2.60465116],0
s4,1,0.735466,0.114152,[ 4 23] ; [ 3 13],[ 4.39534884 22.60465116] ; [ 2.60465116 13.39534884],0
d1,1,0.779868,0.078115,[13 14] ; [7 9],[12.55813953 14.44186047] ; [7.44186047 8.55813953],0
n6,1,0.781702,0.076786,[18  9] ; [10  6],[17.58139535  9.41860465] ; [10.41860465  5.58139535],0
r1,1,0.84669,0.037382,[11 16] ; [7 9],[11.30232558 15.69767442] ; [6.69767442 9.30232558],0
b4,1,0.84669,0.037382,[16 11] ; [9 7],[15.69767442 11.30232558] ; [9.30232558 6.69767442],0
v4,1,0.887933,0.019858,[18  9] ; [11  5],[18.20930233  8.79069767] ; [10.79069767  5.20930233],0
r3,1,0.946372,0.004524,[20  7] ; [12  4],[20.09302326  6.90697674] ; [11.90697674  4.09302326],0
s8,1,0.946372,0.004524,[ 7 20] ; [ 4 12],[ 6.90697674 20.09302326] ; [ 4.09302326 11.90697674],0
p8,1,0.975781,0.000922,[10 17] ; [ 6 10],[10.04651163 16.95348837] ; [ 5.95348837 10.04651163],0
n3,1,1.0,0.0,[6 4] ; [3 2],[6. 4.] ; [3. 2.],0
