Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,9e-06,19.670931,[ 7 83] ; [25 44],[18.11320755 71.88679245] ; [13.88679245 55.11320755],1
a4,1,0.610295,0.259745,[37 53] ; [26 44],[35.4375 54.5625] ; [27.5625 42.4375],0
s7,1,0.654581,0.200173,[18 67] ; [16 50],[19.13907285 65.86092715] ; [14.86092715 51.13907285],0
r1,1,0.677173,0.173325,[53 39] ; [42 27],[54.28571429 37.71428571] ; [40.71428571 28.28571429],0
d3,1,0.710851,0.137429,[55 37] ; [42 25],[56.12578616 35.87421384] ; [40.87421384 26.12578616],0
s5,1,0.770567,0.08505,[15 73] ; [13 56],[15.69426752 72.30573248] ; [12.30573248 56.69426752],0
d2,1,0.793746,0.068356,[39 52] ; [31 38],[39.8125 51.1875] ; [30.1875 38.8125],0
n1,1,0.801495,0.063209,[15 28] ; [ 8 13],[15.453125 27.546875] ; [ 7.546875 13.453125],0
b1,1,0.823244,0.049896,[47 45] ; [37 33],[47.7037037 44.2962963] ; [36.2962963 33.7037037],0
n4,1,0.902111,0.015128,[53 39] ; [41 29],[53.38271605 38.61728395] ; [40.61728395 29.38271605],0
d5,1,0.911191,0.01244,[63 29] ; [46 22],[62.675 29.325] ; [46.325 21.675],0
d1,1,0.936989,0.00625,[40 52] ; [30 40],[39.75308642 52.24691358] ; [30.24691358 39.75308642],0
v3,1,0.962491,0.002212,[23 65] ; [18 50],[23.12820513 64.87179487] ; [17.87179487 50.12820513],0
u1,1,0.977762,0.000777,[ 8 84] ; [ 6 64],[ 7.95061728 84.04938272] ; [ 6.04938272 63.95061728],0
a5,1,0.987311,0.000253,[54 38] ; [41 29],[53.95061728 38.04938272] ; [41.04938272 28.95061728],0
s4,1,0.987935,0.000229,[17 75] ; [13 57],[17.03703704 74.96296296] ; [12.96296296 57.03703704],0
a2,1,0.987935,0.000229,[17 75] ; [13 57],[17.03703704 74.96296296] ; [12.96296296 57.03703704],0
a3,1,0.993404,6.8e-05,[53 37] ; [40 28],[52.97468354 37.02531646] ; [40.02531646 27.97468354],0
a7,1,1.0,0.0,[60 32] ; [45 24],[60. 32.] ; [45. 24.],0
