Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,23.147432,[ 5 27] ; [65 36],[16.84210526 15.15789474] ; [53.15789474 47.84210526],1
p6,1,0.480165,0.498489,[ 5 26] ; [22 78],[ 6.38931298 24.61068702] ; [20.61068702 79.38931298],0
d3,1,0.490002,0.476521,[12 20] ; [44 55],[13.67938931 18.32061069] ; [42.32061069 56.67938931],0
a5,1,0.505939,0.442457,[14 18] ; [51 50],[15.63909774 16.36090226] ; [49.36090226 51.63909774],0
p8,1,0.521711,0.410509,[10 21] ; [39 62],[11.50757576 19.49242424] ; [37.49242424 63.50757576],0
a6,1,0.590073,0.290231,[16 16] ; [56 45],[17.32330827 14.67669173] ; [54.67669173 46.32330827],0
b5,1,0.605052,0.267443,[18 14] ; [62 39],[19.2481203 12.7518797] ; [60.7518797 40.2481203],0
n5,1,0.610702,0.259153,[19 13] ; [65 36],[20.21052632 11.78947368] ; [63.78947368 37.21052632],0
v3,1,0.630783,0.231,[ 4 28] ; [16 84],[ 4.84848485 27.15151515] ; [15.15151515 84.84848485],0
a1,1,0.633914,0.22679,[ 2 30] ; [ 9 92],[ 2.64661654 29.35338346] ; [ 8.35338346 92.64661654],0
p5,1,0.64496,0.212313,[ 2 29] ; [ 9 90],[ 2.62307692 28.37692308] ; [ 8.37692308 90.62307692],0
s3,1,0.652307,0.203004,[11 20] ; [40 60],[12.06870229 18.93129771] ; [38.93129771 61.06870229],0
d4,1,0.677276,0.173208,[18 14] ; [61 40],[19.0075188 12.9924812] ; [59.9924812 41.0075188],0
s8,1,0.713886,0.134427,[ 6 26] ; [22 79],[ 6.73684211 25.26315789] ; [21.26315789 79.73684211],0
s4,1,0.713886,0.134427,[ 6 26] ; [22 79],[ 6.73684211 25.26315789] ; [21.26315789 79.73684211],0
n3,1,0.723296,0.125356,[6 5] ; [20 13],[6.5 4.5] ; [19.5 13.5],0
p4,1,0.752072,0.099798,[14 18] ; [41 60],[13.23308271 18.76691729] ; [41.76691729 59.23308271],0
p3,1,0.816665,0.053748,[11 21] ; [37 64],[11.54887218 20.45112782] ; [36.45112782 64.54887218],0
s1,1,0.828596,0.046874,[ 1 31] ; [ 4 97],[ 1.20300752 30.79699248] ; [ 3.79699248 97.20300752],0
u1,1,0.828596,0.046874,[ 1 31] ; [ 4 97],[ 1.20300752 30.79699248] ; [ 3.79699248 97.20300752],0
s5,1,0.857916,0.032051,[ 6 26] ; [20 79],[ 6.35114504 25.64885496] ; [19.64885496 79.35114504],0
b4,1,0.895284,0.017324,[17 15] ; [55 46],[17.32330827 14.67669173] ; [54.67669173 46.32330827],0
p7,1,0.909694,0.012865,[14 18] ; [44 54],[14.27692308 17.72307692] ; [43.72307692 54.27692308],0
n1,1,1.0,0.0,[4 7] ; [12 21],[4. 7.] ; [12. 21.],0
