Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,2e-05,18.23369,[ 2 59] ; [14 26],[ 9.66336634 51.33663366] ; [ 6.33663366 33.66336634],1
b5,1,0.138771,2.191531,[26 37] ; [23 18],[29.68269231 33.31730769] ; [19.31730769 21.68269231],0
a8,1,0.141621,2.160261,[ 2 59] ; [ 4 34],[ 3.6969697 57.3030303] ; [ 2.3030303 35.6969697],0
d1,1,0.145695,2.116759,[29 34] ; [13 28],[25.44230769 37.55769231] ; [16.55769231 24.44230769],0
u2,1,0.147142,2.101632,[ 8 16] ; [12 10],[10.43478261 13.56521739] ; [ 9.56521739 12.43478261],0
d3,1,0.186607,1.744204,[36 27] ; [18 23],[32.71153846 30.28846154] ; [21.28846154 19.71153846],0
r2,1,0.251134,1.316982,[49 13] ; [36  5],[51.16504854 10.83495146] ; [33.83495146  7.16504854],0
s7,1,0.254375,1.299116,[ 8 49] ; [ 9 30],[10.09375 46.90625] ; [ 6.90625 32.09375],0
p1,1,0.259293,1.272526,[ 7 55] ; [ 2 39],[ 5.41747573 56.58252427] ; [ 3.58252427 37.41747573],0
d2,1,0.273604,1.198587,[26 35] ; [22 19],[28.70588235 32.29411765] ; [19.29411765 21.70588235],0
s8,1,0.300104,1.073734,[ 4 59] ; [ 5 36],[ 5.45192308 57.54807692] ; [ 3.54807692 37.45192308],0
s1,1,0.312298,1.020932,[ 4 58] ; [ 5 36],[ 5.41747573 56.58252427] ; [ 3.58252427 37.41747573],0
b2,1,0.319961,0.989104,[15 24] ; [ 6 17],[13.20967742 25.79032258] ; [ 7.79032258 15.20967742],0
b3,1,0.319961,0.989104,[15 24] ; [ 6 17],[13.20967742 25.79032258] ; [ 7.79032258 15.20967742],0
p10,1,0.350085,0.873149,[12 51] ; [11 30],[13.93269231 49.06730769] ; [ 9.06730769 31.93269231],0
a6,1,0.357534,0.846535,[41 22] ; [23 18],[38.76923077 24.23076923] ; [25.23076923 15.76923077],0
n2,1,0.358196,0.844208,[15 16] ; [10  6],[16.4893617 14.5106383] ; [8.5106383 7.4893617],0
a5,1,0.451066,0.567972,[37 26] ; [21 20],[35.13461538 27.86538462] ; [22.86538462 18.13461538],0
u3,1,0.474481,0.511522,[ 8 16] ; [10 13],[ 9.19148936 14.80851064] ; [ 8.80851064 14.19148936],0
b1,1,0.657156,0.196997,[31 32] ; [22 19],[32.10576923 30.89423077] ; [20.89423077 20.10576923],0
n5,1,0.657156,0.196997,[32 31] ; [19 22],[30.89423077 32.10576923] ; [20.10576923 20.89423077],0
a7,1,0.659,0.194741,[36 26] ; [22 19],[34.91262136 27.08737864] ; [23.08737864 17.91262136],0
s5,1,0.685501,0.163999,[ 6 56] ; [ 5 36],[ 6.62135922 55.37864078] ; [ 4.37864078 36.62135922],0
s4,1,0.695684,0.153,[ 6 57] ; [ 3 38],[ 5.45192308 57.54807692] ; [ 3.54807692 37.45192308],0
u1,1,0.695684,0.153,[ 6 57] ; [ 3 38],[ 5.45192308 57.54807692] ; [ 3.54807692 37.45192308],0
n1,1,0.766105,0.08849,[11 20] ; [6 9],[11.45652174 19.54347826] ; [5.54347826 9.45652174],0
p12,1,0.766144,0.08846,[ 1 61] ; [ 1 40],[ 1.2038835 60.7961165] ; [ 0.7961165 40.2038835],0
r1,1,0.86242,0.030031,[41 22] ; [26 15],[40.58653846 22.41346154] ; [26.41346154 14.58653846],0
v3,1,0.870792,0.026456,[14 46] ; [ 9 32],[13.66336634 46.33663366] ; [ 9.33663366 31.66336634],0
