Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.7e-05,18.535431,[31 18] ; [ 5 28],[21.51219512 27.48780488] ; [14.48780488 18.51219512],1
n1,1,0.668129,0.183799,[ 7 10] ; [4 8],[ 6.44827586 10.55172414] ; [4.55172414 7.44827586],0
b4,1,0.680526,0.169534,[31 18] ; [23 11],[31.87951807 17.12048193] ; [22.12048193 11.87951807],0
b2,1,0.744539,0.106178,[12 23] ; [ 6 14],[11.45454545 23.54545455] ; [ 6.54545455 13.45454545],0
b3,1,0.744539,0.106178,[12 23] ; [ 6 14],[11.45454545 23.54545455] ; [ 6.54545455 13.45454545],0
p12,1,0.758546,0.094489,[ 1 48] ; [ 1 31],[ 1.20987654 47.79012346] ; [ 0.79012346 31.20987654],0
a2,1,0.933818,0.006896,[14 35] ; [10 24],[14.1686747 34.8313253] ; [ 9.8313253 24.1686747],0
u1,1,0.957311,0.002865,[ 7 42] ; [ 5 29],[ 7.08433735 41.91566265] ; [ 4.91566265 29.08433735],0
n5,1,0.960341,0.002473,[19 30] ; [13 21],[18.89156627 30.10843373] ; [13.10843373 20.89156627],0
v3,1,0.983406,0.000433,[12 31] ; [ 9 23],[12.04 30.96] ; [ 8.96 23.04],0
a7,1,0.995139,3.7e-05,[36 13] ; [25  9],[36.01204819 12.98795181] ; [24.98795181  9.01204819],0
s1,1,1.0,0.0,[ 3 45] ; [ 2 30],[ 3. 45.] ; [ 2. 30.],0
