Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2e-06,22.841052,[76  6] ; [33 23],[64.76811594 17.23188406] ; [44.23188406 11.76811594],1
d1,1,0.396034,0.720335,[38 47] ; [21 35],[35.56737589 49.43262411] ; [23.43262411 32.56737589],0
b1,1,0.449161,0.572769,[40 45] ; [30 26],[42.19858156 42.80141844] ; [27.80141844 28.19858156],0
n4,1,0.492442,0.471187,[46 39] ; [27 29],[44.0070922 40.9929078] ; [28.9929078 27.0070922],0
s2,1,0.510816,0.432395,[30 54] ; [17 39],[28.2 55.8] ; [18.8 37.2],0
d2,1,0.52553,0.403027,[31 54] ; [23 32],[32.78571429 52.21428571] ; [21.21428571 33.78571429],0
a2,1,0.549344,0.358495,[12 73] ; [10 46],[13.26241135 71.73758865] ; [ 8.73758865 47.26241135],0
v3,1,0.56846,0.325266,[19 59] ; [15 37],[20.4 57.6] ; [13.6 38.4],0
a8,1,0.755604,0.096882,[ 7 70] ; [ 6 50],[ 7.52631579 69.47368421] ; [ 5.47368421 50.52631579],0
a5,1,0.789669,0.071151,[55 30] ; [35 21],[54.25531915 30.74468085] ; [35.74468085 20.25531915],0
p12,1,0.823326,0.049849,[ 2 82] ; [ 1 54],[ 1.81294964 82.18705036] ; [ 1.18705036 53.81294964],0
a3,1,0.989753,0.000165,[54 31] ; [35 20],[54.03571429 30.96428571] ; [34.96428571 20.03571429],0
p1,1,1.0,0.0,[ 6 78] ; [ 4 52],[ 6. 78.] ; [ 4. 52.],0
