Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,80.351852,[ 2 35] ; [113  22],[24.73837209 12.26162791] ; [90.26162791 44.73837209],1
a5,1,0.062322,3.474475,[15 22] ; [78 57],[20.00581395 16.99418605] ; [72.99418605 62.00581395],0
a4,1,0.065683,3.387732,[ 9 27] ; [56 78],[13.76470588 22.23529412] ; [51.23529412 82.76470588],0
s5,1,0.076374,3.140415,[ 6 31] ; [40 89],[10.25301205 26.74698795] ; [35.74698795 93.25301205],0
p1,1,0.078115,3.10369,[ 5 32] ; [  7 128],[ 2.58139535 34.41860465] ; [  9.41860465 125.58139535],0
v1,1,0.09599,2.770933,[10 27] ; [56 77],[14.36470588 22.63529412] ; [51.63529412 81.36470588],0
s7,1,0.100252,2.701524,[ 4 29] ; [33 96],[ 7.53703704 25.46296296] ; [29.46296296 99.53703704],0
p6,1,0.107012,2.5978,[ 4 32] ; [30 98],[ 7.46341463 28.53658537] ; [ 26.53658537 101.46341463],0
n3,1,0.129653,2.296651,[10 10] ; [28 12],[12.66666667  7.33333333] ; [25.33333333 14.66666667],0
p3,1,0.158134,1.991977,[ 8 28] ; [46 87],[11.50295858 24.49704142] ; [42.49704142 90.50295858],0
d1,1,0.171245,1.872011,[10 27] ; [53 82],[13.55232558 23.44767442] ; [49.44767442 85.55232558],0
b5,1,0.193959,1.687287,[15 22] ; [71 64],[18.5 18.5] ; [67.5 67.5],0
a1,1,0.215322,1.535278,[ 4 33] ; [  7 128],[ 2.36627907 34.63372093] ; [  8.63372093 126.36627907],0
a6,1,0.240936,1.37511,[13 24] ; [62 73],[16.13372093 20.86627907] ; [58.86627907 76.13372093],0
s1,1,0.274107,1.19608,[ 3 34] ; [  5 127],[ 1.75147929 35.24852071] ; [  6.24852071 125.75147929],0
b4,1,0.304076,1.056231,[19 18] ; [82 53],[21.72674419 15.27325581] ; [79.27325581 55.72674419],0
u2,1,0.336099,0.925256,[ 6 12] ; [25 29],[ 7.75 10.25] ; [23.25 30.75],0
a3,1,0.362469,0.829321,[19 18] ; [80 54],[21.42105263 15.57894737] ; [77.57894737 56.42105263],0
v3,1,0.403519,0.697815,[ 7 30] ; [33 96],[ 8.91566265 28.08433735] ; [31.08433735 97.91566265],0
p5,1,0.436189,0.606288,[ 2 34] ; [ 13 121],[ 3.17647059 32.82352941] ; [ 11.82352941 122.17647059],0
s4,1,0.449491,0.571935,[ 8 29] ; [ 22 113],[ 6.45348837 30.54651163] ; [ 23.54651163 111.45348837],0
s2,1,0.45478,0.558712,[ 7 30] ; [ 33 100],[ 8.70588235 28.29411765] ; [ 31.29411765 101.70588235],0
n5,1,0.484038,0.489752,[27 10] ; [89 44],[25.24705882 11.75294118] ; [90.75294118 42.24705882],0
d3,1,0.485321,0.486884,[13 24] ; [56 79],[14.84302326 22.15697674] ; [54.15697674 80.84302326],0
d2,1,0.69352,0.155301,[14 22] ; [57 77],[15.03529412 20.96470588] ; [55.96470588 78.03529412],0
n4,1,0.770989,0.084728,[24 13] ; [91 44],[24.73837209 12.26162791] ; [90.26162791 44.73837209],0
n1,1,0.792961,0.068889,[ 6 14] ; [14 28],[ 6.4516129 13.5483871] ; [13.5483871 28.4516129],0
b2,1,0.806478,0.060011,[ 9 16] ; [26 52],[ 8.49514563 16.50485437] ; [26.50485437 51.49514563],0
b3,1,0.806478,0.060011,[ 9 16] ; [26 52],[ 8.49514563 16.50485437] ; [26.50485437 51.49514563],0
p12,1,0.873917,0.025181,[ 1 36] ; [  3 130],[ 0.87058824 36.12941176] ; [  3.12941176 129.87058824],0
