Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,34.109307,[ 61 250] ; [22 12],[ 74.82028986 236.17971014] ; [ 8.17971014 25.82028986],1
s8,1,0.421284,0.646731,[ 79 235] ; [11 24],[ 80.97421203 233.02578797] ; [ 9.02578797 25.97421203],0
a6,1,0.470392,0.521055,[210 107] ; [26 10],[211.93201133 105.06798867] ; [24.06798867 11.93201133],0
u3,1,0.492276,0.471547,[55 58] ; [6 4],[56.04065041 56.95934959] ; [4.95934959 5.04065041],0
n1,1,0.591473,0.288049,[27 59] ; [1 4],[26.46153846 59.53846154] ; [1.53846154 3.46153846],0
r3,1,0.765576,0.088904,[293  22] ; [33  3],[292.56410256  22.43589744] ; [33.43589744  2.56410256],0
a7,1,0.767565,0.087357,[220  95] ; [26 10],[220.76923077  94.23076923] ; [25.23076923 10.76923077],0
d2,1,0.793713,0.068378,[138 176] ; [15 21],[137.26285714 176.73714286] ; [15.73714286 20.26285714],0
s2,1,0.818845,0.052455,[ 48 265] ; [ 5 31],[ 47.53295129 265.46704871] ; [ 5.46704871 30.53295129],0
n2,1,0.824513,0.049171,[61 25] ; [4 2],[60.76086957 25.23913043] ; [4.23913043 1.76086957],0
u1,1,0.841907,0.039782,[ 48 269] ; [ 5 31],[ 47.59490085 269.40509915] ; [ 5.40509915 30.59490085],0
a8,1,0.844134,0.038655,[ 33 249] ; [ 4 27],[ 33.33546326 248.66453674] ; [ 3.66453674 27.33546326],0
r1,1,0.845435,0.038004,[233  83] ; [26 10],[232.51136364  83.48863636] ; [26.48863636  9.51136364],0
v4,1,0.97593,0.00091,[299  18] ; [34  2],[299.03966006  17.96033994] ; [33.96033994  2.03966006],0
d4,1,0.979914,0.000634,[254  62] ; [29  7],[254.05681818  61.94318182] ; [28.94318182  7.05681818],0
