Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,5.4e-05,16.318708,[34 17] ; [20 48],[23.14285714 27.85714286] ; [30.85714286 37.14285714],1
d2,1,0.182,1.781213,[15 37] ; [13 57],[11.93442623 40.06557377] ; [16.06557377 53.93442623],0
n3,1,0.186664,1.743751,[11  3] ; [15 11],[9.1 4.9] ; [16.9  9.1],0
n4,1,0.217686,1.519563,[34 18] ; [38 32],[30.68852459 21.31147541] ; [41.31147541 28.68852459],0
p10,1,0.256839,1.285714,[33 17] ; [39 31],[30. 20.] ; [42. 28.],0
p9,1,0.259399,1.27196,[37 13] ; [45 25],[34.16666667 15.83333333] ; [47.83333333 22.16666667],0
n6,1,0.263105,1.252346,[37 14] ; [44 26],[34.14049587 16.85950413] ; [46.85950413 23.14049587],0
d4,1,0.296028,1.092004,[28 24] ; [31 39],[25.14754098 26.85245902] ; [33.85245902 36.14754098],0
v4,1,0.304522,1.054287,[44  8] ; [54 16],[41.7704918 10.2295082] ; [56.2295082 13.7704918],0
p8,1,0.308118,1.038727,[22 28] ; [24 45],[19.32773109 30.67226891] ; [26.67226891 42.32773109],0
n1,1,0.30871,1.036187,[7 8] ; [ 8 18],[5.48780488 9.51219512] ; [ 9.51219512 16.48780488],0
a8,1,0.384303,0.75689,[ 7 42] ; [ 6 60],[ 5.53913043 43.46086957] ; [ 7.46086957 58.53913043],0
u1,1,0.393846,0.727035,[ 2 50] ; [ 1 69],[ 1.27868852 50.72131148] ; [ 1.72131148 68.27868852],0
p3,1,0.3994,0.710131,[17 35] ; [18 52],[14.91803279 37.08196721] ; [20.08196721 49.91803279],0
a1,1,0.414965,0.664529,[ 5 47] ; [ 4 66],[ 3.83606557 48.16393443] ; [ 5.16393443 64.83606557],0
r3,1,0.48319,0.491655,[40 11] ; [51 19],[38.3553719 12.6446281] ; [52.6446281 17.3553719],0
n2,1,0.512734,0.428484,[12  4] ; [17  9],[11.04761905  4.95238095] ; [17.95238095  8.04761905],0
n5,1,0.610957,0.258784,[34 18] ; [42 27],[32.66115702 19.33884298] ; [43.33884298 25.66115702],0
s3,1,0.671902,0.179386,[26 25] ; [32 36],[24.85714286 26.14285714] ; [33.14285714 34.85714286],0
p6,1,0.739,0.111007,[13 39] ; [15 52],[12.23529412 39.76470588] ; [15.76470588 51.23529412],0
v3,1,0.777454,0.079885,[ 9 42] ; [11 59],[ 8.42975207 42.57024793] ; [11.57024793 58.42975207],0
v1,1,0.777884,0.079568,[16 35] ; [20 49],[15.3 35.7] ; [20.7 48.3],0
s1,1,0.81586,0.05423,[ 5 46] ; [ 6 64],[ 4.63636364 46.36363636] ; [ 6.36363636 63.63636364],0
p1,1,0.826379,0.048113,[ 6 46] ; [ 9 61],[ 6.39344262 45.60655738] ; [ 8.60655738 61.39344262],0
r2,1,0.828295,0.047041,[40 12] ; [55 15],[40.49180328 11.50819672] ; [54.50819672 15.49180328],0
b5,1,0.839339,0.041103,[31 21] ; [43 27],[31.54098361 20.45901639] ; [42.45901639 27.54098361],0
u2,1,0.886627,0.020327,[ 7 11] ; [20 29],[ 7.25373134 10.74626866] ; [19.74626866 29.25373134],0
u3,1,0.907466,0.013511,[ 8 10] ; [21 28],[ 7.79104478 10.20895522] ; [21.20895522 27.79104478],0
b4,1,0.961571,0.002321,[28 24] ; [38 32],[28.13114754 23.86885246] ; [37.86885246 32.13114754],0
p7,1,0.964885,0.001938,[25 27] ; [32 34],[25.11864407 26.88135593] ; [31.88135593 34.11864407],0
