Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000191,13.917709,[16  8] ; [15 48],[ 8.55172414 15.44827586] ; [22.44827586 40.55172414],1
d4,1,0.502795,0.449032,[18  7] ; [40 22],[16.66666667  8.33333333] ; [41.33333333 20.66666667],0
p1,1,0.531716,0.391111,[ 4 21] ; [ 7 56],[ 3.125 21.875] ; [ 7.875 55.125],0
u1,1,0.549849,0.357587,[ 3 22] ; [ 5 58],[ 2.27272727 22.72727273] ; [ 5.72727273 57.27272727],0
r1,1,0.613007,0.255819,[ 6 17] ; [20 43],[ 6.95348837 16.04651163] ; [19.04651163 43.95348837],0
s3,1,0.617913,0.248812,[ 9 11] ; [24 38],[ 8.04878049 11.95121951] ; [24.95121951 37.04878049],0
s6,1,0.635795,0.224284,[10 12] ; [25 38],[ 9.05882353 12.94117647] ; [25.94117647 37.05882353],0
a1,1,0.644244,0.213234,[ 3 22] ; [10 53],[ 3.69318182 21.30681818] ; [ 9.30681818 53.69318182],0
u2,1,0.675014,0.175793,[4 5] ; [ 8 14],[3.48387097 5.51612903] ; [ 8.51612903 13.48387097],0
r2,1,0.675186,0.175595,[11  9] ; [35 23],[11.79487179  8.20512821] ; [34.20512821 23.79487179],0
s2,1,0.691569,0.157392,[ 8 14] ; [20 43],[ 7.24705882 14.75294118] ; [20.75294118 42.24705882],0
b1,1,0.710806,0.137474,[12 13] ; [33 30],[12.78409091 12.21590909] ; [32.21590909 30.78409091],0
v3,1,0.721561,0.127002,[ 7 17] ; [16 47],[ 6.34482759 17.65517241] ; [16.65517241 46.34482759],0
a5,1,0.749,0.102373,[16  9] ; [38 25],[15.34090909  9.65909091] ; [38.65909091 24.34090909],0
s5,1,0.760343,0.093044,[ 3 19] ; [10 51],[ 3.44578313 18.55421687] ; [ 9.55421687 51.44578313],0
n3,1,0.78146,0.07696,[7 5] ; [15 13],[6.6 5.4] ; [15.4 12.6],0
d3,1,0.813142,0.055873,[13 12] ; [31 32],[12.5 12.5] ; [31.5 31.5],0
a4,1,0.860088,0.031068,[11 14] ; [26 36],[10.63218391 14.36781609] ; [26.36781609 35.63218391],0
d1,1,0.922242,0.009528,[11 14] ; [27 36],[10.79545455 14.20454545] ; [27.20454545 35.79545455],0
a3,1,0.923518,0.009217,[16  9] ; [39 23],[15.8045977  9.1954023] ; [39.1954023 22.8045977],0
d2,1,0.969129,0.001498,[12 13] ; [29 32],[11.91860465 13.08139535] ; [29.08139535 31.91860465],0
n5,1,0.969949,0.001419,[19  4] ; [51 11],[18.94117647  4.05882353] ; [51.05882353 10.94117647],0
d5,1,0.981596,0.000532,[17  8] ; [43 20],[17.04545455  7.95454545] ; [42.95454545 20.04545455],0
