Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7.3e-05,15.74145,[ 4 37] ; [14 12],[11.01492537 29.98507463] ; [ 6.98507463 19.01492537],1
u2,1,0.176076,1.830439,[7 8] ; [10  4],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
b5,1,0.212956,1.551215,[15 26] ; [14 13],[17.48529412 23.51470588] ; [11.51470588 15.48529412],0
d5,1,0.230215,1.439535,[30 11] ; [16 11],[27.73529412 13.26470588] ; [18.26470588  8.73529412],0
a4,1,0.236009,1.404277,[18 23] ; [ 8 19],[15.67647059 25.32352941] ; [10.32352941 16.67647059],0
s4,1,0.271909,1.20709,[ 5 36] ; [ 6 21],[ 6.63235294 34.36764706] ; [ 4.36764706 22.63235294],0
s7,1,0.275858,1.187384,[ 5 31] ; [ 6 18],[ 6.6 29.4] ; [ 4.4 19.6],0
s8,1,0.296814,1.088454,[ 4 37] ; [ 5 22],[ 5.42647059 35.57352941] ; [ 3.57352941 23.42647059],0
v2,1,0.305204,1.051318,[12 28] ; [11 15],[13.93939394 26.06060606] ; [ 9.06060606 16.93939394],0
s5,1,0.315886,1.005903,[ 4 36] ; [ 5 22],[ 5.37313433 34.62686567] ; [ 3.62686567 23.37313433],0
p3,1,0.326472,0.96284,[ 9 31] ; [ 9 18],[10.74626866 29.25373134] ; [ 7.25373134 19.74626866],0
u1,1,0.32898,0.95291,[ 1 40] ; [ 2 25],[ 1.80882353 39.19117647] ; [ 1.19117647 25.80882353],0
p1,1,0.336074,0.925352,[ 4 36] ; [ 1 26],[ 2.98507463 37.01492537] ; [ 2.01492537 24.98507463],0
r4,1,0.339947,0.910632,[21 20] ; [17 10],[22.91176471 18.08823529] ; [15.08823529 11.91176471],0
u3,1,0.340405,0.908906,[7 8] ; [9 5],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
r2,1,0.36451,0.822295,[32  8] ; [19  8],[30.44776119  9.55223881] ; [20.55223881  6.44776119],0
d4,1,0.434891,0.609726,[29 12] ; [16 10],[27.53731343 13.46268657] ; [17.46268657  8.53731343],0
a2,1,0.496998,0.46134,[ 7 34] ; [ 3 24],[ 6.02941176 34.97058824] ; [ 3.97058824 23.02941176],0
v1,1,0.564655,0.331707,[11 30] ; [ 9 18],[12.05882353 28.94117647] ; [ 7.94117647 19.05882353],0
a8,1,0.567827,0.326332,[ 3 37] ; [ 1 24],[ 2.46153846 37.53846154] ; [ 1.53846154 23.46153846],0
b4,1,0.573544,0.316789,[23 18] ; [17 10],[24.11764706 16.88235294] ; [15.88235294 11.11764706],0
s1,1,0.611629,0.25781,[ 3 37] ; [ 3 24],[ 3.58208955 36.41791045] ; [ 2.41791045 24.58208955],0
v3,1,0.61761,0.249241,[ 9 29] ; [ 5 22],[ 8.18461538 29.81538462] ; [ 5.81538462 21.18461538],0
r1,1,0.649447,0.206597,[28 13] ; [17 10],[27.13235294 13.86764706] ; [17.86764706  9.13235294],0
d2,1,0.656424,0.197897,[19 22] ; [14 13],[19.89705882 21.10294118] ; [13.10294118 13.89705882],0
n5,1,0.783648,0.075388,[15 26] ; [ 9 18],[14.47058824 26.52941176] ; [ 9.52941176 17.47058824],0
n1,1,0.852765,0.034444,[ 7 14] ; [3 7],[ 6.77419355 14.22580645] ; [3.22580645 6.77419355],0
d1,1,0.868942,0.027226,[16 25] ; [10 17],[15.67647059 25.32352941] ; [10.32352941 16.67647059],0
d3,1,0.883886,0.021329,[22 19] ; [14 13],[21.70588235 19.29411765] ; [14.29411765 12.70588235],0
a6,1,0.887448,0.020032,[25 16] ; [16 11],[24.72058824 16.27941176] ; [16.27941176 10.72058824],0
