Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5e-06,20.883059,[ 5 23] ; [24  7],[13.76271186 14.23728814] ; [15.23728814 15.76271186],1
s1,1,0.55716,0.344645,[ 3 25] ; [ 2 29],[ 2.37288136 25.62711864] ; [ 2.62711864 28.37288136],0
n3,1,0.576086,0.312605,[6 9] ; [8 8],[6.77419355 8.22580645] ; [7.22580645 8.77419355],0
a1,1,0.597166,0.279291,[ 5 23] ; [ 4 27],[ 4.27118644 23.72881356] ; [ 4.72881356 26.27118644],0
u1,1,0.615059,0.252873,[ 1 27] ; [ 2 29],[ 1.42372881 26.57627119] ; [ 1.57627119 29.42372881],0
d2,1,0.65825,0.195657,[12 15] ; [12 19],[11.17241379 15.82758621] ; [12.82758621 18.17241379],0
v3,1,0.670301,0.18125,[ 7 21] ; [ 9 21],[ 7.72413793 20.27586207] ; [ 8.27586207 21.72413793],0
u2,1,0.746188,0.104762,[4 8] ; [4 6],[4.36363636 7.63636364] ; [3.63636364 6.36363636],0
a4,1,0.769866,0.085586,[10 17] ; [10 20],[ 9.47368421 17.52631579] ; [10.52631579 19.47368421],0
d1,1,0.786608,0.073288,[ 9 19] ; [11 20],[ 9.49152542 18.50847458] ; [10.50847458 20.49152542],0
v2,1,0.862002,0.030216,[ 6 22] ; [ 7 23],[ 6.27586207 21.72413793] ; [ 6.72413793 23.27586207],0
a2,1,0.87691,0.02399,[ 4 24] ; [ 4 27],[ 3.79661017 24.20338983] ; [ 4.20338983 26.79661017],0
n5,1,0.968868,0.001523,[20  8] ; [22  9],[19.93220339  8.06779661] ; [22.06779661  8.93220339],0
a8,1,0.979099,0.000686,[ 1 26] ; [ 1 27],[ 0.98181818 26.01818182] ; [ 1.01818182 26.98181818],0
n4,1,0.985273,0.000341,[18 10] ; [20 11],[18.03389831  9.96610169] ; [19.96610169 11.03389831],0
