Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,72.189615,[325  73] ; [68 83],[284.90710383 113.09289617] ; [108.09289617  42.90710383],1
n3,1,0.319459,0.99116,[52 22] ; [27  7],[54.12962963 19.87037037] ; [24.87037037  9.12962963],0
d5,1,0.357144,0.84791,[344  54] ; [125  25],[340.62408759  57.37591241] ; [128.37591241  21.62408759],0
a3,1,0.360538,0.836019,[310  88] ; [123  28],[313.90528233  84.09471767] ; [119.09471767  31.90528233],0
s4,1,0.383066,0.760839,[ 54 337] ; [ 25 124],[ 57.20185185 333.79814815] ; [ 21.79814815 127.20185185],0
s6,1,0.385107,0.754335,[271 118] ; [96 50],[266.84672897 122.15327103] ; [100.15327103  45.84672897],0
v1,1,0.388116,0.744835,[231 154] ; [81 64],[226.64150943 158.35849057] ; [85.35849057 59.64150943],0
s3,1,0.433072,0.61457,[212 174] ; [88 62],[216.04477612 169.95522388] ; [83.95522388 66.04477612],0
n6,1,0.454694,0.558925,[349  46] ; [129  21],[346.44036697  48.55963303] ; [131.55963303  18.44036697],0
n1,1,0.49281,0.470386,[23 50] ; [13 21],[24.56074766 48.43925234] ; [11.43925234 22.56074766],0
p6,1,0.555751,0.347114,[153 243] ; [52 93],[150.05545287 245.94454713] ; [54.94454713 90.05545287],0
u2,1,0.589962,0.290404,[54 34] ; [15 12],[52.8 35.2] ; [16.2 10.8],0
d2,1,0.597007,0.279533,[227 170] ; [82 68],[224.26508227 172.73491773] ; [84.73491773 65.26508227],0
p1,1,0.638969,0.220093,[ 37 359] ; [ 12 137],[ 35.60366972 360.39633028] ; [ 13.39633028 135.60366972],0
p7,1,0.675867,0.174816,[261 126] ; [97 51],[258.96448598 128.03551402] ; [99.03551402 48.96448598],0
p5,1,0.676538,0.174049,[ 53 343] ; [ 22 127],[ 54.49541284 341.50458716] ; [ 20.50458716 128.49541284],0
p3,1,0.69503,0.153693,[217 179] ; [85 65],[219.03296703 176.96703297] ; [82.96703297 67.03296703],0
v3,1,0.706623,0.141674,[159 222] ; [64 83],[160.91477273 220.08522727] ; [62.08522727 84.91477273],0
s2,1,0.713317,0.134987,[205 186] ; [76 74],[203.08872458 187.91127542] ; [77.91127542 72.08872458],0
n4,1,0.718867,0.129581,[330  69] ; [126  24],[331.40983607  67.59016393] ; [124.59016393  25.40983607],0
s1,1,0.795339,0.06728,[  9 382] ; [  4 145],[  9.41296296 381.58703704] ; [  3.58703704 145.41296296],0
a1,1,0.839428,0.041057,[ 22 377] ; [  9 142],[ 22.48909091 376.51090909] ; [  8.51090909 142.48909091],0
n2,1,0.866732,0.028161,[56 18] ; [27  8],[56.34862385 17.65137615] ; [26.65137615  8.34862385],0
u4,1,0.927843,0.008201,[ 10 388] ; [  4 147],[ 10.14936248 387.85063752] ; [  3.85063752 147.14936248],0
a4,1,0.959815,0.002539,[206 192] ; [78 72],[206.26277372 191.73722628] ; [77.73722628 72.26277372],0
