Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2e-06,22.246937,[26  9] ; [ 6 28],[16.23188406 18.76811594] ; [15.76811594 18.23188406],1
b2,1,0.637809,0.22162,[ 7 12] ; [ 8 10],[ 7.7027027 11.2972973] ; [ 7.2972973 10.7027027],0
n1,1,0.679365,0.170842,[ 6 10] ; [5 6],[6.51851852 9.48148148] ; [4.48148148 6.51851852],0
v2,1,0.7096,0.138677,[17 18] ; [17 15],[17.76119403 17.23880597] ; [16.23880597 15.76119403],0
s3,1,0.725695,0.123101,[23 12] ; [23 10],[23.67647059 11.32352941] ; [22.32352941 10.67647059],0
s2,1,0.733451,0.115966,[24 11] ; [22 12],[23.33333333 11.66666667] ; [22.66666667 11.33333333],0
u1,1,0.755901,0.096639,[ 5 30] ; [ 4 30],[ 4.56521739 30.43478261] ; [ 4.43478261 29.56521739],0
a2,1,0.782192,0.076432,[ 6 29] ; [ 5 29],[ 5.57971014 29.42028986] ; [ 5.42028986 28.57971014],0
n2,1,0.824016,0.049454,[11  5] ; [8 3],[11.25925926  4.74074074] ; [7.74074074 3.25925926],0
p11,1,0.855563,0.033133,[24 11] ; [24 10],[24.34782609 10.65217391] ; [23.65217391 10.34782609],0
a6,1,0.887553,0.019994,[20 15] ; [20 14],[20.28985507 14.71014493] ; [19.71014493 14.28985507],0
p10,1,0.901674,0.015264,[28  7] ; [26  7],[27.79411765  7.20588235] ; [26.20588235  6.79411765],0
b5,1,0.90554,0.014082,[17 18] ; [17 17],[17.24637681 17.75362319] ; [16.75362319 17.24637681],0
b4,1,0.929935,0.007731,[23 12] ; [22 12],[22.82608696 12.17391304] ; [22.17391304 11.82608696],0
n5,1,0.942978,0.005116,[ 9 26] ; [ 9 25],[ 9.13043478 25.86956522] ; [ 8.86956522 25.13043478],0
r4,1,0.955945,0.003052,[29  6] ; [28  6],[28.91304348  6.08695652] ; [28.08695652  5.91304348],0
d4,1,0.965222,0.001901,[31  4] ; [30  4],[30.94202899  4.05797101] ; [30.05797101  3.94202899],0
a1,1,0.970361,0.001381,[ 3 32] ; [ 3 31],[ 3.04347826 31.95652174] ; [ 2.95652174 31.04347826],0
r3,1,0.983404,0.000433,[34  1] ; [33  1],[33.98550725  1.01449275] ; [33.01449275  0.98550725],0
r1,1,1.0,0.0,[23 11] ; [23 11],[23. 11.] ; [23. 11.],0
