Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001971,9.576581,[ 8 27] ; [13  7],[13.36363636 21.63636364] ; [ 7.63636364 12.36363636],0
s5,1,0.298223,1.082126,[ 5 31] ; [ 5 15],[ 6.42857143 29.57142857] ; [ 3.57142857 16.42857143],0
b3,1,0.335292,0.928352,[ 4 16] ; [ 1 12],[ 3.03030303 16.96969697] ; [ 1.96969697 11.03030303],0
b2,1,0.335292,0.928352,[ 4 16] ; [ 1 12],[ 3.03030303 16.96969697] ; [ 1.96969697 11.03030303],0
b4,1,0.35027,0.872478,[24 13] ; [11 10],[22.32758621 14.67241379] ; [12.67241379  8.32758621],0
p3,1,0.384046,0.75771,[18 18] ; [ 8 13],[16.42105263 19.57894737] ; [ 9.57894737 11.42105263],0
d2,1,0.41242,0.671815,[20 17] ; [ 9 12],[18.5 18.5] ; [10.5 10.5],0
v2,1,0.41242,0.671815,[20 17] ; [ 9 12],[18.5 18.5] ; [10.5 10.5],0
s2,1,0.433381,0.613745,[15 21] ; [11 10],[16.42105263 19.57894737] ; [ 9.57894737 11.42105263],0
u3,1,0.46376,0.536805,[9 6] ; [6 7],[8.03571429 6.96428571] ; [6.96428571 6.03571429],0
b1,1,0.46729,0.528377,[23 14] ; [11 10],[21.68965517 15.31034483] ; [12.31034483  8.68965517],0
p4,1,0.56777,0.326428,[25 12] ; [12  8],[24.01754386 12.98245614] ; [12.98245614  7.01754386],0
n3,1,0.614295,0.253968,[5 4] ; [3 4],[4.5 4.5] ; [3.5 3.5],0
s1,1,0.679562,0.17062,[ 1 36] ; [ 1 20],[ 1.27586207 35.72413793] ; [ 0.72413793 20.27586207],0
a1,1,0.679562,0.17062,[ 1 36] ; [ 1 20],[ 1.27586207 35.72413793] ; [ 0.72413793 20.27586207],0
v3,1,0.682889,0.166892,[11 26] ; [ 7 13],[11.68421053 25.31578947] ; [ 6.31578947 13.68421053],0
p10,1,0.731559,0.117685,[14 23] ; [ 7 14],[13.39655172 23.60344828] ; [ 7.60344828 13.39655172],0
n2,1,0.771084,0.084656,[7 2] ; [5 2],[6.75 2.25] ; [5.25 1.75],0
s7,1,0.773322,0.082963,[14 22] ; [ 7 13],[13.5 22.5] ; [ 7.5 12.5],0
p11,1,0.820169,0.051678,[20 17] ; [12  9],[20.4137931 16.5862069] ; [11.5862069  9.4137931],0
p1,1,0.853529,0.034084,[ 3 34] ; [ 2 19],[ 3.18965517 33.81034483] ; [ 1.81034483 19.18965517],0
v4,1,0.853529,0.034084,[34  3] ; [19  2],[33.81034483  3.18965517] ; [19.18965517  1.81034483],0
r3,1,0.877076,0.023925,[33  4] ; [19  2],[33.17241379  3.82758621] ; [18.82758621  2.17241379],0
a8,1,0.922632,0.009432,[ 3 28] ; [ 2 17],[ 3.1 27.9] ; [ 1.9 17.1],0
s6,1,0.930026,0.007711,[21 15] ; [12  9],[20.84210526 15.15789474] ; [12.15789474  8.84210526],0
s3,1,0.939885,0.005687,[19 18] ; [11 10],[19.13793103 17.86206897] ; [10.86206897 10.13793103],0
s8,1,0.948712,0.004138,[10 26] ; [ 6 15],[10.10526316 25.89473684] ; [ 5.89473684 15.10526316],0
p2,1,0.964879,0.001939,[28  9] ; [16  5],[28.06896552  8.93103448] ; [15.93103448  5.06896552],0
b5,1,0.984509,0.000377,[23 14] ; [13  8],[22.96551724 14.03448276] ; [13.03448276  7.96551724],0
