Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.239821,[107  31] ; [ 3 34],[86.74285714 51.25714286] ; [23.25714286 13.74285714],1
b3,1,0.397408,0.716156,[27 51] ; [11 14],[28.77669903 49.22330097] ; [ 9.22330097 15.77669903],0
s7,1,0.437791,0.602065,[ 27 104] ; [ 5 29],[ 25.40606061 105.59393939] ; [ 6.59393939 27.40606061],0
n5,1,0.485331,0.486862,[84 53] ; [25 12],[85.82183908 51.17816092] ; [23.17816092 13.82183908],0
a2,1,0.496369,0.462691,[ 21 117] ; [ 4 33],[ 19.71428571 118.28571429] ; [ 5.28571429 31.71428571],0
u1,1,0.5124,0.429163,[ 12 126] ; [ 2 35],[ 11.04 126.96] ; [ 2.96 34.04],0
b4,1,0.526408,0.401321,[74 64] ; [22 15],[75.70285714 62.29714286] ; [20.29714286 16.70285714],0
a8,1,0.537093,0.380955,[ 13 114] ; [ 5 31],[ 14.02453988 112.97546012] ; [ 3.97546012 32.02453988],0
s2,1,0.550634,0.356182,[ 24 112] ; [ 5 32],[ 22.79768786 113.20231214] ; [ 6.20231214 30.79768786],0
a5,1,0.574193,0.315718,[78 60] ; [19 18],[76.49142857 61.50857143] ; [20.50857143 16.49142857],0
v1,1,0.643788,0.213822,[38 97] ; [ 9 28],[36.88953488 98.11046512] ; [10.11046512 26.88953488],0
n4,1,0.65706,0.197115,[84 54] ; [24 13],[85.16571429 52.83428571] ; [22.83428571 14.16571429],0
a3,1,0.74323,0.107308,[79 57] ; [22 14],[79.86046512 56.13953488] ; [21.13953488 14.86046512],0
a4,1,0.746392,0.104588,[50 88] ; [12 24],[49.17241379 88.82758621] ; [12.82758621 23.17241379],0
s4,1,0.799789,0.064323,[ 13 125] ; [ 4 33],[ 13.40571429 124.59428571] ; [ 3.59428571 33.40571429],0
s3,1,0.8748,0.024827,[ 36 100] ; [10 26],[36.37209302 99.62790698] ; [ 9.62790698 26.37209302],0
v3,1,0.906652,0.01375,[ 17 116] ; [ 5 32],[ 17.21176471 115.78823529] ; [ 4.78823529 32.21176471],0
s5,1,0.974618,0.001012,[ 11 122] ; [ 3 34],[ 10.95294118 122.04705882] ; [ 3.04705882 33.95294118],0
d2,1,0.994743,4.3e-05,[57 80] ; [15 21],[57.01734104 79.98265896] ; [14.98265896 21.01734104],0
