Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2.8e-05,17.543897,[123  19] ; [20 16],[114.07865169  27.92134831] ; [28.92134831  7.07865169],1
d4,1,0.204248,1.611734,[126  20] ; [28  8],[123.53846154  22.46153846] ; [30.46153846  5.53846154],0
p6,1,0.23568,1.40625,[51 93] ; [ 9 27],[48. 96.] ; [12. 24.],0
a1,1,0.241929,1.369317,[  8 138] ; [ 4 33],[  9.57377049 136.42622951] ; [ 2.42622951 34.57377049],0
p12,1,0.243322,1.361246,[ 12 134] ; [ 1 36],[ 10.3715847 135.6284153] ; [ 2.6284153 34.3715847],0
p8,1,0.258877,1.274751,[65 78] ; [13 24],[61.96666667 81.03333333] ; [16.03333333 20.96666667],0
a5,1,0.260669,1.265199,[101  45] ; [22 15],[98.13114754 47.86885246] ; [24.86885246 12.13114754],0
r1,1,0.281896,1.157925,[114  31] ; [26 11],[111.53846154  33.46153846] ; [28.46153846  8.53846154],0
d1,1,0.299008,1.078614,[81 65] ; [17 20],[78.18579235 67.81420765] ; [19.81420765 17.18579235],0
d3,1,0.31439,1.012144,[105  40] ; [23 13],[102.54143646  42.45856354] ; [25.45856354 10.54143646],0
d2,1,0.344528,0.893509,[65 80] ; [13 23],[62.48618785 82.51381215] ; [15.51381215 20.48618785],0
a2,1,0.352559,0.864226,[ 34 112] ; [ 6 31],[ 31.91256831 114.08743169] ; [ 8.08743169 28.91256831],0
b4,1,0.357418,0.846947,[91 55] ; [20 17],[88.55737705 57.44262295] ; [22.44262295 14.55737705],0
s6,1,0.442861,0.588859,[112  30] ; [27 10],[110.26815642  31.73184358] ; [28.73184358  8.26815642],0
s3,1,0.500184,0.454545,[119  25] ; [28  8],[117.6  26.4] ; [29.4  6.6],0
a3,1,0.500849,0.453136,[94 52] ; [26 11],[95.73770492 50.26229508] ; [24.26229508 12.73770492],0
a4,1,0.509929,0.434213,[64 82] ; [14 23],[62.2295082 83.7704918] ; [15.7704918 21.2295082],0
a8,1,0.523579,0.406838,[ 20 114] ; [ 4 33],[ 18.80701754 115.19298246] ; [ 5.19298246 31.80701754],0
b1,1,0.534426,0.38597,[55 91] ; [16 21],[56.64480874 89.35519126] ; [14.35519126 22.64480874],0
p3,1,0.587994,0.293488,[62 83] ; [14 23],[60.54945055 84.45054945] ; [15.45054945 21.54945055],0
v1,1,0.697212,0.151389,[64 78] ; [18 19],[65.05027933 76.94972067] ; [16.94972067 20.05027933],0
v3,1,0.732711,0.116637,[47 95] ; [13 23],[47.86516854 94.13483146] ; [12.13483146 23.86516854],0
b2,1,0.772089,0.083894,[22 55] ; [ 4 12],[21.52688172 55.47311828] ; [ 4.47311828 11.52688172],0
b3,1,0.772089,0.083894,[22 55] ; [ 4 12],[21.52688172 55.47311828] ; [ 4.47311828 11.52688172],0
p1,1,0.798401,0.065238,[ 10 135] ; [ 3 34],[ 10.35714286 134.64285714] ; [ 2.64285714 34.35714286],0
u3,1,0.833857,0.043998,[29 21] ; [6 5],[28.68852459 21.31147541] ; [6.31147541 4.68852459],0
n3,1,0.846038,0.037704,[23 10] ; [8 4],[22.73333333 10.26666667] ; [8.26666667 3.73333333],0
n2,1,0.873219,0.025463,[26  6] ; [10  2],[26.18181818  5.81818182] ; [9.81818182 2.18181818],0
u1,1,0.895472,0.017262,[ 25 121] ; [ 6 31],[ 24.73224044 121.26775956] ; [ 6.26775956 30.73224044],0
s4,1,0.904869,0.014283,[ 37 105] ; [10 27],[ 37.2849162 104.7150838] ; [ 9.7150838 27.2849162],0
b5,1,0.951079,0.003764,[86 60] ; [22 15],[86.16393443 59.83606557] ; [21.83606557 15.16393443],0
v2,1,1.0,0.0,[70 70] ; [18 18],[70. 70.] ; [18. 18.],0
