Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.864669,[72 26] ; [ 3 20],[60.74380165 37.25619835] ; [14.25619835  8.74380165],1
u2,1,0.638994,0.22006,[25 13] ; [7 5],[24.32 13.68] ; [7.68 4.32],0
p6,1,0.728458,0.120532,[15 79] ; [ 3 20],[14.46153846 79.53846154] ; [ 3.53846154 19.46153846],0
n3,1,0.792634,0.069112,[25 15] ; [8 4],[25.38461538 14.61538462] ; [7.61538462 4.38461538],0
a8,1,0.80707,0.059637,[10 82] ; [ 2 20],[ 9.68421053 82.31578947] ; [ 2.31578947 19.68421053],0
b5,1,0.815513,0.054438,[58 40] ; [13 10],[57.50413223 40.49586777] ; [13.49586777  9.50413223],0
s1,1,0.840336,0.040587,[ 7 87] ; [ 2 21],[ 7.23076923 86.76923077] ; [ 1.76923077 21.23076923],0
a2,1,0.877383,0.023805,[14 84] ; [ 3 20],[13.76859504 84.23140496] ; [ 3.23140496 19.76859504],0
b4,1,0.885913,0.020586,[57 41] ; [13 10],[56.69421488 41.30578512] ; [13.30578512  9.69421488],0
s4,1,0.916701,0.010939,[12 86] ; [ 3 20],[12.14876033 85.85123967] ; [ 2.85123967 20.14876033],0
a4,1,0.993581,6.5e-05,[34 64] ; [ 8 15],[34.01652893 63.98347107] ; [ 7.98347107 15.01652893],0
