Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.004186,8.20131,[18 71] ; [16 19],[24.40322581 64.59677419] ; [ 9.59677419 25.40322581],0
v1,1,0.155688,2.015621,[22 68] ; [13 22],[25.2 64.8] ; [ 9.8 25.2],0
p6,1,0.159372,1.98017,[11 76] ; [ 8 27],[13.54918033 73.45081967] ; [ 5.45081967 29.54918033],0
n5,1,0.177676,1.816955,[44 45] ; [22 13],[47.37096774 41.62903226] ; [18.62903226 16.37096774],0
a4,1,0.183441,1.769521,[35 54] ; [ 9 25],[31.83739837 57.16260163] ; [12.16260163 21.83739837],0
d3,1,0.195594,1.674969,[45 45] ; [22 13],[48.24 41.76] ; [18.76 16.24],0
p3,1,0.238103,1.39179,[19 70] ; [11 24],[21.53225806 67.46774194] ; [ 8.46774194 26.53225806],0
v3,1,0.280906,1.162703,[19 67] ; [11 24],[21.32231405 64.67768595] ; [ 8.67768595 26.32231405],0
r2,1,0.283035,1.15246,[70 17] ; [31  4],[72.02459016 14.97540984] ; [28.97540984  6.02459016],0
d5,1,0.292673,1.107286,[58 32] ; [26  9],[60.48 29.52] ; [23.52 11.48],0
n1,1,0.292823,1.106594,[15 26] ; [5 4],[16.4 24.6] ; [3.6 5.4],0
b2,1,0.320144,0.988356,[19 35] ; [ 6 19],[17.08860759 36.91139241] ; [ 7.91139241 17.08860759],0
b3,1,0.320144,0.988356,[19 35] ; [ 6 19],[17.08860759 36.91139241] ; [ 7.91139241 17.08860759],0
v2,1,0.385881,0.751882,[30 57] ; [15 20],[32.09016393 54.90983607] ; [12.90983607 22.09016393],0
s1,1,0.409042,0.681582,[ 6 82] ; [ 1 33],[ 5.04918033 82.95081967] ; [ 1.95081967 32.04918033],0
a2,1,0.446821,0.578704,[13 77] ; [ 7 28],[14.4 75.6] ; [ 5.6 29.4],0
p11,1,0.449629,0.571588,[37 53] ; [17 18],[38.88 51.12] ; [15.12 19.88],0
a5,1,0.500962,0.452899,[48 42] ; [21 14],[49.68 40.32] ; [19.32 15.68],0
p2,1,0.51349,0.426948,[43 47] ; [19 16],[44.64 45.36] ; [17.36 17.64],0
p1,1,0.546682,0.363295,[ 8 81] ; [ 2 33],[ 7.17741935 81.82258065] ; [ 2.82258065 32.17741935],0
p10,1,0.609638,0.260702,[18 72] ; [ 8 25],[19.02439024 70.97560976] ; [ 6.97560976 26.02439024],0
n2,1,0.617935,0.24878,[21 20] ; [6 4],[21.70588235 19.29411765] ; [5.29411765 4.70588235],0
b4,1,0.633321,0.227585,[55 35] ; [23 12],[56.16 33.84] ; [21.84 13.16],0
d1,1,0.640079,0.218639,[37 53] ; [16 19],[38.16 51.84] ; [14.84 20.16],0
u2,1,0.677911,0.172487,[18 23] ; [8 8],[18.70175439 22.29824561] ; [7.29824561 8.70175439],0
a6,1,0.684283,0.165344,[53 37] ; [22 13],[54. 36.] ; [21. 14.],0
n4,1,0.684475,0.165132,[55 34] ; [23 12],[55.98387097 33.01612903] ; [22.01612903 12.98387097],0
a3,1,0.801404,0.063268,[48 41] ; [18 17],[47.37096774 41.62903226] ; [18.62903226 16.37096774],0
u1,1,0.814266,0.05519,[ 9 81] ; [ 4 31],[ 9.36 80.64] ; [ 3.64 31.36],0
a1,1,0.84513,0.038156,[ 6 84] ; [ 2 33],[ 5.76 84.24] ; [ 2.24 32.76],0
d2,1,0.932616,0.007149,[42 46] ; [17 18],[42.21138211 45.78861789] ; [16.78861789 18.21138211],0
