Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000118,14.822584,[88 72] ; [75 20],[102.2745098  57.7254902] ; [60.7254902 34.2745098],1
b3,1,0.052723,3.752681,[27 66] ; [27 34],[32.61038961 60.38961039] ; [21.38961039 39.61038961],0
b2,1,0.052723,3.752681,[27 66] ; [27 34],[32.61038961 60.38961039] ; [21.38961039 39.61038961],0
p8,1,0.054369,3.701321,[ 49 111] ; [40 54],[ 56.06299213 103.93700787] ; [32.93700787 61.06299213],0
a3,1,0.073675,3.199175,[95 65] ; [67 28],[101.64705882  58.35294118] ; [60.35294118 34.64705882],0
s2,1,0.081146,3.041801,[ 21 139] ; [20 73],[ 25.92885375 134.07114625] ; [15.07114625 77.92885375],0
a8,1,0.10248,2.666513,[ 11 138] ; [12 74],[ 14.58297872 134.41702128] ; [ 8.41702128 77.58297872],0
n6,1,0.109252,2.565008,[105  55] ; [70 23],[110.67193676  49.32806324] ; [64.32806324 28.67193676],0
v4,1,0.179391,1.802665,[128  31] ; [81 12],[131.86904762  27.13095238] ; [77.13095238 15.86904762],0
n2,1,0.198238,1.655308,[35 26] ; [12  4],[37.23376623 23.76623377] ; [9.76623377 6.23376623],0
s7,1,0.242098,1.368336,[ 20 129] ; [17 72],[ 23.16386555 125.83613445] ; [13.83613445 75.16386555],0
p12,1,0.281756,1.158602,[  1 160] ; [ 2 92],[  1.89411765 159.10588235] ; [ 1.10588235 92.89411765],0
u1,1,0.298099,1.08268,[ 11 150] ; [10 85],[ 13.20703125 147.79296875] ; [ 7.79296875 87.20703125],0
d2,1,0.333109,0.936773,[65 93] ; [45 50],[68.69565217 89.30434783] ; [41.30434783 53.69565217],0
a2,1,0.362882,0.827894,[ 22 139] ; [17 78],[ 24.52734375 136.47265625] ; [14.47265625 80.52734375],0
b1,1,0.477669,0.504182,[70 91] ; [37 58],[67.29296875 93.70703125] ; [39.70703125 55.29296875],0
s1,1,0.533782,0.387186,[  6 155] ; [ 5 88],[  6.97244094 154.02755906] ; [ 4.02755906 88.97244094],0
u2,1,0.538282,0.378733,[28 37] ; [14 14],[29.35483871 35.64516129] ; [12.64516129 15.35483871],0
b5,1,0.575261,0.313959,[84 77] ; [53 42],[86.16015625 74.83984375] ; [50.83984375 44.16015625],0
s4,1,0.639434,0.219483,[ 11 150] ; [ 8 87],[ 11.94921875 149.05078125] ; [ 7.05078125 87.94921875],0
a1,1,0.647047,0.209644,[  8 153] ; [ 6 89],[  8.8046875 152.1953125] ; [ 5.1953125 89.8046875],0
d1,1,0.654706,0.200019,[75 86] ; [47 48],[76.7265625 84.2734375] ; [45.2734375 49.7265625],0
s3,1,0.678755,0.17153,[ 39 120] ; [25 68],[ 40.38095238 118.61904762] ; [23.61904762 69.38095238],0
p1,1,0.711335,0.136948,[ 12 147] ; [ 6 89],[ 11.26771654 147.73228346] ; [ 6.73228346 88.26771654],0
n1,1,0.754929,0.097436,[20 40] ; [ 6 10],[20.52631579 39.47368421] ; [ 5.47368421 10.52631579],0
d3,1,0.799665,0.064405,[94 67] ; [57 38],[94.96484375 66.03515625] ; [56.03515625 38.96484375],0
a6,1,0.812706,0.056139,[101  60] ; [61 34],[101.8828125  59.1171875] ; [60.1171875 34.8828125],0
d4,1,0.839479,0.041031,[117  42] ; [71 24],[117.68503937  41.31496063] ; [70.31496063 24.68503937],0
d5,1,0.877735,0.023667,[115  46] ; [67 28],[114.4609375  46.5390625] ; [67.5390625 27.4609375],0
a7,1,0.954368,0.003274,[101  59] ; [59 35],[100.78740157  59.21259843] ; [59.21259843 34.78740157],0
