Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.2e-05,19.23615,[80 29] ; [19 32],[67.44375 41.55625] ; [31.55625 19.44375],1
p5,1,0.331486,0.943083,[  3 106] ; [ 3 48],[  4.0875 104.9125] ; [ 1.9125 49.0875],0
n5,1,0.398386,0.713191,[58 51] ; [23 27],[55.52830189 53.47169811] ; [25.47169811 24.52830189],0
n2,1,0.404323,0.695431,[23 16] ; [16  7],[24.53225806 14.46774194] ; [14.46774194  8.53225806],0
s2,1,0.410146,0.678378,[38 70] ; [21 29],[40.32911392 67.67088608] ; [18.67088608 31.32911392],0
u3,1,0.413832,0.667765,[19 12] ; [11 11],[17.54716981 13.45283019] ; [12.45283019  9.54716981],0
b4,1,0.505245,0.443903,[68 41] ; [29 22],[66.08125 42.91875] ; [30.91875 20.08125],0
d1,1,0.505245,0.443903,[68 41] ; [29 22],[66.08125 42.91875] ; [30.91875 20.08125],0
v1,1,0.5591,0.341266,[45 63] ; [18 31],[43.33757962 64.66242038] ; [19.66242038 29.33757962],0
p12,1,0.584704,0.298692,[  1 107] ; [ 1 50],[  1.35849057 106.64150943] ; [ 0.64150943 50.35849057],0
b2,1,0.599663,0.275504,[24 48] ; [12 19],[25.16504854 46.83495146] ; [10.83495146 20.16504854],0
b3,1,0.599663,0.275504,[24 48] ; [12 19],[25.16504854 46.83495146] ; [10.83495146 20.16504854],0
d2,1,0.64843,0.207886,[59 50] ; [29 21],[60.32704403 48.67295597] ; [27.67295597 22.32704403],0
p9,1,0.678049,0.172331,[38 66] ; [20 30],[39.16883117 64.83116883] ; [18.83116883 31.16883117],0
p6,1,0.68419,0.165447,[27 79] ; [11 38],[25.98709677 80.01290323] ; [12.01290323 36.98709677],0
p4,1,0.694981,0.153746,[45 64] ; [19 31],[43.87421384 65.12578616] ; [20.12578616 29.87421384],0
s1,1,0.73589,0.113772,[  5 103] ; [ 3 48],[  5.43396226 102.56603774] ; [ 2.56603774 48.43396226],0
n6,1,0.742393,0.108034,[72 36] ; [32 18],[71.08860759 36.91139241] ; [32.91139241 17.08860759],0
u2,1,0.774469,0.082102,[14 15] ; [11 10],[14.5 14.5] ; [10.5 10.5],0
s4,1,0.798889,0.064915,[15 91] ; [ 8 43],[15.52866242 90.47133758] ; [ 7.47133758 43.52866242],0
n1,1,0.818899,0.052423,[16 22] ; [ 9 14],[15.57377049 22.42622951] ; [ 9.42622951 13.57377049],0
v3,1,0.841552,0.039963,[31 75] ; [13 34],[30.48366013 75.51633987] ; [13.51633987 33.48366013],0
s7,1,0.842305,0.039579,[39 64] ; [17 30],[38.45333333 64.54666667] ; [17.54666667 29.45333333],0
s3,1,0.854999,0.033395,[49 59] ; [23 26],[49.52866242 58.47133758] ; [22.47133758 26.52866242],0
a1,1,0.895449,0.017269,[  7 102] ; [ 3 48],[  6.8125 102.1875] ; [ 3.1875 47.8125],0
p7,1,0.907199,0.013589,[43 64] ; [20 31],[42.66455696 64.33544304] ; [20.33544304 30.66455696],0
s8,1,0.910245,0.012708,[29 79] ; [13 37],[28.70886076 79.29113924] ; [13.29113924 36.70886076],0
a4,1,0.926216,0.008576,[51 58] ; [23 27],[50.72955975 58.27044025] ; [23.27044025 26.72955975],0
u4,1,0.93772,0.006105,[  4 105] ; [ 2 49],[  4.0875 104.9125] ; [ 1.9125 49.0875],0
a5,1,0.939227,0.005813,[72 37] ; [34 17],[72.2125 36.7875] ; [33.7875 17.2125],0
p1,1,0.944433,0.004858,[  6 101] ; [ 3 48],[  6.09493671 100.90506329] ; [ 2.90506329 48.09493671],0
p11,1,0.950958,0.003783,[54 55] ; [25 26],[53.81875 55.18125] ; [25.18125 25.81875],0
