Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,4e-06,21.11193,[20  7] ; [ 9 37],[10.7260274 16.2739726] ; [18.2739726 27.7260274],1
p6,1,0.624206,0.24,[11 16] ; [21 24],[12. 15.] ; [20. 25.],0
v3,1,0.662747,0.190204,[11 14] ; [17 27],[10.14492754 14.85507246] ; [17.85507246 26.14492754],0
b1,1,0.700295,0.148165,[10 17] ; [15 31],[ 9.24657534 17.75342466] ; [15.75342466 30.24657534],0
n4,1,0.742324,0.108094,[22  5] ; [36 10],[21.45205479  5.54794521] ; [36.54794521  9.45205479],0
r1,1,0.743182,0.10735,[19  8] ; [34 12],[19.60273973  7.39726027] ; [33.39726027 12.60273973],0
a8,1,0.77706,0.080175,[ 5 19] ; [ 7 32],[ 4.57142857 19.42857143] ; [ 7.42857143 31.57142857],0
v2,1,0.787746,0.072489,[15 12] ; [23 21],[14.45070423 12.54929577] ; [23.54929577 20.45070423],0
r3,1,0.808441,0.058776,[24  3] ; [40  6],[23.67123288  3.32876712] ; [40.32876712  5.67123288],0
a3,1,0.82215,0.050526,[21  6] ; [36  9],[21.375  5.625] ; [35.625  9.375],0
n2,1,0.827472,0.0475,[3 1] ; [12  3],[3.15789474 0.84210526] ; [11.84210526  3.15789474],0
a6,1,0.846028,0.037709,[17 10] ; [30 16],[17.38356164  9.61643836] ; [29.61643836 16.38356164],0
s5,1,0.874341,0.025011,[ 4 20] ; [ 7 39],[ 3.77142857 20.22857143] ; [ 7.22857143 38.77142857],0
p12,1,0.878968,0.023188,[ 1 26] ; [ 2 43],[ 1.125 25.875] ; [ 1.875 43.125],0
p1,1,0.885004,0.020917,[ 2 25] ; [ 3 43],[ 1.84931507 25.15068493] ; [ 3.15068493 42.84931507],0
d3,1,0.949267,0.004048,[18  9] ; [31 15],[18.12328767  8.87671233] ; [30.87671233 15.12328767],0
