Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.002414,9.204498,[43 40] ; [30  7],[50.49166667 32.50833333] ; [22.50833333 14.49166667],0
n6,1,0.787673,0.07254,[47 35] ; [21 14],[47.65811966 34.34188034] ; [20.34188034 14.65811966],0
b5,1,0.819949,0.051806,[43 40] ; [20 17],[43.575 39.425] ; [19.425 17.575],0
n4,1,0.842177,0.039645,[50 33] ; [23 14],[50.49166667 32.50833333] ; [22.50833333 14.49166667],0
a8,1,0.848038,0.036719,[ 6 74] ; [ 2 29],[ 5.76576577 74.23423423] ; [ 2.23423423 28.76576577],0
v4,1,0.86749,0.027838,[49 32] ; [20 14],[48.6 32.4] ; [20.4 13.6],0
n1,1,0.934983,0.006655,[12 22] ; [ 8 14],[12.14285714 21.85714286] ; [ 7.85714286 14.14285714],0
v1,1,0.945655,0.004646,[29 49] ; [14 23],[29.16521739 48.83478261] ; [13.83478261 23.16521739],0
b2,1,0.958252,0.00274,[17 31] ; [ 8 15],[16.90140845 31.09859155] ; [ 8.09859155 14.90140845],0
b3,1,0.958252,0.00274,[17 31] ; [ 8 15],[16.90140845 31.09859155] ; [ 8.09859155 14.90140845],0
a1,1,0.995771,2.8e-05,[ 9 74] ; [ 4 33],[ 8.99166667 74.00833333] ; [ 4.00833333 32.99166667],0
