Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,105.816269,[448 120] ; [ 92 132],[387.27272727 180.72727273] ; [152.72727273  71.27272727],1
s5,1,0.045632,3.995122,[155 399] ; [ 75 137],[166.34464752 387.65535248] ; [ 63.65535248 148.34464752],0
b2,1,0.055728,3.66016,[108 214] ; [60 80],[117.09090909 204.90909091] ; [50.90909091 89.09090909],0
b3,1,0.055728,3.66016,[108 214] ; [60 80],[117.09090909 204.90909091] ; [50.90909091 89.09090909],0
n6,1,0.099408,2.715012,[471  96] ; [174  49],[462.93037975 104.06962025] ; [182.06962025  40.93037975],0
a5,1,0.099672,2.710781,[420 150] ; [152  72],[410.62972292 159.37027708] ; [161.37027708  62.62972292],0
b4,1,0.10807,2.582222,[341 229] ; [120 104],[330.94458438 239.05541562] ; [130.05541562  93.94458438],0
s6,1,0.159496,1.979001,[368 194] ; [131  87],[359.53589744 202.46410256] ; [139.46410256  78.53589744],0
s2,1,0.203541,1.616781,[285 279] ; [101 121],[276.97709924 287.02290076] ; [109.02290076 112.97709924],0
a1,1,0.233334,1.42042,[ 20 550] ; [ 12 212],[ 22.97229219 547.02770781] ; [  9.02770781 214.97229219],0
u2,1,0.283631,1.149607,[91 73] ; [34 37],[87.23404255 76.76595745] ; [37.76595745 33.23404255],0
p7,1,0.318132,0.996611,[337 218] ; [125  95],[330.8516129 224.1483871] ; [131.1483871  88.8516129],0
s8,1,0.337536,0.919766,[223 344] ; [ 96 127],[228.95316456 338.04683544] ; [ 90.04683544 132.95316456],0
a8,1,0.348826,0.877724,[ 68 442] ; [ 23 190],[ 64.19087137 445.80912863] ; [ 26.80912863 186.19087137],0
n1,1,0.354713,0.856524,[43 78] ; [30 41],[46.00520833 74.99479167] ; [26.99479167 44.00520833],0
p3,1,0.419929,0.650515,[263 306] ; [ 96 127],[257.91792929 311.08207071] ; [101.08207071 121.91792929],0
a3,1,0.419931,0.650509,[403 164] ; [152  71],[398.33544304 168.66455696] ; [156.66455696  66.33544304],0
v1,1,0.447788,0.576245,[289 268] ; [107 112],[284.24226804 272.75773196] ; [111.75773196 107.24226804],0
v3,1,0.467428,0.52805,[207 342] ; [ 75 140],[202.64136126 346.35863874] ; [ 79.35863874 135.64136126],0
s7,1,0.499685,0.455605,[242 302] ; [101 113],[246.16358839 297.83641161] ; [ 96.83641161 117.16358839],0
n3,1,0.532955,0.388755,[90 32] ; [48 21],[88.14659686 33.85340314] ; [49.85340314 19.14659686],0
s4,1,0.560809,0.338306,[ 96 466] ; [ 42 181],[ 98.79745223 463.20254777] ; [ 39.20254777 183.79745223],0
u4,1,0.569359,0.323756,[ 11 559] ; [  3 221],[ 10.05037783 559.94962217] ; [  3.94962217 220.05037783],0
n2,1,0.57753,0.310245,[87 35] ; [54 18],[88.67010309 33.32989691] ; [52.32989691 19.67010309],0
s1,1,0.580848,0.304866,[ 16 543] ; [  8 213],[ 17.2 541.8] ; [  6.8 214.2],0
p12,1,0.682147,0.167719,[ 30 538] ; [ 10 209],[ 28.86912325 539.13087675] ; [ 11.13087675 207.86912325],0
d2,1,0.710105,0.138173,[277 291] ; [105 117],[274.65316456 293.34683544] ; [107.34683544 114.65316456],0
n4,1,0.72899,0.120041,[422 146] ; [163  60],[420.07585335 147.92414665] ; [164.92414665  58.07585335],0
n5,1,0.748347,0.102925,[404 162] ; [161  61],[405.8248731 160.1751269] ; [159.1751269  62.8248731],0
a4,1,0.808648,0.058647,[253 315] ; [101 121],[254.52151899 313.47848101] ; [ 99.47848101 122.52151899],0
p1,1,0.850656,0.03545,[ 36 530] ; [ 15 208],[ 36.58555133 529.41444867] ; [ 14.41444867 208.58555133],0
p6,1,0.884672,0.021039,[185 379] ; [ 70 147],[184.14852753 379.85147247] ; [ 70.85147247 146.14852753],0
p11,1,0.897365,0.016639,[430 140] ; [168  56],[429.29471033 140.70528967] ; [168.70528967  55.29471033],0
s3,1,0.958904,0.002655,[308 252] ; [122  99],[308.32266325 251.67733675] ; [121.67733675  99.32266325],0
