Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.5e-05,17.742131,[71 32] ; [123  13],[83.60669456 19.39330544] ; [110.39330544  25.60669456],1
n4,1,0.368204,0.809716,[86 16] ; [121  16],[88.34309623 13.65690377] ; [118.65690377  18.34309623],0
n3,1,0.41629,0.660764,[9 2] ; [20  9],[7.975 3.025] ; [21.025  7.975],0
v4,1,0.436424,0.605667,[101   2] ; [132   5],[99.99583333  3.00416667] ; [133.00416667   3.99583333],0
r4,1,0.438648,0.599816,[98  5] ; [127  10],[96.5625  6.4375] ; [128.4375   8.5625],0
s8,1,0.439907,0.596525,[69 33] ; [99 38],[71.69874477 30.30125523] ; [96.30125523 40.69874477],0
r1,1,0.44833,0.574871,[88 15] ; [112  25],[85.83333333 17.16666667] ; [114.16666667  22.83333333],0
s3,1,0.46291,0.538849,[78 24] ; [99 38],[75.53974895 26.46025105] ; [101.46025105  35.53974895],0
d3,1,0.513813,0.426295,[72 31] ; [101  36],[74.24583333 28.75416667] ; [98.75416667 38.24583333],0
b4,1,0.53787,0.379502,[59 44] ; [73 64],[56.65 46.35] ; [75.35 61.65],0
n5,1,0.565653,0.33001,[85 17] ; [117  19],[86.57142857 15.42857143] ; [115.42857143  20.57142857],0
p2,1,0.616887,0.250268,[92 11] ; [125  12],[93.12916667  9.87083333] ; [123.87083333  13.12916667],0
a8,1,0.625542,0.238155,[16 80] ; [ 18 108],[14.7027027 81.2972973] ; [ 19.2972973 106.7027027],0
n1,1,0.62873,0.233787,[7 4] ; [16 13],[6.325 4.675] ; [16.675 12.325],0
u4,1,0.653049,0.202077,[ 4 99] ; [  7 130],[ 4.72083333 98.27916667] ; [  6.27916667 130.72083333],0
p11,1,0.683081,0.166678,[87 16] ; [113  24],[85.83333333 17.16666667] ; [114.16666667  22.83333333],0
n2,1,0.687098,0.162245,[9 2] ; [22  7],[8.525 2.475] ; [22.475  6.525],0
r2,1,0.688359,0.160867,[99  4] ; [132   4],[99.55230126  3.44769874] ; [131.44769874   4.55230126],0
d2,1,0.68865,0.160551,[59 44] ; [82 55],[60.5125 42.4875] ; [80.4875 56.5125],0
r3,1,0.72258,0.126034,[100   3] ; [134   3],[100.425   2.575] ; [133.575   3.425],0
u2,1,0.725944,0.122868,[9 5] ; [14  6],[9.47058824 4.52941176] ; [13.52941176  6.47058824],0
b1,1,0.75103,0.100668,[43 60] ; [60 77],[44.20416667 58.79583333] ; [58.79583333 78.20416667],0
v3,1,0.765331,0.089095,[51 45] ; [68 65],[49.88646288 46.11353712] ; [69.11353712 63.88646288],0
p10,1,0.775271,0.081503,[92 11] ; [123  13],[92.65690377 10.34309623] ; [122.34309623  13.65690377],0
a3,1,0.785624,0.073983,[88 15] ; [117  18],[88.71848739 14.28151261] ; [116.28151261  18.71848739],0
a5,1,0.794311,0.067973,[87 16] ; [114  23],[86.2625 16.7375] ; [114.7375  22.2625],0
u3,1,0.833497,0.044192,[10  5] ; [14  6],[10.28571429  4.71428571] ; [13.71428571  6.28571429],0
d4,1,0.842121,0.039673,[91 12] ; [119  17],[90.50209205 12.49790795] ; [119.49790795  16.50209205],0
s6,1,0.879591,0.022949,[86 16] ; [112  22],[85.57627119 16.42372881] ; [112.42372881  21.57627119],0
s1,1,0.90114,0.015431,[ 4 97] ; [  5 132],[ 3.81932773 97.18067227] ; [  5.18067227 131.81932773],0
u1,1,0.924375,0.009011,[28 75] ; [38 99],[28.325 74.675] ; [37.675 99.325],0
a2,1,0.945589,0.004658,[32 71] ; [42 95],[31.75833333 71.24166667] ; [42.24166667 94.75833333],0
d5,1,0.975336,0.000956,[88 15] ; [116  20],[87.91631799 15.08368201] ; [116.08368201  19.91631799],0
