Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.987347,[27  6] ; [32 61],[15.45238095 17.54761905] ; [43.54761905 49.45238095],1
p2,1,0.267074,1.231713,[25  7] ; [63 30],[22.528  9.472] ; [65.472 27.528],0
r1,1,0.270811,1.212637,[20 13] ; [46 47],[17.28571429 15.71428571] ; [48.71428571 44.28571429],0
d3,1,0.288066,1.128638,[22 11] ; [51 40],[19.42741935 13.57258065] ; [53.57258065 37.42741935],0
b3,1,0.341,0.906667,[ 6 12] ; [11 39],[ 4.5 13.5] ; [12.5 37.5],0
b2,1,0.341,0.906667,[ 6 12] ; [11 39],[ 4.5 13.5] ; [12.5 37.5],0
n2,1,0.424707,0.637255,[9 3] ; [25 15],[7.84615385 4.15384615] ; [26.15384615 13.84615385],0
a8,1,0.499913,0.45512,[ 1 29] ; [ 6 84],[ 1.75 28.25] ; [ 5.25 84.75],0
a3,1,0.507603,0.439006,[18 14] ; [46 47],[16.384 15.616] ; [47.616 45.384],0
b4,1,0.555352,0.347816,[19 14] ; [48 45],[17.54761905 15.45238095] ; [49.45238095 43.54761905],0
p11,1,0.575322,0.313859,[21 12] ; [54 39],[19.64285714 13.35714286] ; [55.35714286 37.64285714],0
n6,1,0.583234,0.301035,[22 11] ; [57 36],[20.69047619 12.30952381] ; [58.30952381 34.69047619],0
s1,1,0.586653,0.295601,[ 1 32] ; [ 5 88],[ 1.57142857 31.42857143] ; [ 4.42857143 88.57142857],0
n3,1,0.674027,0.176927,[7 5] ; [26 14],[7.61538462 4.38461538] ; [25.38461538 14.61538462],0
u2,1,0.701926,0.146476,[9 6] ; [25 21],[8.36065574 6.63934426] ; [25.63934426 20.36065574],0
a7,1,0.718728,0.129715,[20 13] ; [59 33],[20.856 12.144] ; [58.144 33.856],0
u1,1,0.748004,0.103216,[ 1 32] ; [ 4 89],[ 1.30952381 31.69047619] ; [ 3.69047619 89.30952381],0
a2,1,0.775214,0.081545,[ 3 30] ; [ 7 86],[ 2.61904762 30.38095238] ; [ 7.38095238 85.61904762],0
p7,1,0.916039,0.011114,[15 15] ; [46 44],[15.25 14.75] ; [45.75 44.25],0
u3,1,0.928923,0.007957,[9 6] ; [27 19],[8.85245902 6.14754098] ; [27.14754098 18.85245902],0
a6,1,0.976802,0.000846,[18 15] ; [51 42],[18.07142857 14.92857143] ; [50.92857143 42.07142857],0
