Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5.7e-05,16.213107,[16  9] ; [23 79],[ 7.67716535 17.32283465] ; [31.32283465 70.67716535],1
p10,1,0.471673,0.518053,[18 10] ; [59 45],[16.33333333 11.66666667] ; [60.66666667 43.33333333],0
d3,1,0.481871,0.494627,[15 11] ; [53 53],[13.39393939 12.60606061] ; [54.60606061 51.39393939],0
a5,1,0.501184,0.452429,[16 12] ; [53 53],[14.41791045 13.58208955] ; [54.58208955 51.41791045],0
a2,1,0.666955,0.185184,[ 4 24] ; [12 94],[ 3.34328358 24.65671642] ; [12.65671642 93.34328358],0
a7,1,0.671476,0.179881,[16 11] ; [58 48],[15.02255639 11.97744361] ; [58.97744361 47.02255639],0
n6,1,0.722218,0.126378,[20  8] ; [72 34],[19.2238806  8.7761194] ; [72.7761194 33.2238806],0
n2,1,0.737392,0.112432,[9 3] ; [28 12],[8.53846154 3.46153846] ; [28.46153846 11.53846154],0
a8,1,0.793807,0.068314,[ 3 23] ; [10 92],[ 2.640625 23.359375] ; [10.359375 91.640625],0
a1,1,0.817265,0.05339,[ 2 26] ; [ 9 97],[ 2.29850746 25.70149254] ; [ 8.70149254 97.29850746],0
b5,1,0.880584,0.022569,[17 11] ; [66 40],[17.34328358 10.65671642] ; [65.65671642 40.34328358],0
d4,1,0.930043,0.007707,[19  9] ; [71 35],[18.80597015  9.19402985] ; [71.19402985 34.80597015],0
n5,1,0.936437,0.00636,[18 10] ; [69 37],[18.17910448  9.82089552] ; [68.82089552 37.17910448],0
b4,1,0.959161,0.002622,[16 12] ; [60 46],[15.88059701 12.11940299] ; [60.11940299 45.88059701],0
