Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,56.263638,[ 31 115] ; [144  94],[66.53645833 79.46354167] ; [108.46354167 129.53645833],1
b4,1,0.245182,1.350549,[80 69] ; [145  98],[85.52295918 63.47704082] ; [139.47704082 103.52295918],0
s5,1,0.259081,1.27366,[56 85] ; [106 126],[61.2386059 79.7613941] ; [100.7613941 131.2386059],0
p8,1,0.288153,1.128231,[97 52] ; [170  72],[101.74680307  47.25319693] ; [165.25319693  76.74680307],0
s8,1,0.310948,1.026643,[75 74] ; [134 107],[79.84871795 69.15128205] ; [129.15128205 111.84871795],0
d4,1,0.402972,0.699438,[122  26] ; [208  35],[124.91048593  23.08951407] ; [205.08951407  37.91048593],0
p11,1,0.419612,0.651403,[125  24] ; [211  32],[127.71428571  21.28571429] ; [208.28571429  34.71428571],0
b2,1,0.441814,0.591566,[36 58] ; [70 92],[38.921875 55.078125] ; [67.078125 94.921875],0
b3,1,0.441814,0.591566,[36 58] ; [70 92],[38.921875 55.078125] ; [67.078125 94.921875],0
n1,1,0.451771,0.566204,[ 9 16] ; [16 19],[10.41666667 14.58333333] ; [14.58333333 20.41666667],0
v4,1,0.486386,0.484511,[142   7] ; [234   8],[143.28388747   5.71611253] ; [232.71611253   9.28388747],0
b5,1,0.496402,0.462621,[88 61] ; [135 108],[84.7627551 64.2372449] ; [138.2372449 104.7627551],0
d3,1,0.507375,0.439477,[102  47] ; [174  69],[104.90816327  44.09183673] ; [171.09183673  71.90816327],0
s3,1,0.507984,0.438218,[91 57] ; [140 101],[87.88688946 60.11311054] ; [143.11311054  97.88688946],0
a6,1,0.52396,0.406092,[102  47] ; [173  69],[104.79539642  44.20460358] ; [170.20460358  71.79539642],0
a4,1,0.595723,0.281495,[71 78] ; [122 120],[73.54731458 75.45268542] ; [119.45268542 122.54731458],0
p1,1,0.62841,0.234223,[ 21 128] ; [ 30 212],[ 19.43478261 129.56521739] ; [ 31.56521739 210.43478261],0
s1,1,0.684524,0.165078,[  4 144] ; [  5 237],[  3.41538462 144.58461538] ; [  5.58461538 236.41538462],0
a1,1,0.742404,0.108025,[  8 141] ; [ 15 228],[  8.74234694 140.25765306] ; [ 14.25765306 228.74234694],0
p4,1,0.751355,0.100396,[122  27] ; [202  41],[123.15306122  25.84693878] ; [200.84693878  42.15306122],0
s7,1,0.75902,0.094107,[82 57] ; [140  91],[83.4 55.6] ; [138.6  92.4],0
p6,1,0.770335,0.085227,[74 73] ; [125 116],[75.3943299 71.6056701] ; [123.6056701 117.3943299],0
p5,1,0.812045,0.056543,[ 27 120] ; [ 47 196],[ 27.89230769 119.10769231] ; [ 46.10769231 196.89230769],0
s2,1,0.857164,0.032395,[83 66] ; [132 109],[82.14102564 66.85897436] ; [132.85897436 108.14102564],0
u3,1,0.880928,0.022438,[27 14] ; [27 15],[26.6746988 14.3253012] ; [27.3253012 14.6746988],0
s6,1,0.933456,0.006972,[106  38] ; [175  64],[105.65013055  38.34986945] ; [175.34986945  63.65013055],0
p2,1,0.951208,0.003744,[134  15] ; [219  24],[134.17602041  14.82397959] ; [218.82397959  24.17602041],0
