Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000844,11.140954,[ 3 27] ; [11 10],[ 8.23529412 21.76470588] ; [ 5.76470588 15.23529412],1
n1,1,0.236724,1.4,[8 8] ; [1 4],[6.85714286 9.14285714] ; [2.14285714 2.85714286],0
p7,1,0.254838,1.296587,[ 7 23] ; [ 8 13],[ 8.82352941 21.17647059] ; [ 6.17647059 14.82352941],0
s3,1,0.260561,1.265773,[ 8 21] ; [ 9 12],[ 9.86 19.14] ; [ 7.14 13.86],0
p3,1,0.282239,1.156275,[ 6 24] ; [ 7 14],[ 7.64705882 22.35294118] ; [ 5.35294118 15.64705882],0
p8,1,0.314419,1.01202,[ 6 23] ; [ 7 14],[ 7.54 21.46] ; [ 5.46 15.54],0
s2,1,0.334116,0.93288,[ 4 26] ; [ 5 16],[ 5.29411765 24.70588235] ; [ 3.70588235 17.29411765],0
u1,1,0.355125,0.85506,[ 1 29] ; [ 2 19],[ 1.76470588 28.23529412] ; [ 1.23529412 19.76470588],0
p5,1,0.371948,0.797144,[ 1 28] ; [ 2 19],[ 1.74 27.26] ; [ 1.26 19.74],0
b2,1,0.442695,0.589286,[ 8 13] ; [3 9],[ 7. 14.] ; [4. 8.],0
b3,1,0.442695,0.589286,[ 8 13] ; [3 9],[ 7. 14.] ; [4. 8.],0
v3,1,0.465668,0.532236,[ 5 25] ; [ 2 19],[ 4.11764706 25.88235294] ; [ 2.88235294 18.11764706],0
s4,1,0.493484,0.468921,[ 3 27] ; [ 1 20],[ 2.35294118 27.64705882] ; [ 1.64705882 19.35294118],0
b1,1,0.524065,0.405886,[13 17] ; [11 10],[14.11764706 15.88235294] ; [ 9.88235294 11.11764706],0
a6,1,0.524065,0.405886,[13 17] ; [11 10],[14.11764706 15.88235294] ; [ 9.88235294 11.11764706],0
n2,1,0.525392,0.403295,[7 9] ; [3 2],[7.61904762 8.38095238] ; [2.38095238 2.61904762],0
s5,1,0.594032,0.284091,[ 3 27] ; [ 3 17],[ 3.6 26.4] ; [ 2.4 17.6],0
d4,1,0.627937,0.234868,[18 12] ; [14  7],[18.82352941 11.17647059] ; [13.17647059  7.82352941],0
a4,1,0.661612,0.191571,[ 8 21] ; [ 7 14],[ 8.7 20.3] ; [ 6.3 14.7],0
a7,1,0.687865,0.161407,[14 16] ; [11 10],[14.70588235 15.29411765] ; [10.29411765 10.70588235],0
a3,1,0.70436,0.143976,[14 15] ; [ 9 12],[13.34 15.66] ; [ 9.66 11.34],0
u3,1,0.755189,0.097222,[ 2 14] ; [ 2 10],[ 2.28571429 13.71428571] ; [ 1.71428571 10.28571429],0
p12,1,0.768278,0.086806,[ 1 29] ; [ 1 19],[ 1.2 28.8] ; [ 0.8 19.2],0
a2,1,0.776011,0.080952,[ 2 28] ; [ 1 20],[ 1.76470588 28.23529412] ; [ 1.23529412 19.76470588],0
n4,1,0.800664,0.06375,[21  9] ; [14  7],[20.58823529  9.41176471] ; [14.41176471  6.58823529],0
a5,1,0.867057,0.028022,[15 15] ; [10 11],[14.70588235 15.29411765] ; [10.29411765 10.70588235],0
a8,1,0.86785,0.027685,[ 4 26] ; [ 3 17],[ 4.2 25.8] ; [ 2.8 17.2],0
r2,1,0.934143,0.006828,[15 13] ; [11 10],[14.85714286 13.14285714] ; [11.14285714  9.85714286],0
b4,1,0.973042,0.001142,[17 13] ; [12  9],[17.05882353 12.94117647] ; [11.94117647  9.05882353],0
d1,1,1.0,0.0,[10 20] ; [ 7 14],[10. 20.] ; [ 7. 14.],0
u2,1,1.0,0.0,[ 4 12] ; [3 9],[ 4. 12.] ; [3. 9.],0
n5,1,1.0,0.0,[20 10] ; [14  7],[20. 10.] ; [14.  7.],0
