Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.6e-05,18.63937,[35  8] ; [35 50],[23.515625 19.484375] ; [46.484375 38.515625],1
s3,1,0.087962,2.911279,[27 15] ; [41 44],[22.48818898 19.51181102] ; [45.51181102 39.48818898],0
p4,1,0.115594,2.476022,[25 19] ; [35 48],[20.78740157 23.21259843] ; [39.21259843 43.78740157],0
p7,1,0.115901,2.471852,[26 17] ; [36 43],[21.85245902 21.14754098] ; [40.14754098 38.85245902],0
d2,1,0.145889,2.114721,[21 23] ; [29 55],[17.1875 26.8125] ; [32.8125 51.1875],0
b1,1,0.152107,2.050994,[25 19] ; [37 48],[21.14728682 22.85271318] ; [40.85271318 44.14728682],0
u2,1,0.177883,1.815226,[13  2] ; [19  9],[11.1627907  3.8372093] ; [20.8372093  7.1627907],0
a1,1,0.228743,1.448663,[ 2 42] ; [ 1 84],[ 1.02325581 42.97674419] ; [ 1.97674419 83.02325581],0
p12,1,0.233711,1.418134,[ 2 41] ; [ 1 81],[ 1.032 41.968] ; [ 1.968 80.032],0
p1,1,0.278588,1.173967,[ 5 39] ; [ 5 79],[ 3.4375 40.5625] ; [ 6.5625 77.4375],0
a4,1,0.299174,1.077874,[14 30] ; [35 50],[16.71317829 27.28682171] ; [32.28682171 52.71317829],0
n2,1,0.329501,0.950857,[12  2] ; [18  7],[10.76923077  3.23076923] ; [19.23076923  5.76923077],0
v3,1,0.339054,0.914006,[14 25] ; [21 56],[11.76724138 27.23275862] ; [23.23275862 53.76724138],0
n4,1,0.350731,0.87081,[20 24] ; [46 39],[22.51162791 21.48837209] ; [43.48837209 41.51162791],0
a5,1,0.356678,0.849556,[32 12] ; [55 30],[29.6744186 14.3255814] ; [57.3255814 27.6744186],0
p2,1,0.39004,0.738817,[35  9] ; [61 23],[33. 11.] ; [63. 21.],0
r1,1,0.398638,0.71243,[37  7] ; [75  9],[38.5  5.5] ; [73.5 10.5],0
r2,1,0.400413,0.707086,[41  3] ; [82  3],[41.95348837  2.04651163] ; [81.04651163  3.95348837],0
d3,1,0.405064,0.69324,[31 13] ; [53 31],[28.875 15.125] ; [55.125 28.875],0
u1,1,0.464588,0.534818,[ 6 38] ; [ 8 77],[ 4.7751938 39.2248062] ; [ 9.2248062 75.7751938],0
p8,1,0.484607,0.488478,[20 24] ; [32 50],[18.15873016 25.84126984] ; [33.84126984 48.15873016],0
n1,1,0.565449,0.330357,[6 6] ; [10 15],[5.18918919 6.81081081] ; [10.81081081 14.18918919],0
v2,1,0.648063,0.208351,[21 19] ; [37 40],[19.82905983 20.17094017] ; [38.17094017 38.82905983],0
a8,1,0.660191,0.193292,[ 5 34] ; [ 8 71],[ 4.29661017 34.70338983] ; [ 8.70338983 70.29661017],0
a2,1,0.681816,0.168088,[ 7 37] ; [16 69],[ 7.84496124 36.15503876] ; [15.15503876 69.84496124],0
a3,1,0.697486,0.151101,[28 16] ; [57 28],[28.99224806 15.00775194] ; [56.00775194 28.99224806],0
d4,1,0.756407,0.096226,[36  8] ; [66 17],[35.33858268  8.66141732] ; [66.66141732 16.33858268],0
n3,1,0.761057,0.092473,[11  3] ; [19  4],[11.35135135  2.64864865] ; [18.64864865  4.35135135],0
b5,1,0.809355,0.058205,[27 17] ; [54 31],[27.62790698 16.37209302] ; [53.37209302 31.62790698],0
a6,1,0.869531,0.026979,[31 13] ; [58 26],[30.59375 13.40625] ; [58.40625 25.59375],0
n5,1,0.899887,0.015827,[18 26] ; [33 50],[17.66929134 26.33070866] ; [33.33070866 49.66929134],0
b4,1,0.976655,0.000856,[26 18] ; [50 35],[25.92248062 18.07751938] ; [50.07751938 34.92248062],0
s1,1,0.988692,0.000201,[ 2 40] ; [ 4 79],[ 2.016 39.984] ; [ 3.984 79.016],0
a7,1,0.995066,3.8e-05,[30 14] ; [58 27],[30.01550388 13.98449612] ; [57.98449612 27.01550388],0
