Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001182,10.517677,[19 11] ; [15 40],[12. 18.] ; [22. 33.],0
a2,1,0.579209,0.307516,[ 4 27] ; [ 5 50],[ 3.24418605 27.75581395] ; [ 5.75581395 49.24418605],0
a7,1,0.580064,0.306131,[18 13] ; [28 26],[16.77647059 14.22352941] ; [29.22352941 24.77647059],0
p9,1,0.613138,0.25563,[21 10] ; [33 20],[19.92857143 11.07142857] ; [34.07142857 18.92857143],0
r3,1,0.632158,0.229146,[20 11] ; [32 22],[18.96470588 12.03529412] ; [33.03529412 20.96470588],0
n5,1,0.64315,0.214646,[19 11] ; [32 23],[18. 12.] ; [33. 22.],0
s3,1,0.64315,0.214646,[11 19] ; [23 32],[12. 18.] ; [22. 33.],0
s2,1,0.663781,0.188963,[11 20] ; [17 38],[10.09302326 20.90697674] ; [17.90697674 37.09302326],0
a1,1,0.667362,0.184703,[ 2 29] ; [ 5 50],[ 2.52325581 28.47674419] ; [ 4.47674419 50.52325581],0
b4,1,0.670907,0.180543,[16 15] ; [31 24],[16.94186047 14.05813953] ; [30.05813953 24.94186047],0
r2,1,0.741097,0.109164,[18 10] ; [36 17],[18.66666667  9.33333333] ; [35.33333333 17.66666667],0
a6,1,0.850495,0.035527,[17 14] ; [29 26],[16.58139535 14.41860465] ; [29.41860465 25.58139535],0
u2,1,0.858424,0.03182,[10  8] ; [10  9],[9.72972973 8.27027027] ; [10.27027027  8.72972973],0
s6,1,0.878428,0.023398,[13 18] ; [24 31],[13.3372093 17.6627907] ; [23.6627907 31.3372093],0
b5,1,0.878428,0.023398,[18 13] ; [31 24],[17.6627907 13.3372093] ; [31.3372093 23.6627907],0
n4,1,0.891248,0.018694,[17 14] ; [31 24],[17.30232558 13.69767442] ; [30.69767442 24.30232558],0
d3,1,0.914209,0.011606,[18 13] ; [32 22],[18.23529412 12.76470588] ; [31.76470588 22.23529412],0
s1,1,0.920639,0.009926,[ 1 30] ; [ 2 53],[ 1.08139535 29.91860465] ; [ 1.91860465 53.08139535],0
a5,1,0.920865,0.009869,[15 16] ; [26 29],[14.77906977 16.22093023] ; [26.22093023 28.77906977],0
