Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,31.606161,[17 22] ; [84 10],[29.61654135  9.38345865] ; [71.38345865 22.61654135],1
p2,1,0.431755,0.618097,[30  9] ; [66 28],[28.15037594 10.84962406] ; [67.84962406 26.15037594],0
a7,1,0.44126,0.593004,[28 11] ; [61 33],[26.09774436 12.90225564] ; [62.90225564 31.09774436],0
a6,1,0.449123,0.572864,[22 17] ; [59 34],[23.93181818 15.06818182] ; [57.06818182 35.93181818],0
v3,1,0.460117,0.54561,[15 21] ; [45 47],[16.875 19.125] ; [43.125 48.875],0
b2,1,0.47127,0.518998,[ 9 17] ; [27 36],[10.51685393 15.48314607] ; [25.48314607 37.51685393],0
b3,1,0.47127,0.518998,[ 9 17] ; [27 36],[10.51685393 15.48314607] ; [25.48314607 37.51685393],0
d3,1,0.47674,0.506312,[25 14] ; [54 40],[23.16541353 15.83458647] ; [55.83458647 38.16541353],0
r3,1,0.485862,0.485676,[38  1] ; [89  5],[37.2406015  1.7593985] ; [89.7593985  4.2406015],0
p9,1,0.494581,0.466545,[34  4] ; [79 14],[32.77862595  5.22137405] ; [80.22137405 12.77862595],0
r1,1,0.544644,0.367,[31  8] ; [78 15],[32.20454545  6.79545455] ; [76.79545455 16.20454545],0
u3,1,0.598901,0.276657,[9 4] ; [17  5],[9.65714286 3.34285714] ; [16.34285714  5.65714286],0
n3,1,0.608874,0.261818,[9 3] ; [16  8],[8.33333333 3.66666667] ; [16.66666667  7.33333333],0
s1,1,0.610015,0.260152,[ 2 37] ; [ 3 89],[ 1.48854962 37.51145038] ; [ 3.51145038 88.48854962],0
a4,1,0.617995,0.248695,[16 23] ; [43 51],[17.30075188 21.69924812] ; [41.69924812 52.30075188],0
p12,1,0.631821,0.2296,[ 2 36] ; [ 7 85],[ 2.63076923 35.36923077] ; [ 6.36923077 85.63076923],0
d4,1,0.633595,0.227217,[31  8] ; [78 16],[31.96240602  7.03759398] ; [77.03759398 16.96240602],0
a8,1,0.690001,0.159084,[ 5 30] ; [15 72],[ 5.73770492 29.26229508] ; [14.26229508 72.73770492],0
v2,1,0.749676,0.101804,[22 15] ; [55 33],[22.792 14.208] ; [54.208 33.792],0
p3,1,0.804131,0.061506,[12 27] ; [31 63],[12.60902256 26.39097744] ; [30.39097744 63.60902256],0
n2,1,0.808514,0.05873,[10  2] ; [20  5],[9.72972973 2.27027027] ; [20.27027027  4.72972973],0
a1,1,0.825247,0.048753,[ 2 37] ; [ 4 90],[ 1.7593985 37.2406015] ; [ 4.2406015 89.7593985],0
p1,1,0.876047,0.02433,[ 3 36] ; [ 8 86],[ 3.22556391 35.77443609] ; [ 7.77443609 86.22556391],0
r4,1,0.876047,0.02433,[36  3] ; [86  8],[35.77443609  3.22556391] ; [86.22556391  7.77443609],0
b4,1,0.876496,0.024153,[21 18] ; [52 42],[21.40601504 17.59398496] ; [51.59398496 42.40601504],0
v1,1,0.941013,0.005475,[20 17] ; [48 42],[19.81102362 17.18897638] ; [48.18897638 41.81102362],0
v4,1,0.964191,0.002016,[37  2] ; [89  5],[36.94736842  2.05263158] ; [89.05263158  4.94736842],0
s6,1,0.984844,0.000361,[31  7] ; [76 17],[31.03816794  6.96183206] ; [75.96183206 17.03816794],0
s5,1,1.0,0.0,[14 21] ; [36 54],[14. 21.] ; [36. 54.],0
n1,1,1.0,0.0,[6 6] ; [12 12],[6. 6.] ; [12. 12.],0
