Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,72.370816,[ 4 39] ; [193  62],[28.4261745 14.5738255] ; [168.5738255  86.4261745],1
a6,1,0.330186,0.948169,[32 11] ; [170  84],[29.24579125 13.75420875] ; [172.75420875  81.24579125],0
b1,1,0.340992,0.906698,[20 23] ; [ 99 156],[17.17114094 25.82885906] ; [101.82885906 153.17114094],0
p5,1,0.369153,0.806514,[11 32] ; [ 50 205],[ 8.80201342 34.19798658] ; [ 52.19798658 202.80201342],0
v2,1,0.412453,0.67172,[23 19] ; [153  96],[25.40206186 16.59793814] ; [150.59793814  98.40206186],0
a1,1,0.415278,0.663639,[ 2 41] ; [ 21 234],[ 3.31879195 39.68120805] ; [ 19.68120805 235.31879195],0
s7,1,0.423659,0.640142,[23 17] ; [157  88],[25.26315789 14.73684211] ; [154.73684211  90.26315789],0
n4,1,0.442945,0.588642,[35  8] ; [219  36],[36.65100671  6.34899329] ; [217.34899329  37.65100671],0
u3,1,0.554881,0.348645,[10  7] ; [36 18],[11.01408451  5.98591549] ; [34.98591549 19.01408451],0
p12,1,0.5593,0.340918,[ 7 36] ; [ 33 221],[ 5.79124579 37.20875421] ; [ 34.20875421 219.79124579],0
n1,1,0.582306,0.302521,[3 6] ; [22 29],[3.75 5.25] ; [21.25 29.75],0
p7,1,0.627839,0.235002,[35  8] ; [210  39],[36.07876712  6.92123288] ; [208.92123288  40.07876712],0
n5,1,0.669394,0.182311,[36  6] ; [211  43],[35.0472973  6.9527027] ; [211.9527027  42.0472973],0
s1,1,0.69513,0.153588,[ 2 40] ; [  9 246],[ 1.55555556 40.44444444] ; [  9.44444444 245.55555556],0
p3,1,0.724078,0.124618,[28 15] ; [173  82],[29.0033557 13.9966443] ; [171.9966443  83.0033557],0
p10,1,0.750631,0.101002,[39  4] ; [234  20],[39.52525253  3.47474747] ; [233.47474747  20.52525253],0
p11,1,0.779059,0.078706,[35  8] ; [212  43],[35.6409396  7.3590604] ; [211.3590604  43.6409396],0
n2,1,0.812897,0.056022,[6 3] ; [36 15],[6.3 2.7] ; [35.7 15.3],0
n3,1,0.841534,0.039973,[6 3] ; [35 15],[6.25423729 2.74576271] ; [34.74576271 15.25423729],0
v3,1,0.841701,0.039887,[18 25] ; [107 139],[18.59861592 24.40138408] ; [106.40138408 139.59861592],0
b4,1,0.856082,0.032893,[25 18] ; [152 103],[25.54026846 17.45973154] ; [151.45973154 103.54026846],0
a8,1,0.907784,0.013417,[ 6 36] ; [ 34 193],[ 6.24535316 35.75464684] ; [ 33.75464684 193.24535316],0
b3,1,0.985779,0.000318,[12 14] ; [76 88],[12.04210526 13.95789474] ; [75.95789474 88.04210526],0
b2,1,0.985779,0.000318,[12 14] ; [76 88],[12.04210526 13.95789474] ; [75.95789474 88.04210526],0
b5,1,0.99278,8.2e-05,[26 17] ; [154 101],[25.97315436 17.02684564] ; [154.02684564 100.97315436],0
