Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,1.9e-05,18.281855,[57  8] ; [24 23],[47.00892857 17.99107143] ; [33.99107143 13.00892857],1
p5,1,0.319277,0.991904,[ 4 61] ; [ 1 45],[ 2.92792793 62.07207207] ; [ 2.07207207 43.92792793],0
s3,1,0.325879,0.965205,[19 44] ; [10 36],[16.76146789 46.23853211] ; [12.23853211 33.76146789],0
a7,1,0.353823,0.859699,[37 27] ; [23 24],[34.59459459 29.40540541] ; [25.40540541 21.59459459],0
a6,1,0.355781,0.85273,[33 32] ; [28 19],[35.40178571 29.59821429] ; [25.59821429 21.40178571],0
u3,1,0.356744,0.849324,[12 21] ; [ 4 13],[10.56 22.44] ; [ 5.44 11.56],0
b4,1,0.370048,0.803503,[36 29] ; [22 25],[33.66071429 31.33928571] ; [24.33928571 22.66071429],0
n1,1,0.386362,0.750361,[ 5 13] ; [ 9 13],[ 6.3 11.7] ; [ 7.7 14.3],0
u1,1,0.388931,0.742281,[ 4 61] ; [ 5 42],[ 5.22321429 59.77678571] ; [ 3.77678571 43.22321429],0
b1,1,0.402928,0.699571,[28 37] ; [24 23],[30.17857143 34.82142857] ; [21.82142857 25.17857143],0
v3,1,0.421706,0.645556,[10 55] ; [10 37],[11.60714286 53.39285714] ; [ 8.39285714 38.60714286],0
d5,1,0.479599,0.499774,[41 23] ; [27 20],[39.20720721 24.79279279] ; [28.79279279 18.20720721],0
a4,1,0.535162,0.38458,[19 46] ; [16 30],[20.4954955 44.5045045] ; [14.5045045 31.4954955],0
d4,1,0.546457,0.363702,[35 30] ; [28 19],[36.5625 28.4375] ; [26.4375 20.5625],0
v2,1,0.579451,0.307123,[19 46] ; [11 34],[17.72727273 47.27272727] ; [12.27272727 32.72727273],0
n2,1,0.611202,0.258429,[13  6] ; [14  9],[12.21428571  6.78571429] ; [14.78571429  8.21428571],0
n4,1,0.72993,0.119176,[38 27] ; [29 18],[38.88392857 26.11607143] ; [28.11607143 18.88392857],0
b2,1,0.730193,0.118935,[15 19] ; [15 16],[15.69230769 18.30769231] ; [14.30769231 16.69230769],0
b3,1,0.730193,0.118935,[15 19] ; [15 16],[15.69230769 18.30769231] ; [14.30769231 16.69230769],0
a8,1,0.813746,0.055506,[ 6 55] ; [ 4 43],[ 5.64814815 55.35185185] ; [ 4.35185185 42.64814815],0
v1,1,0.973104,0.001137,[15 47] ; [11 35],[14.92592593 47.07407407] ; [11.07407407 34.92592593],0
d3,1,0.974569,0.001016,[27 36] ; [20 27],[26.91818182 36.08181818] ; [20.08181818 26.91818182],0
