Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,66.466949,[ 6 30] ; [77  7],[24.9 11.1] ; [58.1 25.9],1
r3,1,0.18852,1.729144,[35  1] ; [74  8],[33.25423729  2.74576271] ; [75.74576271  6.25423729],0
a3,1,0.190176,1.716254,[21 15] ; [60 25],[24.09917355 11.90082645] ; [56.90082645 28.09917355],0
p7,1,0.235491,1.407388,[19 15] ; [56 27],[21.79487179 12.20512821] ; [53.20512821 29.79487179],0
u2,1,0.319424,0.991304,[6 9] ; [13 10],[7.5 7.5] ; [11.5 11.5],0
p3,1,0.330454,0.947117,[16 20] ; [46 39],[18.44628099 17.55371901] ; [43.55371901 41.44628099],0
v3,1,0.337687,0.919192,[ 8 25] ; [28 56],[10.15384615 22.84615385] ; [25.84615385 58.15384615],0
b5,1,0.3452,0.891024,[14 22] ; [41 44],[16.36363636 19.63636364] ; [38.63636364 46.36363636],0
s1,1,0.35645,0.850362,[ 1 35] ; [ 6 79],[ 2.08264463 33.91735537] ; [ 4.91735537 80.08264463],0
s3,1,0.367385,0.81249,[20 16] ; [54 30],[22.2 13.8] ; [51.8 32.2],0
p12,1,0.369474,0.805433,[ 2 34] ; [ 9 75],[ 3.3 32.7] ; [ 7.7 76.3],0
s2,1,0.391041,0.735702,[19 17] ; [52 33],[21.12396694 14.87603306] ; [49.87603306 35.12396694],0
u3,1,0.411868,0.673401,[7 8] ; [15 10],[8.25 6.75] ; [13.75 11.25],0
b3,1,0.424406,0.638082,[ 6 15] ; [20 32],[ 7.47945205 13.52054795] ; [18.52054795 33.47945205],0
b2,1,0.424406,0.638082,[ 6 15] ; [20 32],[ 7.47945205 13.52054795] ; [18.52054795 33.47945205],0
r4,1,0.467191,0.528613,[31  5] ; [77  8],[32.1322314  3.8677686] ; [75.8677686  9.1322314],0
n3,1,0.480584,0.497538,[9 4] ; [16  4],[9.84848485 3.15151515] ; [15.15151515  4.84848485],0
a1,1,0.619872,0.246047,[ 3 33] ; [ 5 80],[ 2.38016529 33.61983471] ; [ 5.61983471 79.38016529],0
n1,1,0.652605,0.202632,[7 7] ; [ 8 11],[6.36363636 7.63636364] ; [ 8.63636364 10.36363636],0
d4,1,0.698882,0.149638,[29  7] ; [65 19],[28.2  7.8] ; [65.8 18.2],0
p11,1,0.723428,0.125232,[26 10] ; [64 21],[26.7768595  9.2231405] ; [63.2231405 21.7768595],0
v2,1,0.739649,0.110436,[17 18] ; [38 46],[16.17647059 18.82352941] ; [38.82352941 45.17647059],0
s6,1,0.799245,0.064681,[31  5] ; [72 10],[31.42372881  4.57627119] ; [71.57627119 10.42372881],0
d1,1,0.799389,0.064586,[19 17] ; [47 38],[19.63636364 16.36363636] ; [46.36363636 38.63636364],0
p8,1,0.805474,0.060649,[16 19] ; [40 43],[16.61016949 18.38983051] ; [39.38983051 43.61016949],0
d3,1,0.833213,0.044345,[23 13] ; [56 29],[23.50413223 12.49586777] ; [55.49586777 29.50413223],0
r2,1,0.854953,0.033417,[34  2] ; [80  4],[34.2  1.8] ; [79.8  4.2],0
d5,1,0.862462,0.030013,[27  9] ; [65 20],[27.37190083  8.62809917] ; [64.62809917 20.37190083],0
a7,1,0.863993,0.029342,[25 11] ; [57 27],[24.6 11.4] ; [57.4 26.6],0
p1,1,0.941438,0.005397,[ 4 31] ; [10 74],[ 4.11764706 30.88235294] ; [ 9.88235294 74.11764706],0
