Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.4e-05,17.154135,[20 20] ; [80 15],[29.62962963 10.37037037] ; [70.37037037 24.62962963],1
u1,1,0.483432,0.491111,[ 1 39] ; [ 5 91],[ 1.76470588 38.23529412] ; [ 4.23529412 91.76470588],0
p5,1,0.500668,0.453521,[ 2 37] ; [ 8 86],[ 2.93233083 36.06766917] ; [ 7.06766917 86.93233083],0
p7,1,0.511002,0.432015,[15 23] ; [43 51],[16.6969697 21.3030303] ; [41.3030303 52.6969697],0
u2,1,0.547679,0.361491,[11 11] ; [19 26],[ 9.85074627 12.14925373] ; [20.14925373 24.85074627],0
a6,1,0.640666,0.217873,[23 17] ; [51 45],[21.76470588 18.23529412] ; [52.23529412 43.76470588],0
a7,1,0.642927,0.214934,[21 19] ; [54 41],[22.22222222 17.77777778] ; [52.77777778 42.22222222],0
b2,1,0.698512,0.150025,[ 9 18] ; [20 33],[ 9.7875 17.2125] ; [19.2125 33.7875],0
b3,1,0.698512,0.150025,[ 9 18] ; [20 33],[ 9.7875 17.2125] ; [19.2125 33.7875],0
s3,1,0.82315,0.04995,[16 23] ; [37 58],[15.42537313 23.57462687] ; [37.57462687 57.42537313],0
p6,1,0.838872,0.041346,[ 8 31] ; [21 74],[ 8.44029851 30.55970149] ; [20.55970149 74.44029851],0
s4,1,0.936162,0.006415,[ 9 31] ; [21 75],[ 8.82352941 31.17647059] ; [21.17647059 74.82352941],0
d1,1,0.96032,0.002475,[11 29] ; [26 70],[10.88235294 29.11764706] ; [26.11764706 69.88235294],0
d3,1,0.963445,0.0021,[17 22] ; [41 54],[16.88059701 22.11940299] ; [41.11940299 53.88059701],0
d4,1,0.963908,0.002048,[24 16] ; [58 38],[24.11764706 15.88235294] ; [57.88235294 38.11764706],0
v3,1,0.96865,0.001545,[ 6 34] ; [14 81],[ 5.92592593 34.07407407] ; [14.07407407 80.92592593],0
a8,1,0.984542,0.000375,[ 4 36] ; [ 9 82],[ 3.96946565 36.03053435] ; [ 9.03053435 81.96946565],0
