Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,89.666039,[231  23] ; [14 30],[208.82550336  45.17449664] ; [36.17449664  7.82550336],1
a1,1,0.202475,1.62443,[ 19 235] ; [ 1 43],[ 17.04697987 236.95302013] ; [ 2.95302013 41.04697987],0
r4,1,0.225588,1.468465,[238  16] ; [39  5],[236.10067114  17.89932886] ; [40.89932886  3.10067114],0
v2,1,0.252073,1.311775,[160  90] ; [23 19],[156.67808219  93.32191781] ; [26.32191781 15.67808219],0
b4,1,0.261639,1.260062,[150 104] ; [22 22],[146.60402685 107.39597315] ; [25.39597315 18.60402685],0
b2,1,0.273442,1.199397,[65 95] ; [ 9 21],[62.31578947 97.68421053] ; [11.68421053 18.31578947],0
b3,1,0.273442,1.199397,[65 95] ; [ 9 21],[62.31578947 97.68421053] ; [11.68421053 18.31578947],0
p6,1,0.295487,1.09445,[145 103] ; [22 22],[141.83561644 106.16438356] ; [25.16438356 18.83561644],0
r3,1,0.316717,1.002454,[242   9] ; [41  3],[240.78983051  10.21016949] ; [42.21016949  1.78983051],0
n2,1,0.359397,0.84,[26  9] ; [4 3],[25. 10.] ; [5. 2.],0
p11,1,0.394569,0.724817,[219  35] ; [40  4],[220.75838926  33.24161074] ; [38.24161074  5.75838926],0
p5,1,0.42727,0.630232,[ 60 194] ; [ 8 36],[ 57.95973154 196.04026846] ; [10.04026846 33.95973154],0
u2,1,0.447872,0.576032,[35 22] ; [12 11],[33.4875 23.5125] ; [13.5125  9.4875],0
a7,1,0.463245,0.538043,[186  67] ; [30 14],[184.  69.] ; [32. 12.],0
n3,1,0.569764,0.323077,[21 14] ; [5 2],[21.66666667 13.33333333] ; [4.33333333 2.66666667],0
b5,1,0.584539,0.298953,[133 121] ; [25 19],[134.67114094 119.32885906] ; [23.32885906 20.67114094],0
p12,1,0.607316,0.264102,[ 33 220] ; [ 7 37],[ 34.07407407 218.92592593] ; [ 5.92592593 38.07407407],0
p10,1,0.704846,0.143479,[228  24] ; [39  5],[227.31081081  24.68918919] ; [39.68918919  4.31081081],0
a6,1,0.784135,0.07504,[173  80] ; [31 13],[173.77777778  79.22222222] ; [30.22222222 13.77777778],0
s4,1,0.796615,0.066425,[ 47 203] ; [ 9 35],[ 47.61904762 202.38095238] ; [ 8.38095238 35.61904762],0
n4,1,0.8386,0.041488,[211  43] ; [36  8],[210.53020134  43.46979866] ; [36.46979866  7.53020134],0
b1,1,0.847182,0.037139,[100 154] ; [18 26],[100.57718121 153.42281879] ; [17.42281879 26.57718121],0
s1,1,0.854744,0.033514,[  7 247] ; [ 1 43],[  6.81879195 247.18120805] ; [ 1.18120805 42.81879195],0
n1,1,0.888196,0.019765,[14 21] ; [3 4],[14.16666667 20.83333333] ; [2.83333333 4.16666667],0
p7,1,0.911329,0.012402,[221  30] ; [39  5],[221.22033898  29.77966102] ; [38.77966102  5.22033898],0
p9,1,0.925741,0.008687,[232  22] ; [40  4],[231.83892617  22.16107383] ; [40.16107383  3.83892617],0
n5,1,0.950328,0.003881,[206  47] ; [36  8],[206.14814815  46.85185185] ; [35.85185185  8.14814815],0
v3,1,0.995443,3.3e-05,[115 132] ; [20 23],[114.98275862 132.01724138] ; [20.01724138 22.98275862],0
