Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2.5e-05,17.740403,[363  29] ; [7 5],[359.00990099  32.99009901] ; [10.99009901  1.00990099],1
p9,1,0.579247,0.307453,[340  44] ; [10  2],[339.39393939  44.60606061] ; [10.60606061  1.39393939],0
b2,1,0.587139,0.294834,[101 137] ; [3 6],[100.21052632 137.78947368] ; [3.78947368 5.21052632],0
b3,1,0.587139,0.294834,[101 137] ; [3 6],[100.21052632 137.78947368] ; [3.78947368 5.21052632],0
a5,1,0.621904,0.243201,[303  89] ; [10  2],[303.7029703  88.2970297] ; [9.2970297 2.7029703],0
p5,1,0.63518,0.225102,[ 50 335] ; [ 1 11],[ 49.45843829 335.54156171] ; [ 1.54156171 10.45843829],0
d2,1,0.64081,0.217685,[222 169] ; [6 6],[221.21091811 169.78908189] ; [6.78908189 5.21091811],0
d1,1,0.644434,0.21299,[285 107] ; [8 4],[284.2970297 107.7029703] ; [8.7029703 3.2970297],0
p6,1,0.648629,0.207633,[167 218] ; [6 6],[167.77078086 217.22921914] ; [5.22921914 6.77078086],0
p12,1,0.709006,0.139271,[ 46 342] ; [ 1 11],[ 45.59 342.41] ; [ 1.41 10.59],0
n4,1,0.717613,0.130792,[309  82] ; [10  2],[309.50124069  81.49875931] ; [9.49875931 2.50124069],0
s5,1,0.719705,0.128775,[182 189] ; [6 5],[182.58638743 188.41361257] ; [5.41361257 5.58638743],0
n3,1,0.752864,0.099141,[56 27] ; [3 1],[56.28735632 26.71264368] ; [2.71264368 1.28735632],0
s8,1,0.788521,0.071948,[243 148] ; [7 5],[242.55583127 148.44416873] ; [7.44416873 4.55583127],0
p3,1,0.825932,0.048366,[215 175] ; [7 5],[215.37313433 174.62686567] ; [6.62686567 5.37313433],0
u3,1,0.827034,0.047745,[63 24] ; [2 1],[62.83333333 24.16666667] ; [2.16666667 0.83333333],0
n6,1,0.834652,0.043572,[330  56] ; [10  2],[329.74874372  56.25125628] ; [10.25125628  1.74874372],0
a3,1,0.838745,0.041412,[303  88] ; [9 3],[302.70967742  88.29032258] ; [9.29032258 2.70967742],0
a1,1,0.846004,0.037721,[ 27 365] ; [ 1 11],[ 27.16831683 364.83168317] ; [ 0.83168317 11.16831683],0
n5,1,0.863363,0.029617,[300  89] ; [9 3],[299.75311721  89.24688279] ; [9.24688279 2.75311721],0
d3,1,0.885336,0.020796,[301  91] ; [9 3],[300.79207921  91.20792079] ; [9.20792079 2.79207921],0
v1,1,0.910603,0.012606,[226 151] ; [7 5],[225.81233933 151.18766067] ; [7.18766067 4.81233933],0
a6,1,0.917282,0.010787,[255 136] ; [8 4],[255.16873449 135.83126551] ; [7.83126551 4.16873449],0
b1,1,0.924608,0.008955,[158 234] ; [5 7],[158.15841584 233.84158416] ; [4.84158416 7.15841584],0
u2,1,0.932609,0.007151,[60 27] ; [2 1],[59.93333333 27.06666667] ; [2.06666667 0.93333333],0
n2,1,0.977886,0.000768,[62 20] ; [3 1],[61.97674419 20.02325581] ; [3.02325581 0.97674419],0
p4,1,0.990091,0.000154,[260 129] ; [8 4],[259.98004988 129.01995012] ; [8.01995012 3.98004988],0
