Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,61.213213,[316   8] ; [17 10],[307.38461538  16.61538462] ; [25.61538462  1.38461538],1
v2,1,0.120255,2.413992,[160 144] ; [10 17],[156.13293051 147.86706949] ; [13.86706949 13.13293051],0
s4,1,0.12796,2.317085,[ 62 261] ; [ 2 25],[ 59.06285714 263.93714286] ; [ 4.93714286 22.06285714],0
p2,1,0.131722,2.272096,[267  58] ; [19  8],[264.0625  60.9375] ; [21.9375  5.0625],0
d3,1,0.135934,2.223395,[225  99] ; [15 12],[221.53846154 102.46153846] ; [18.46153846  8.53846154],0
a1,1,0.135999,2.222656,[  8 318] ; [ 2 25],[  9.23512748 316.76487252] ; [ 0.76487252 26.23512748],0
s6,1,0.144354,2.130918,[210 109] ; [14 13],[206.52023121 112.47976879] ; [17.47976879  9.52023121],0
r3,1,0.149914,2.07313,[310  16] ; [23  3],[308.40340909  17.59659091] ; [24.59659091  1.40340909],0
s7,1,0.15165,2.055574,[139 178] ; [ 8 19],[135.4622093 181.5377907] ; [11.5377907 15.4622093],0
p6,1,0.182097,1.780422,[ 85 236] ; [ 4 23],[ 82.09482759 238.90517241] ; [ 6.90517241 20.09482759],0
n1,1,0.197747,1.658934,[33 54] ; [2 9],[31.07142857 55.92857143] ; [3.92857143 7.07142857],0
u2,1,0.198803,1.651149,[59 47] ; [9 3],[61.08474576 44.91525424] ; [6.91525424 5.08474576],0
a3,1,0.219561,1.507238,[219 107] ; [15 12],[216.101983 109.898017] ; [17.898017  9.101983],0
a7,1,0.235778,1.40566,[239  86] ; [17 10],[236.36363636  88.63636364] ; [19.63636364  7.36363636],0
v1,1,0.242417,1.366482,[155 163] ; [10 17],[152.08695652 165.91304348] ; [12.91304348 14.08695652],0
n3,1,0.25696,1.285062,[62 25] ; [6 5],[60.36734694 26.63265306] ; [7.63265306 3.36734694],0
n5,1,0.2599,1.269291,[236  87] ; [17 10],[233.48285714  89.51714286] ; [19.51714286  7.48285714],0
p5,1,0.279833,1.167899,[ 19 305] ; [ 3 24],[ 20.30769231 303.69230769] ; [ 1.69230769 25.30769231],0
b2,1,0.301884,1.065855,[ 65 109] ; [ 3 10],[ 63.27272727 110.72727273] ; [4.72727273 8.27272727],0
b3,1,0.301884,1.065855,[ 65 109] ; [ 3 10],[ 63.27272727 110.72727273] ; [4.72727273 8.27272727],0
s1,1,0.353673,0.860236,[ 12 308] ; [ 2 25],[ 12.91066282 307.08933718] ; [ 1.08933718 25.91066282],0
b4,1,0.394761,0.724227,[190 136] ; [18  9],[192.09065156 133.90934844] ; [15.90934844 11.09065156],0
p8,1,0.396505,0.718899,[133 186] ; [ 9 18],[130.91907514 188.08092486] ; [11.08092486 15.91907514],0
p7,1,0.399621,0.709467,[165 147] ; [12 15],[162.90265487 149.09734513] ; [14.09734513 12.90265487],0
v3,1,0.450506,0.56938,[103 209] ; [ 7 20],[101.23893805 210.76106195] ; [ 8.76106195 18.23893805],0
u1,1,0.530033,0.394328,[ 37 289] ; [ 2 25],[ 36.01699717 289.98300283] ; [ 2.98300283 24.01699717],0
p9,1,0.619886,0.246028,[297  27] ; [24  3],[296.30769231  27.69230769] ; [24.69230769  2.30769231],0
s8,1,0.651029,0.204605,[130 195] ; [12 15],[131.10795455 193.89204545] ; [10.89204545 16.10795455],0
a8,1,0.681613,0.168315,[ 38 264] ; [ 4 22],[ 38.67073171 263.32926829] ; [ 3.32926829 22.67073171],0
d4,1,0.715262,0.133078,[263  63] ; [21  6],[262.2776204  63.7223796] ; [21.7223796  5.2776204],0
p12,1,0.729243,0.119808,[ 17 308] ; [ 1 26],[ 16.61931818 308.38068182] ; [ 1.38068182 25.61931818],0
p1,1,0.778809,0.078889,[ 16 310] ; [ 1 26],[ 15.69971671 310.30028329] ; [ 1.30028329 25.69971671],0
p4,1,0.800761,0.063686,[128 196] ; [10 17],[127.38461538 196.61538462] ; [10.61538462 16.38461538],0
p11,1,0.806474,0.060014,[260  66] ; [21  6],[259.50708215  66.49291785] ; [21.49291785  5.50708215],0
b5,1,0.918063,0.010583,[202 124] ; [17 10],[202.24929178 123.75070822] ; [16.75070822 10.24929178],0
