Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.6e-05,18.610792,[81 79] ; [ 6 37],[68.57142857 91.42857143] ; [18.42857143 24.57142857],1
a2,1,0.353583,0.860557,[ 32 130] ; [ 6 38],[ 29.88349515 132.11650485] ; [ 8.11650485 35.88349515],0
b1,1,0.361477,0.832757,[ 56 106] ; [12 32],[ 53.47572816 108.52427184] ; [14.52427184 29.47572816],0
p10,1,0.377405,0.779138,[141  21] ; [36  8],[139.19417476  22.80582524] ; [37.80582524  6.19417476],0
r1,1,0.385802,0.752131,[127  34] ; [32 12],[124.87317073  36.12682927] ; [34.12682927  9.87317073],0
d3,1,0.392016,0.732679,[114  48] ; [28 16],[111.66990291  50.33009709] ; [30.33009709 13.66990291],0
a8,1,0.422045,0.644614,[ 18 125] ; [ 3 35],[ 16.59116022 126.40883978] ; [ 4.40883978 33.59116022],0
s2,1,0.449527,0.571844,[ 27 135] ; [ 5 37],[ 25.41176471 136.58823529] ; [ 6.58823529 35.41176471],0
a7,1,0.458762,0.548914,[123  39] ; [31 13],[121.10679612  40.89320388] ; [32.89320388 11.10679612],0
r3,1,0.495225,0.465154,[152  10] ; [40  4],[150.99029126  11.00970874] ; [41.00970874  2.99029126],0
r2,1,0.50237,0.449927,[147  13] ; [39  5],[145.88235294  14.11764706] ; [40.11764706  3.88235294],0
a4,1,0.529433,0.395479,[67 94] ; [16 28],[65.18536585 95.81463415] ; [17.81463415 26.18536585],0
a5,1,0.540223,0.375127,[125  37] ; [32 12],[123.46601942  38.53398058] ; [33.53398058 10.46601942],0
u2,1,0.610611,0.259287,[28 24] ; [15 10],[29.03896104 22.96103896] ; [13.96103896 11.03896104],0
u3,1,0.621699,0.243486,[26 26] ; [14 11],[27.01298701 24.98701299] ; [12.98701299 12.01298701],0
d4,1,0.631553,0.22996,[127  35] ; [33 11],[125.82524272  36.17475728] ; [34.17475728  9.82524272],0
n1,1,0.653484,0.201536,[10 21] ; [4 6],[10.58536585 20.41463415] ; [3.41463415 6.58536585],0
b2,1,0.694414,0.154349,[32 65] ; [ 6 15],[31.23728814 65.76271186] ; [ 6.76271186 14.23728814],0
b3,1,0.694414,0.154349,[32 65] ; [ 6 15],[31.23728814 65.76271186] ; [ 6.76271186 14.23728814],0
a1,1,0.775924,0.081017,[  5 157] ; [ 1 43],[  4.7184466 157.2815534] ; [ 1.2815534 42.7184466],0
p1,1,0.78505,0.074389,[ 17 145] ; [ 4 40],[ 16.51456311 145.48543689] ; [ 4.48543689 39.51456311],0
b5,1,0.807785,0.059187,[99 63] ; [26 18],[98.30097087 63.69902913] ; [26.69902913 17.30097087],0
a6,1,0.849677,0.035922,[108  54] ; [30 14],[108.52427184  53.47572816] ; [29.47572816 14.52427184],0
n2,1,0.90879,0.013125,[23  9] ; [7 3],[22.85714286  9.14285714] ; [7.14285714 2.85714286],0
p9,1,0.917914,0.010622,[140  21] ; [38  6],[139.79512195  21.20487805] ; [38.20487805  5.79512195],0
v4,1,0.948495,0.004173,[155   7] ; [42  2],[154.9223301   7.0776699] ; [42.0776699  1.9223301],0
