Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.92749,[102   8] ; [15 17],[90.63380282 19.36619718] ; [26.36619718  5.63380282],1
p11,1,0.219442,1.508014,[90 20] ; [23  9],[87.53521127 22.46478873] ; [25.46478873  6.53521127],0
a6,1,0.221553,1.494281,[44 66] ; [ 9 23],[41.05633803 68.94366197] ; [11.94366197 20.05633803],0
p2,1,0.263559,1.249965,[86 21] ; [22  9],[83.73913043 23.26086957] ; [24.26086957  6.73913043],0
a1,1,0.266518,1.234583,[ 10 100] ; [ 1 31],[  8.52112676 101.47887324] ; [ 2.47887324 29.52112676],0
p10,1,0.270357,1.214934,[88 18] ; [23  8],[85.88321168 20.11678832] ; [25.11678832  5.88321168],0
a3,1,0.271148,1.21093,[86 24] ; [22 10],[83.66197183 26.33802817] ; [24.33802817  7.66197183],0
n4,1,0.281655,1.159085,[88 21] ; [23  9],[85.80851064 23.19148936] ; [25.19148936  6.80851064],0
u3,1,0.284543,1.145263,[12 12] ; [7 3],[13.41176471 10.58823529] ; [5.58823529 4.41176471],0
n3,1,0.29627,1.090909,[20  5] ; [7 4],[18.75  6.25] ; [8.25 2.75],0
n2,1,0.297798,1.08403,[19  6] ; [10  1],[20.13888889  4.86111111] ; [8.86111111 2.13888889],0
b5,1,0.305618,1.04952,[54 56] ; [19 13],[56.54929577 53.45070423] ; [16.45070423 15.54929577],0
s3,1,0.327955,0.956957,[69 41] ; [17 15],[66.61971831 43.38028169] ; [19.38028169 12.61971831],0
s6,1,0.345189,0.891066,[74 33] ; [18 12],[71.8540146 35.1459854] ; [20.1459854  9.8540146],0
n5,1,0.418619,0.654189,[84 24] ; [27  5],[85.62857143 22.37142857] ; [25.37142857  6.62857143],0
p7,1,0.429423,0.624383,[73 33] ; [19 12],[71.18248175 34.81751825] ; [20.81751825 10.18248175],0
p1,1,0.430993,0.620146,[  6 103] ; [ 3 29],[  6.95744681 102.04255319] ; [ 2.04255319 29.95744681],0
p3,1,0.454596,0.559168,[51 57] ; [17 14],[52.83453237 55.16546763] ; [15.16546763 15.83453237],0
p8,1,0.489687,0.477215,[54 53] ; [13 17],[52.32846715 54.67153285] ; [14.67153285 15.32846715],0
v2,1,0.515343,0.423204,[65 41] ; [21 10],[66.54014599 39.45985401] ; [19.45985401 11.54014599],0
s2,1,0.536242,0.38255,[62 48] ; [20 12],[63.52112676 46.47887324] ; [18.47887324 13.52112676],0
d3,1,0.565811,0.329742,[51 59] ; [13 19],[49.57746479 60.42253521] ; [14.42253521 17.57746479],0
u2,1,0.594525,0.283333,[12 12] ; [4 6],[11.29411765 12.70588235] ; [4.70588235 5.29411765],0
n1,1,0.668576,0.183273,[14 11] ; [7 4],[14.58333333 10.41666667] ; [6.41666667 4.58333333],0
u1,1,0.695043,0.15368,[  5 105] ; [ 2 30],[  5.42253521 104.57746479] ; [ 1.57746479 30.42253521],0
s1,1,0.712048,0.13624,[  5 103] ; [ 1 31],[  4.62857143 103.37142857] ; [ 1.37142857 30.62857143],0
s4,1,0.751218,0.10051,[18 92] ; [ 6 26],[18.5915493 91.4084507] ; [ 5.4084507 26.5915493],0
s7,1,0.760344,0.093042,[58 48] ; [16 15],[57.25547445 48.74452555] ; [16.74452555 14.25547445],0
p5,1,0.812233,0.056429,[15 91] ; [ 4 28],[14.5942029 91.4057971] ; [ 4.4057971 27.5942029],0
d1,1,0.825295,0.048726,[54 56] ; [15 17],[53.45070423 56.54929577] ; [15.54929577 16.45070423],0
p6,1,0.846849,0.037303,[37 68] ; [10 20],[36.55555556 68.44444444] ; [10.44444444 19.55555556],0
d2,1,0.856273,0.032805,[53 57] ; [16 16],[53.45070423 56.54929577] ; [15.54929577 16.45070423],0
p9,1,0.872936,0.025578,[89 18] ; [27  5],[89.29496403 17.70503597] ; [26.70503597  5.29496403],0
a2,1,0.960882,0.002406,[ 10 100] ; [ 3 29],[10.07042254 99.92957746] ; [ 2.92957746 29.07042254],0
a4,1,0.99316,7.3e-05,[51 58] ; [15 17],[51.0212766 57.9787234] ; [14.9787234 17.0212766],0
