Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000449,12.315249,[ 9 14] ; [41 10],[15.54054054  7.45945946] ; [34.45945946 16.54054054],1
n3,1,0.437558,0.602679,[7 1] ; [5 2],[6.4 1.6] ; [5.6 1.4],0
a4,1,0.451144,0.567775,[13 10] ; [24 27],[11.5 11.5] ; [25.5 25.5],0
b2,1,0.451198,0.56764,[3 7] ; [ 5 22],[2.16216216 7.83783784] ; [ 5.83783784 21.16216216],0
b3,1,0.451198,0.56764,[3 7] ; [ 5 22],[2.16216216 7.83783784] ; [ 5.83783784 21.16216216],0
s5,1,0.457454,0.552116,[13  8] ; [24 22],[11.59701493  9.40298507] ; [25.40298507 20.59701493],0
d1,1,0.467699,0.527408,[16  7] ; [31 20],[14.60810811  8.39189189] ; [32.39189189 18.60810811],0
a8,1,0.526415,0.401307,[ 1 17] ; [ 5 42],[ 1.66153846 16.33846154] ; [ 4.33846154 42.66153846],0
a2,1,0.530906,0.392657,[ 6 17] ; [10 41],[ 4.97297297 18.02702703] ; [11.02702703 39.97297297],0
s2,1,0.55741,0.344208,[15  8] ; [36 14],[16.06849315  6.93150685] ; [34.93150685 15.06849315],0
n1,1,0.604773,0.267857,[2 6] ; [1 6],[1.6 6.4] ; [1.4 5.6],0
r4,1,0.677872,0.172531,[20  3] ; [46  5],[20.51351351  2.48648649] ; [45.48648649  5.51351351],0
b4,1,0.751028,0.100669,[14  9] ; [33 18],[14.60810811  8.39189189] ; [32.39189189 18.60810811],0
v4,1,0.787018,0.073,[22  1] ; [48  3],[21.75675676  1.24324324] ; [48.24324324  2.75675676],0
a3,1,0.792162,0.069434,[16  7] ; [37 14],[16.47297297  6.52702703] ; [36.52702703 14.47297297],0
s8,1,0.801683,0.063086,[11 12] ; [26 25],[11.5 11.5] ; [25.5 25.5],0
p6,1,0.807237,0.059532,[ 9 13] ; [22 28],[ 9.47222222 12.52777778] ; [21.52777778 28.47222222],0
a7,1,0.812399,0.056327,[17  6] ; [39 12],[17.40540541  5.59459459] ; [38.59459459 12.40540541],0
s6,1,0.85543,0.033195,[18  3] ; [42  8],[17.74647887  3.25352113] ; [42.25352113  7.74647887],0
a6,1,0.868222,0.027528,[14  9] ; [30 21],[13.67567568  9.32432432] ; [30.32432432 20.67567568],0
r2,1,0.90104,0.015462,[21  2] ; [47  4],[21.13513514  1.86486486] ; [46.86486486  4.13513514],0
a1,1,0.931427,0.007404,[ 1 22] ; [ 2 49],[ 0.93243243 22.06756757] ; [ 2.06756757 48.93243243],0
a5,1,0.935705,0.006508,[16  7] ; [35 16],[15.85135135  7.14864865] ; [35.14864865 15.85135135],0
v3,1,0.965233,0.0019,[10 12] ; [22 27],[ 9.91549296 12.08450704] ; [22.08450704 26.91549296],0
u3,1,1.0,0.0,[4 3] ; [8 6],[4. 3.] ; [8. 6.],0
