Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,24.138006,[61 28] ; [27 59],[44.75428571 44.24571429] ; [43.24571429 42.75428571],1
n6,1,0.132637,2.261367,[74 15] ; [65 23],[69.89265537 19.10734463] ; [69.10734463 18.89265537],0
p2,1,0.134809,2.236235,[67 21] ; [58 30],[62.5 25.5] ; [62.5 25.5],0
n5,1,0.144028,2.134384,[66 23] ; [55 31],[61.53714286 27.46285714] ; [59.46285714 26.53714286],0
v1,1,0.144538,2.128974,[44 43] ; [34 52],[39.22543353 47.77456647] ; [38.77456647 47.22543353],0
b4,1,0.15257,2.046364,[55 34] ; [45 43],[50.28248588 38.71751412] ; [49.71751412 38.28248588],0
n2,1,0.154644,2.025838,[17  2] ; [18  7],[15.11363636  3.88636364] ; [19.88636364  5.11363636],0
p11,1,0.156881,2.004039,[70 19] ; [61 27],[65.8700565 23.1299435] ; [65.1299435 22.8700565],0
p1,1,0.187539,1.736842,[15 73] ; [ 9 79],[12. 76.] ; [12. 76.],0
s6,1,0.220462,1.501364,[51 35] ; [43 43],[47. 39.] ; [47. 39.],0
r3,1,0.234122,1.415641,[81  8] ; [75 13],[78.44067797 10.55932203] ; [77.55932203 10.44067797],0
u1,1,0.25355,1.303636,[ 5 84] ; [ 2 86],[ 3.51977401 85.48022599] ; [ 3.48022599 84.51977401],0
n3,1,0.299064,1.078365,[14  3] ; [17  8],[12.54761905  4.45238095] ; [18.45238095  6.54761905],0
s1,1,0.304309,1.055215,[ 3 83] ; [ 6 80],[ 4.5 81.5] ; [ 4.5 81.5],0
p5,1,0.35588,0.852378,[12 76] ; [ 8 79],[10.05714286 77.94285714] ; [ 9.94285714 77.05714286],0
d4,1,0.364743,0.821496,[47 42] ; [40 47],[43.99431818 45.00568182] ; [43.00568182 43.99431818],0
p6,1,0.384721,0.755562,[31 57] ; [25 61],[28.32183908 59.67816092] ; [27.67816092 58.32183908],0
u2,1,0.398592,0.712571,[12 16] ; [31 28],[13.83908046 14.16091954] ; [29.16091954 29.83908046],0
s3,1,0.41342,0.668945,[52 35] ; [45 39],[49.35087719 37.64912281] ; [47.64912281 36.35087719],0
u3,1,0.441282,0.592947,[16 12] ; [29 31],[14.31818182 13.68181818] ; [30.68181818 29.31818182],0
s4,1,0.442532,0.589707,[17 71] ; [13 74],[15.08571429 72.91428571] ; [14.91428571 72.08571429],0
a8,1,0.447953,0.575825,[11 72] ; [ 8 76],[ 9.44311377 73.55688623] ; [ 9.55688623 74.44311377],0
p7,1,0.560812,0.338301,[47 41] ; [48 35],[48.88888889 39.11111111] ; [46.11111111 36.88888889],0
a1,1,0.688474,0.160742,[ 3 86] ; [ 4 84],[ 3.51977401 85.48022599] ; [ 3.48022599 84.51977401],0
b5,1,0.931737,0.007338,[50 39] ; [50 38],[50.28248588 38.71751412] ; [49.71751412 38.28248588],0
n1,1,0.941395,0.005405,[ 7 11] ; [10 15],[ 7.11627907 10.88372093] ; [ 9.88372093 15.11627907],0
