Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7.8e-05,15.614905,[34 28] ; [121  28],[45.5450237 16.4549763] ; [109.4549763  39.5450237],1
a7,1,0.78512,0.07434,[48 18] ; [111  38],[48.80930233 17.19069767] ; [110.19069767  38.80930233],0
p4,1,0.798072,0.065455,[28 37] ; [67 82],[28.85514019 36.14485981] ; [66.14485981 82.85514019],0
a6,1,0.805145,0.060858,[42 25] ; [96 53],[42.80555556 24.19444444] ; [95.19444444 53.80555556],0
n1,1,0.906891,0.01368,[ 7 17] ; [10 26],[ 6.8 17.2] ; [10.2 25.8],0
v2,1,0.933259,0.007013,[33 30] ; [74 69],[32.72330097 30.27669903] ; [74.27669903 68.72330097],0
b4,1,0.938623,0.005929,[41 26] ; [92 57],[41.25462963 25.74537037] ; [91.74537037 57.25462963],0
n3,1,0.965172,0.001907,[18  5] ; [28  8],[17.93220339  5.06779661] ; [28.06779661  7.93220339],0
p1,1,0.98105,0.000564,[ 5 61] ; [ 11 136],[ 4.95774648 61.04225352] ; [ 11.04225352 135.95774648],0
b5,1,0.986626,0.000281,[41 26] ; [91 58],[40.94444444 26.05555556] ; [91.05555556 57.94444444],0
u3,1,1.0,0.0,[16  8] ; [34 17],[16.  8.] ; [34. 17.],0
