Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,82.038913,[ 1 55] ; [154  69],[31.11111111 24.88888889] ; [123.88888889  99.11111111],1
n4,1,0.537593,0.380019,[41 15] ; [172  51],[42.75268817 13.24731183] ; [170.24731183  52.75268817],0
v1,1,0.542487,0.37095,[27 29] ; [114 102],[29.02941176 26.97058824] ; [111.97058824 104.02941176],0
r2,1,0.548187,0.360575,[50  6] ; [202  18],[51.13043478  4.86956522] ; [200.86956522  19.13043478],0
v3,1,0.574093,0.315882,[21 35] ; [ 71 141],[19.2238806 36.7761194] ; [ 72.7761194 139.2238806],0
p3,1,0.57568,0.313271,[37 18] ; [141  82],[35.21582734 19.78417266] ; [142.78417266  80.21582734],0
b5,1,0.605346,0.267008,[30 26] ; [128  95],[31.71326165 24.28673835] ; [126.28673835  96.71326165],0
p5,1,0.625468,0.238257,[ 8 47] ; [ 27 196],[ 6.92446043 48.07553957] ; [ 28.07553957 194.92446043],0
s3,1,0.669462,0.182233,[22 33] ; [ 95 125],[23.4 31.6] ; [ 93.6 126.4],0
a8,1,0.699859,0.148619,[ 4 47] ; [ 19 179],[ 4.71084337 46.28915663] ; [ 18.28915663 179.71084337],0
n5,1,0.702732,0.145645,[40 15] ; [167  55],[41.10108303 13.89891697] ; [165.89891697  56.10108303],0
p12,1,0.713393,0.134911,[ 4 52] ; [ 13 210],[ 3.41218638 52.58781362] ; [ 13.58781362 209.41218638],0
s4,1,0.888982,0.019486,[ 9 46] ; [ 34 184],[ 8.66300366 46.33699634] ; [ 34.33699634 183.66300366],0
v4,1,0.918502,0.01047,[52  4] ; [207  15],[52.17266187  3.82733813] ; [206.82733813  15.17266187],0
p8,1,0.930312,0.007648,[32 22] ; [133  89],[32.2826087 21.7173913] ; [132.7173913  89.2826087],0
p6,1,0.93311,0.007045,[23 33] ; [ 89 131],[22.72463768 33.27536232] ; [ 89.27536232 130.72463768],0
p7,1,0.958502,0.002707,[39 17] ; [154  66],[39.15942029 16.84057971] ; [153.84057971  66.15942029],0
n2,1,0.965559,0.001864,[9 3] ; [31 10],[9.05660377 2.94339623] ; [30.94339623 10.05660377],0
