Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,133.21359,[ 4 42] ; [247  37],[34.98787879 11.01212121] ; [216.01212121  67.98787879],1
p7,1,0.005256,7.789224,[15 30] ; [156 124],[23.67692308 21.32307692] ; [147.32307692 132.67692308],0
v1,1,0.005507,7.705062,[ 9 37] ; [114 164],[17.46296296 28.53703704] ; [105.53703704 172.46296296],0
d4,1,0.006849,7.312277,[26 20] ; [214  69],[33.556231 12.443769] ; [206.443769  76.556231],0
n3,1,0.007021,7.267525,[13 15] ; [58 20],[18.75471698  9.24528302] ; [52.24528302 25.75471698],0
d3,1,0.021302,5.301898,[20 26] ; [174 109],[27.12462006 18.87537994] ; [166.87537994 116.12462006],0
s8,1,0.024012,5.093743,[ 3 42] ; [ 59 224],[ 8.50609756 36.49390244] ; [ 53.49390244 229.50609756],0
u3,1,0.024635,5.049389,[ 6 17] ; [56 52],[10.88549618 12.11450382] ; [51.11450382 56.88549618],0
a5,1,0.026217,4.941632,[23 23] ; [190  94],[29.69090909 16.30909091] ; [183.30909091 100.69090909],0
u1,1,0.04051,4.196382,[ 1 45] ; [ 35 249],[ 5.01818182 40.98181818] ; [ 30.98181818 253.01818182],0
p3,1,0.046181,3.97499,[11 35] ; [111 172],[17.05775076 28.94224924] ; [104.94224924 178.05775076],0
n2,1,0.056478,3.637895,[14 14] ; [56 24],[18.14814815  9.85185185] ; [51.85185185 28.14814815],0
n1,1,0.057842,3.598195,[15 13] ; [27 54],[10.78899083 17.21100917] ; [31.21100917 49.78899083],0
b5,1,0.063295,3.448883,[21 25] ; [171 113],[26.76363636 19.23636364] ; [165.23636364 118.76363636],0
p5,1,0.072516,3.225128,[ 6 39] ; [ 17 267],[ 3.14589666 41.85410334] ; [ 19.85410334 264.14589666],0
d1,1,0.07911,3.083087,[15 31] ; [132 152],[20.49090909 25.50909091] ; [126.50909091 157.49090909],0
a2,1,0.129677,2.296365,[ 4 42] ; [ 50 234],[ 7.52727273 38.47272727] ; [ 46.47272727 237.52727273],0
n4,1,0.150485,2.067328,[27 19] ; [197  87],[31.22424242 14.77575758] ; [192.77575758  91.22424242],0
u2,1,0.184448,1.761418,[ 8 15] ; [54 54],[10.88549618 12.11450382] ; [51.11450382 56.88549618],0
p1,1,0.220774,1.499333,[ 5 41] ; [ 17 266],[ 3.07598784 42.92401216] ; [ 18.92401216 264.07598784],0
a3,1,0.227185,1.458402,[23 21] ; [175 108],[26.64220183 17.35779817] ; [171.35779817 111.64220183],0
a8,1,0.234384,1.414059,[ 2 40] ; [ 28 235],[ 4.13114754 37.86885246] ; [ 25.86885246 237.13114754],0
s7,1,0.28648,1.136091,[ 6 35] ; [ 60 214],[ 8.59047619 32.40952381] ; [ 57.40952381 216.59047619],0
s4,1,0.316592,1.002975,[ 7 39] ; [ 29 254],[ 5.03343465 40.96656535] ; [ 30.96656535 252.03343465],0
s5,1,0.322195,0.980014,[ 6 40] ; [ 53 224],[ 8.40247678 37.59752322] ; [ 50.59752322 226.40247678],0
s3,1,0.379996,0.770715,[ 8 35] ; [ 70 213],[10.28834356 32.71165644] ; [ 67.71165644 215.28834356],0
a4,1,0.46041,0.544897,[15 29] ; [113 170],[17.22324159 26.77675841] ; [110.77675841 172.22324159],0
n5,1,0.556307,0.346139,[32 14] ; [183  98],[30.24464832 15.75535168] ; [184.75535168  96.24464832],0
s1,1,0.580481,0.305458,[ 2 44] ; [  8 274],[ 1.40243902 44.59756098] ; [  8.59756098 273.40243902],0
d2,1,0.683579,0.166125,[17 28] ; [116 167],[18.24695122 26.75304878] ; [114.75304878 168.24695122],0
p12,1,0.795899,0.066904,[ 1 45] ; [  8 273],[ 1.26605505 44.73394495] ; [  7.73394495 273.26605505],0
b4,1,0.798833,0.064952,[27 19] ; [161 123],[26.20606061 19.79393939] ; [161.79393939 122.20606061],0
b2,1,0.868039,0.027606,[12 20] ; [55 98],[11.58918919 20.41081081] ; [55.41081081 97.58918919],0
b3,1,0.868039,0.027606,[12 20] ; [55 98],[11.58918919 20.41081081] ; [55.41081081 97.58918919],0
