Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,1e-06,24.637928,[135  11] ; [19 13],[126.31460674  19.68539326] ; [27.68539326  4.31460674],1
b1,1,0.085093,2.964832,[60 86] ; [19 14],[64.43575419 81.56424581] ; [14.56424581 18.43575419],0
v2,1,0.103164,2.655936,[90 54] ; [15 17],[85.90909091 58.09090909] ; [19.09090909 12.90909091],0
u1,1,0.144684,2.127422,[ 29 117] ; [ 3 30],[ 26.10055866 119.89944134] ; [ 5.89944134 27.10055866],0
u2,1,0.145521,2.118589,[23 18] ; [13  4],[25.44827586 15.55172414] ; [10.55172414  6.44827586],0
v4,1,0.154824,2.02407,[141   5] ; [30  3],[139.47486034   6.52513966] ; [31.52513966  1.47486034],0
p1,1,0.160601,1.968562,[ 16 130] ; [ 1 32],[ 13.86592179 132.13407821] ; [ 3.13407821 29.86592179],0
s3,1,0.176983,1.82278,[76 69] ; [13 20],[72.5 72.5] ; [16.5 16.5],0
a2,1,0.212163,1.556608,[ 37 109] ; [ 5 28],[ 34.25698324 111.74301676] ; [ 7.74301676 25.25698324],0
n2,1,0.226765,1.461039,[13 11] ; [9 3],[14.66666667  9.33333333] ; [7.33333333 4.66666667],0
a4,1,0.24262,1.365306,[69 76] ; [12 21],[65.98314607 79.01685393] ; [15.01685393 17.98314607],0
n3,1,0.256839,1.285714,[20  4] ; [8 4],[18.66666667  5.33333333] ; [9.33333333 2.66666667],0
b2,1,0.27257,1.203768,[45 50] ; [ 6 12],[42.87610619 52.12389381] ; [8.12389381 9.87610619],0
b3,1,0.27257,1.203768,[45 50] ; [ 6 12],[42.87610619 52.12389381] ; [8.12389381 9.87610619],0
p11,1,0.340856,0.90721,[121  25] ; [25  8],[119.08379888  26.91620112] ; [26.91620112  6.08379888],0
a6,1,0.341987,0.902969,[101  45] ; [20 13],[98.69273743 47.30726257] ; [22.30726257 10.69273743],0
a7,1,0.464504,0.535021,[109  36] ; [26  6],[110.59322034  34.40677966] ; [24.40677966  7.59322034],0
p12,1,0.51466,0.42458,[ 14 131] ; [ 2 31],[ 13.03370787 131.96629213] ; [ 2.96629213 30.03370787],0
a1,1,0.560922,0.338111,[  8 138] ; [ 1 32],[  7.34078212 138.65921788] ; [ 1.65921788 31.34078212],0
s2,1,0.599167,0.276255,[63 82] ; [16 17],[64.35393258 80.64606742] ; [14.64606742 18.35393258],0
p7,1,0.668598,0.183246,[116  28] ; [26  5],[116.84571429  27.15428571] ; [25.15428571  5.84571429],0
d3,1,0.756711,0.095977,[103  43] ; [21 10],[102.28248588  43.71751412] ; [21.71751412  9.28248588],0
u3,1,0.790131,0.070831,[22 18] ; [10  7],[22.45614035 17.54385965] ; [9.54385965 7.45614035],0
n1,1,0.806179,0.060201,[ 9 15] ; [4 8],[ 8.66666667 15.33333333] ; [4.33333333 7.66666667],0
p5,1,0.838284,0.041652,[ 15 131] ; [ 3 30],[ 14.68156425 131.31843575] ; [ 3.31843575 29.68156425],0
a8,1,0.890755,0.018865,[ 18 112] ; [ 4 27],[ 17.76397516 112.23602484] ; [ 4.23602484 26.76397516],0
s1,1,0.899312,0.01601,[  5 139] ; [ 1 32],[  4.88135593 139.11864407] ; [ 1.11864407 31.88135593],0
p8,1,0.939408,0.005778,[95 49] ; [22 11],[95.18644068 48.81355932] ; [21.81355932 11.18644068],0
