Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.5e-05,18.777809,[19 16] ; [ 4 39],[10.32051282 24.67948718] ; [12.67948718 30.32051282],1
d3,1,0.213783,1.545623,[25 11] ; [24 19],[22.32911392 13.67088608] ; [26.67088608 16.32911392],0
n5,1,0.222204,1.490082,[26  8] ; [26 15],[23.57333333 10.42666667] ; [28.42666667 12.57333333],0
p10,1,0.23307,1.422025,[22 12] ; [22 21],[19.42857143 14.57142857] ; [24.57142857 18.42857143],0
a3,1,0.236047,1.40405,[26 10] ; [35  7],[28.15384615  7.84615385] ; [32.84615385  9.15384615],0
v2,1,0.291475,1.112797,[17 18] ; [15 26],[14.73684211 20.26315789] ; [17.26315789 23.73684211],0
r3,1,0.310271,1.02952,[21 13] ; [20 20],[18.83783784 15.16216216] ; [22.16216216 17.83783784],0
n4,1,0.343961,0.895613,[23 13] ; [31 11],[24.92307692 11.07692308] ; [29.07692308 12.92307692],0
d2,1,0.399187,0.710774,[18 18] ; [25 17],[19.84615385 16.15384615] ; [23.15384615 18.84615385],0
n2,1,0.410854,0.676329,[8 4] ; [12 11],[6.85714286 5.14285714] ; [13.14285714  9.85714286],0
b2,1,0.477091,0.505506,[ 9 19] ; [10 14],[10.23076923 17.76923077] ; [ 8.76923077 15.23076923],0
b3,1,0.477091,0.505506,[ 9 19] ; [10 14],[10.23076923 17.76923077] ; [ 8.76923077 15.23076923],0
s4,1,0.486415,0.484448,[ 6 29] ; [ 5 38],[ 4.93589744 30.06410256] ; [ 6.06410256 36.93589744],0
a2,1,0.517202,0.41947,[ 7 29] ; [11 32],[ 8.20253165 27.79746835] ; [ 9.79746835 33.20253165],0
u1,1,0.519397,0.415091,[ 6 30] ; [ 5 38],[ 5.01265823 30.98734177] ; [ 5.98734177 37.01265823],0
n1,1,0.537371,0.380435,[6 6] ; [ 9 14],[5.14285714 6.85714286] ; [ 9.85714286 13.14285714],0
r1,1,0.560921,0.338112,[10 24] ; [15 27],[11.18421053 22.81578947] ; [13.81578947 28.18421053],0
a7,1,0.569821,0.322981,[20 16] ; [26 16],[21.23076923 14.76923077] ; [24.76923077 17.23076923],0
s5,1,0.616028,0.25149,[ 7 26] ; [ 7 35],[ 6.16 26.84] ; [ 7.84 34.16],0
p1,1,0.628798,0.233694,[ 3 33] ; [ 5 38],[ 3.64556962 32.35443038] ; [ 4.35443038 38.64556962],0
d5,1,0.630366,0.231565,[30  6] ; [34  9],[29.16455696  6.83544304] ; [34.83544304  8.16455696],0
s7,1,0.65194,0.203462,[14 18] ; [15 24],[13.07042254 18.92957746] ; [15.92957746 23.07042254],0
a4,1,0.699194,0.149312,[19 17] ; [24 18],[19.84615385 16.15384615] ; [23.15384615 18.84615385],0
a6,1,0.713007,0.135292,[22 14] ; [28 15],[22.78481013 13.21518987] ; [27.21518987 15.78481013],0
v1,1,0.732651,0.116692,[13 22] ; [16 23],[13.71621622 21.28378378] ; [15.28378378 23.71621622],0
v3,1,0.735495,0.114126,[ 8 27] ; [11 31],[ 8.63636364 26.36363636] ; [10.36363636 31.63636364],0
u3,1,0.771519,0.084325,[4 5] ; [3 5],[3.70588235 5.29411765] ; [3.29411765 4.70588235],0
s1,1,0.775397,0.081409,[ 2 34] ; [ 3 39],[ 2.30769231 33.69230769] ; [ 2.69230769 39.30769231],0
s3,1,0.795003,0.067506,[12 20] ; [17 25],[12.54054054 19.45945946] ; [16.45945946 25.54054054],0
n3,1,0.799681,0.064394,[6 6] ; [12 10],[6.35294118 5.64705882] ; [11.64705882 10.35294118],0
v4,1,0.825293,0.048727,[19 14] ; [22 18],[18.53424658 14.46575342] ; [22.46575342 17.53424658],0
b5,1,0.854221,0.033759,[20 16] ; [23 20],[19.59493671 16.40506329] ; [23.40506329 19.59493671],0
d4,1,0.913139,0.011899,[28  8] ; [33 10],[27.79746835  8.20253165] ; [33.20253165  9.79746835],0
u2,1,0.949272,0.004048,[3 7] ; [2 5],[2.94117647 7.05882353] ; [2.05882353 4.94117647],0
d1,1,0.949737,0.003974,[19 17] ; [23 20],[19.13924051 16.86075949] ; [22.86075949 20.13924051],0
b1,1,0.981629,0.00053,[20 16] ; [24 19],[20.05063291 15.94936709] ; [23.94936709 19.05063291],0
