Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.000193,13.899889,[ 6 86] ; [142 459],[19.64790765 72.35209235] ; [128.35209235 472.64790765],1
v4,1,0.089389,2.885347,[87  5] ; [587  14],[89.47763348  2.52236652] ; [584.52236652  16.47763348],0
s3,1,0.103543,2.650111,[45 46] ; [347 246],[52.15204678 38.84795322] ; [339.84795322 253.15204678],0
v1,1,0.107703,2.587607,[43 47] ; [333 253],[50.0591716 39.9408284] ; [325.9408284 260.0591716],0
n4,1,0.112049,2.525081,[66 26] ; [473 125],[71.86666667 20.13333333] ; [467.13333333 130.86666667],0
a7,1,0.112086,2.524562,[63 29] ; [457 143],[69.13294798 22.86705202] ; [450.86705202 149.13294798],0
r3,1,0.118337,2.439197,[89  3] ; [591   7],[90.66666667  1.33333333] ; [589.33333333   8.66666667],0
d3,1,0.134645,2.238118,[66 26] ; [473 128],[71.55555556 20.44444444] ; [467.44444444 133.55555556],0
u3,1,0.150907,2.063059,[16 14] ; [94 46],[19.41176471 10.58823529] ; [90.58823529 49.41176471],0
p8,1,0.184778,1.758768,[43 47] ; [326 264],[48.83823529 41.16176471] ; [320.16176471 269.83823529],0
p1,1,0.198432,1.653878,[10 82] ; [ 42 553],[ 6.9636099 85.0363901] ; [ 45.0363901 549.9636099],0
a8,1,0.225701,1.467753,[ 9 78] ; [ 83 460],[12.7047619 74.2952381] ; [ 79.2952381 463.7047619],0
p4,1,0.241388,1.372468,[51 40] ; [371 223],[56.06131387 34.93868613] ; [365.93868613 228.06131387],0
b5,1,0.241405,1.372372,[61 31] ; [360 241],[55.89033189 36.10966811] ; [365.10966811 235.89033189],0
n2,1,0.338791,0.915,[24  6] ; [82 33],[21.93103448  8.06896552] ; [84.06896552 30.93103448],0
p5,1,0.349859,0.873968,[13 78] ; [ 65 529],[10.3620438 80.6379562] ; [ 67.6379562 526.3620438],0
p3,1,0.403173,0.698844,[43 49] ; [308 291],[46.73227207 45.26772793] ; [304.26772793 294.73227207],0
s2,1,0.41716,0.658301,[46 46] ; [325 271],[49.61046512 42.38953488] ; [321.38953488 274.61046512],0
n3,1,0.429036,0.625431,[20 10] ; [85 30],[21.72413793  8.27586207] ; [83.27586207 31.72413793],0
s4,1,0.430923,0.620335,[18 74] ; [ 96 494],[15.37829912 76.62170088] ; [ 98.62170088 491.37829912],0
n1,1,0.483794,0.4903,[13 16] ; [43 71],[11.35664336 17.64335664] ; [44.64335664 69.35664336],0
p12,1,0.499179,0.456682,[ 6 86] ; [ 51 541],[ 7.66666667 84.33333333] ; [ 49.33333333 542.66666667],0
p6,1,0.522071,0.4098,[37 52] ; [224 365],[34.26106195 54.73893805] ; [226.73893805 362.26106195],0
s6,1,0.565831,0.329709,[60 29] ; [414 174],[62.31314623 26.68685377] ; [411.68685377 176.31314623],0
p9,1,0.581746,0.30342,[80 11] ; [506  84],[78.30543319 12.69456681] ; [507.69456681  82.30543319],0
b2,1,0.647931,0.208518,[25 32] ; [148 216],[23.42280285 33.57719715] ; [149.57719715 214.42280285],0
b3,1,0.647931,0.208518,[25 32] ; [148 216],[23.42280285 33.57719715] ; [149.57719715 214.42280285],0
s5,1,0.702011,0.146388,[33 52] ; [212 366],[31.41025641 53.58974359] ; [213.58974359 364.41025641],0
u4,1,0.720248,0.128255,[ 2 90] ; [ 17 584],[ 2.52236652 89.47763348] ; [ 16.47763348 584.52236652],0
b1,1,0.725831,0.122975,[33 59] ; [227 374],[34.51659452 57.48340548] ; [225.48340548 375.51659452],0
s1,1,0.750443,0.10116,[ 3 88] ; [ 16 575],[ 2.53519062 88.46480938] ; [ 16.46480938 574.53519062],0
n6,1,0.872807,0.02563,[79 13] ; [508  88],[78.49418605 13.50581395] ; [508.50581395  87.49418605],0
v3,1,0.889051,0.019462,[37 51] ; [236 336],[36.4 51.6] ; [236.6 335.4],0
p11,1,0.899195,0.016047,[74 18] ; [480 121],[73.54689755 18.45310245] ; [480.45310245 120.54689755],0
p10,1,0.96956,0.001456,[76 16] ; [490 102],[76.12865497 15.87134503] ; [489.87134503 102.12865497],0
u2,1,0.998028,6e-06,[19 11] ; [88 51],[18.99408284 11.00591716] ; [88.00591716 50.99408284],0
