Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,89.274966,[ 2 42] ; [195  57],[29.28378378 14.71621622] ; [167.71621622  84.28378378],1
a8,1,0.069204,3.301798,[ 2 39] ; [ 35 190],[ 5.70300752 35.29699248] ; [ 31.29699248 193.70300752],0
s6,1,0.073801,3.196395,[25 17] ; [179  66],[29.85365854 12.14634146] ; [174.14634146  70.85365854],0
p7,1,0.085712,2.953115,[27 17] ; [182  64],[31.71034483 12.28965517] ; [177.28965517  68.71034483],0
p11,1,0.131909,2.269888,[34 10] ; [217  35],[37.31081081  6.68918919] ; [213.68918919  38.31081081],0
s7,1,0.172865,1.85792,[20 20] ; [148  93],[23.91459075 16.08540925] ; [144.08540925  96.91459075],0
p4,1,0.18115,1.788167,[25 19] ; [168  82],[28.88435374 15.11564626] ; [164.11564626  85.88435374],0
v2,1,0.225456,1.469301,[32 11] ; [204  44],[34.87285223  8.12714777] ; [201.12714777  46.87285223],0
s3,1,0.259706,1.270326,[22 21] ; [149  98],[25.35517241 17.64482759] ; [145.64482759 101.35517241],0
u2,1,0.274549,1.193878,[8 8] ; [32 17],[9.84615385 6.15384615] ; [30.15384615 18.84615385],0
b4,1,0.292652,1.107379,[23 21] ; [153  99],[26.16216216 17.83783784] ; [149.83783784 102.16216216],0
s1,1,0.312099,1.021771,[ 2 42] ; [  5 243],[ 1.05479452 42.94520548] ; [  5.94520548 242.05479452],0
a1,1,0.313268,1.016849,[ 2 42] ; [ 23 229],[ 3.71621622 40.28378378] ; [ 21.28378378 230.71621622],0
s5,1,0.335891,0.926054,[14 29] ; [ 98 145],[16.83916084 26.16083916] ; [ 95.16083916 147.83916084],0
p5,1,0.417347,0.657774,[ 6 38] ; [ 47 204],[ 7.90508475 36.09491525] ; [ 45.09491525 205.90508475],0
p8,1,0.455258,0.557529,[25 19] ; [155  92],[27.21649485 16.78350515] ; [152.78350515  94.21649485],0
r1,1,0.457592,0.551779,[35  9] ; [211  40],[36.69152542  7.30847458] ; [209.30847458  41.69152542],0
r2,1,0.510779,0.43247,[43  1] ; [239  11],[42.20408163  1.79591837] ; [239.79591837  10.20408163],0
p12,1,0.512654,0.428646,[ 5 39] ; [ 38 213],[ 6.41355932 37.58644068] ; [ 36.58644068 214.41355932],0
r4,1,0.576158,0.312488,[40  4] ; [235  17],[40.87837838  3.12162162] ; [234.12162162  17.87837838],0
n4,1,0.600197,0.274699,[36  8] ; [214  38],[37.16216216  6.83783784] ; [212.83783784  39.16216216],0
n1,1,0.644544,0.212848,[2 3] ; [15 35],[1.54545455 3.45454545] ; [15.45454545 34.54545455],0
u3,1,0.663615,0.189163,[8 8] ; [27 21],[8.75 7.25] ; [26.25 21.75],0
b5,1,0.674663,0.176195,[24 20] ; [146 106],[25.27027027 18.72972973] ; [144.72972973 107.27027027],0
n3,1,0.719567,0.128908,[4 1] ; [37 14],[3.66071429 1.33928571] ; [37.33928571 13.66071429],0
s4,1,0.737758,0.112107,[ 5 39] ; [ 33 217],[ 5.68707483 38.31292517] ; [ 32.31292517 217.68707483],0
p6,1,0.765992,0.088578,[18 26] ; [107 140],[18.90034364 25.09965636] ; [106.09965636 140.90034364],0
b2,1,0.790374,0.070663,[11 16] ; [70 91],[11.63297872 15.36702128] ; [69.36702128 91.63297872],0
b3,1,0.790374,0.070663,[11 16] ; [70 91],[11.63297872 15.36702128] ; [69.36702128 91.63297872],0
p3,1,0.909679,0.012869,[26 18] ; [150 100],[26.34013605 17.65986395] ; [149.65986395 100.34013605],0
p10,1,0.911942,0.01223,[41  3] ; [235  16],[41.16610169  2.83389831] ; [234.83389831  16.16610169],0
b1,1,0.915096,0.011366,[15 29] ; [ 88 164],[15.31081081 28.68918919] ; [ 87.68918919 164.31081081],0
a6,1,0.92188,0.009617,[30 14] ; [173  78],[30.2779661 13.7220339] ; [172.7220339  78.2779661],0
n5,1,0.950076,0.00392,[37  7] ; [212  39],[37.13898305  6.86101695] ; [211.86101695  39.13898305],0
a7,1,0.976232,0.000888,[32 12] ; [182  69],[31.91864407 12.08135593] ; [182.08135593  68.91864407],0
