Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,22.717893,[ 2 20] ; [19  5],[10.04347826 11.95652174] ; [10.95652174 13.04347826],1
p6,1,0.388861,0.7425,[ 1 19] ; [ 3 21],[ 1.81818182 18.18181818] ; [ 2.18181818 21.81818182],0
n4,1,0.400098,0.708033,[12 10] ; [16  8],[13.39130435  8.60869565] ; [14.60869565  9.39130435],0
a8,1,0.412773,0.670801,[ 2 19] ; [ 4 18],[ 2.93023256 18.06976744] ; [ 3.06976744 18.93023256],0
b4,1,0.459819,0.546334,[16  6] ; [15  9],[14.82608696  7.17391304] ; [16.17391304  7.82608696],0
s1,1,0.499244,0.456542,[ 2 20] ; [ 1 23],[ 1.43478261 20.56521739] ; [ 1.56521739 22.43478261],0
a7,1,0.554972,0.348485,[10 12] ; [13 11],[11. 11.] ; [12. 12.],0
p1,1,0.563789,0.333186,[ 3 19] ; [ 2 22],[ 2.39130435 19.60869565] ; [ 2.60869565 21.39130435],0
r1,1,0.602967,0.270544,[ 8 14] ; [ 7 17],[ 7.17391304 14.82608696] ; [ 7.82608696 16.17391304],0
d1,1,0.607936,0.263191,[ 7 15] ; [ 6 18],[ 6.2173913 15.7826087] ; [ 6.7826087 17.2173913],0
b2,1,0.609473,0.260943,[ 4 12] ; [ 5 10],[ 4.64516129 11.35483871] ; [ 4.35483871 10.64516129],0
b3,1,0.609473,0.260943,[ 4 12] ; [ 5 10],[ 4.64516129 11.35483871] ; [ 4.35483871 10.64516129],0
n3,1,0.653095,0.20202,[6 4] ; [5 5],[5.5 4.5] ; [5.5 4.5],0
s3,1,0.685167,0.164367,[ 5 16] ; [ 7 17],[ 5.6 15.4] ; [ 6.4 17.6],0
u3,1,0.707787,0.140498,[ 3 10] ; [3 7],[3.39130435 9.60869565] ; [2.60869565 7.39130435],0
d5,1,0.736465,0.113258,[13  9] ; [13 11],[12.43478261  9.56521739] ; [13.56521739 10.43478261],0
b1,1,0.757863,0.095041,[12 10] ; [12 12],[11.47826087 10.52173913] ; [12.52173913 11.47826087],0
b5,1,0.795732,0.067016,[12 10] ; [14 10],[12.43478261  9.56521739] ; [13.56521739 10.43478261],0
d2,1,0.845211,0.038116,[ 7 15] ; [ 7 17],[ 6.69565217 15.30434783] ; [ 7.30434783 16.69565217],0
a4,1,0.860802,0.030749,[ 6 16] ; [ 6 18],[ 5.73913043 16.26086957] ; [ 6.26086957 17.73913043],0
p3,1,0.881235,0.022321,[ 4 17] ; [ 5 19],[ 4.2 16.8] ; [ 4.8 19.2],0
v2,1,0.912804,0.011991,[ 7 15] ; [ 8 16],[ 7.17391304 14.82608696] ; [ 7.82608696 16.17391304],0
a1,1,0.927422,0.008297,[ 2 20] ; [ 2 22],[ 1.91304348 20.08695652] ; [ 2.08695652 21.91304348],0
a6,1,0.958427,0.002717,[ 9 13] ; [10 14],[ 9.08695652 12.91304348] ; [ 9.91304348 14.08695652],0
n2,1,1.0,0.0,[5 5] ; [5 5],[5. 5.] ; [5. 5.],0
n1,1,1.0,0.0,[2 8] ; [2 8],[2. 8.] ; [2. 8.],0
