Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.1e-05,18.130398,[68 92] ; [34  9],[80.39408867 79.60591133] ; [21.60591133 21.39408867],1
u3,1,0.410113,0.678473,[26 15] ; [7 2],[27.06 13.94] ; [5.94 3.06],0
r3,1,0.42951,0.624149,[149  13] ; [37  5],[147.70588235  14.29411765] ; [38.29411765  3.70588235],0
a2,1,0.453981,0.560695,[ 51 111] ; [11 32],[ 48.99512195 113.00487805] ; [13.00487805 29.99512195],0
d2,1,0.48625,0.484814,[113  47] ; [28 15],[111.13300493  48.86699507] ; [29.86699507 13.13300493],0
v4,1,0.524157,0.405706,[150  12] ; [41  2],[150.93658537  11.06341463] ; [40.06341463  2.93658537],0
r4,1,0.58109,0.304475,[142  20] ; [39  4],[143.03414634  18.96585366] ; [37.96585366  5.03414634],0
a3,1,0.593484,0.284936,[121  40] ; [34  9],[122.32843137  38.67156863] ; [32.67156863 10.32843137],0
p12,1,0.60456,0.268173,[  8 153] ; [ 3 40],[  8.68137255 152.31862745] ; [ 2.31862745 40.68137255],0
a5,1,0.605884,0.266212,[130  32] ; [36  7],[131.1804878  30.8195122] ; [34.8195122  8.1804878],0
b1,1,0.613207,0.255531,[71 91] ; [17 26],[69.54146341 92.45853659] ; [18.45853659 24.54146341],0
n1,1,0.639864,0.21892,[16 30] ; [ 7 10],[16.79365079 29.20634921] ; [ 6.20634921 10.79365079],0
v3,1,0.64321,0.214568,[ 28 129] ; [ 9 34],[ 29.045 127.955] ; [ 7.955 35.045],0
b2,1,0.684391,0.165225,[43 61] ; [10 17],[42.07633588 61.92366412] ; [10.92366412 16.07633588],0
b3,1,0.684391,0.165225,[43 61] ; [10 17],[42.07633588 61.92366412] ; [10.92366412 16.07633588],0
a4,1,0.721924,0.126656,[91 70] ; [23 20],[89.97058824 71.02941176] ; [24.02941176 18.97058824],0
p7,1,0.735116,0.114465,[91 67] ; [26 17],[91.97014925 66.02985075] ; [25.02985075 17.97014925],0
b5,1,0.738332,0.111598,[95 67] ; [24 19],[94.03902439 67.96097561] ; [24.96097561 18.03902439],0
p5,1,0.783758,0.075309,[ 21 138] ; [ 5 38],[ 20.46534653 138.53465347] ; [ 5.53465347 37.46534653],0
a1,1,0.815022,0.054734,[  9 153] ; [ 2 41],[  8.69268293 153.30731707] ; [ 2.30731707 40.69268293],0
p9,1,0.83818,0.041706,[128  32] ; [35  8],[128.4729064  31.5270936] ; [34.5270936  8.4729064],0
u2,1,0.853972,0.033875,[26 15] ; [6 3],[26.24 14.76] ; [5.76 3.24],0
n6,1,0.863546,0.029537,[133  28] ; [36  7],[133.37745098  27.62254902] ; [35.62254902  7.37745098],0
d3,1,0.900913,0.015502,[145  16] ; [39  4],[145.21568627  15.78431373] ; [38.78431373  4.21568627],0
u1,1,0.91095,0.012508,[ 39 123] ; [10 33],[ 38.72195122 123.27804878] ; [10.27804878 32.72195122],0
d4,1,0.947767,0.004292,[156   4] ; [42  1],[156.0591133   3.9408867] ; [41.9408867  1.0591133],0
p11,1,0.949633,0.00399,[116  46] ; [31 12],[116.16585366  45.83414634] ; [30.83414634 12.16585366],0
p2,1,0.963661,0.002076,[126  34] ; [34  9],[126.10837438  33.89162562] ; [33.89162562  9.10837438],0
