Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.316848,[58  5] ; [42 33],[45.65217391 17.34782609] ; [54.34782609 20.65217391],1
b1,1,0.119072,2.429483,[24 39] ; [39 37],[28.55395683 34.44604317] ; [34.44604317 41.55395683],0
a2,1,0.136797,2.213619,[ 6 57] ; [14 62],[ 9.0647482 53.9352518] ; [10.9352518 65.0647482],0
p5,1,0.159947,1.974725,[ 5 58] ; [ 2 73],[ 3.19565217 59.80434783] ; [ 3.80434783 71.19565217],0
s3,1,0.221389,1.495348,[17 44] ; [28 46],[20.33333333 40.66666667] ; [24.66666667 49.33333333],0
s5,1,0.227323,1.457534,[12 48] ; [ 9 64],[ 9.47368421 50.52631579] ; [11.52631579 61.47368421],0
p4,1,0.235166,1.409342,[18 44] ; [15 59],[15.04411765 46.95588235] ; [17.95588235 56.04411765],0
a3,1,0.266443,1.234969,[35 28] ; [48 26],[38.16788321 24.83211679] ; [44.83211679 29.16788321],0
u3,1,0.283818,1.148718,[15 13] ; [11 17],[13. 15.] ; [13. 15.],0
s2,1,0.328158,0.956153,[19 42] ; [18 58],[16.47445255 44.52554745] ; [20.52554745 55.47445255],0
a5,1,0.334457,0.931561,[33 30] ; [46 30],[35.8057554 27.1942446] ; [43.1942446 32.8057554],0
u2,1,0.350013,0.873411,[13 14] ; [10 18],[11.29090909 15.70909091] ; [11.70909091 16.29090909],0
p6,1,0.361989,0.830979,[ 9 53] ; [ 7 67],[ 7.29411765 54.70588235] ; [ 8.70588235 65.29411765],0
d2,1,0.376229,0.782987,[23 39] ; [33 41],[25.52941176 36.47058824] ; [30.47058824 43.52941176],0
p7,1,0.444215,0.58537,[19 41] ; [19 55],[17.01492537 42.98507463] ; [20.98507463 53.01492537],0
s6,1,0.477668,0.504184,[24 38] ; [25 51],[22.01449275 39.98550725] ; [26.98550725 49.01449275],0
p1,1,0.60165,0.272515,[ 5 58] ; [ 8 68],[ 5.89208633 57.10791367] ; [ 7.10791367 68.89208633],0
a4,1,0.606482,0.26533,[22 41] ; [29 45],[23.45255474 39.54744526] ; [27.54744526 46.45255474],0
b5,1,0.620645,0.244962,[33 30] ; [43 33],[34.44604317 28.55395683] ; [41.55395683 34.44604317],0
s7,1,0.710101,0.138176,[ 9 52] ; [12 58],[ 9.77862595 51.22137405] ; [11.22137405 58.77862595],0
u1,1,0.710905,0.137374,[ 7 56] ; [ 7 69],[ 6.34532374 56.65467626] ; [ 7.65467626 68.34532374],0
a8,1,0.759624,0.093621,[ 5 56] ; [ 7 65],[ 5.5037594 55.4962406] ; [ 6.4962406 65.5037594],0
d1,1,0.79838,0.065252,[26 37] ; [33 43],[26.74100719 36.25899281] ; [32.25899281 43.74100719],0
d4,1,0.81605,0.054116,[44 19] ; [51 24],[43.36956522 19.63043478] ; [51.63043478 23.36956522],0
a7,1,0.819356,0.052154,[39 24] ; [45 30],[38.34782609 24.65217391] ; [45.65217391 29.34782609],0
d3,1,0.84093,0.040282,[33 30] ; [38 37],[32.41304348 30.58695652] ; [38.58695652 36.41304348],0
v3,1,0.865466,0.028703,[18 43] ; [20 51],[17.56060606 43.43939394] ; [20.43939394 50.56060606],0
s4,1,0.923763,0.009157,[10 51] ; [12 64],[ 9.79562044 51.20437956] ; [12.20437956 63.79562044],0
n1,1,0.984152,0.000395,[ 9 13] ; [14 20],[ 9.03571429 12.96428571] ; [13.96428571 20.03571429],0
